datetime,oxygen_uncorrected_umol_kg,oxygen_corrected_umol_kg
12-Oct-2019 16:16:33,250.266487699757,232.133624004057
12-Oct-2019 16:31:33,250.287025482034,232.151399016829
12-Oct-2019 16:46:33,250.342245672638,232.201342974347
12-Oct-2019 17:01:33,250.387205113295,232.241769243478
12-Oct-2019 17:16:33,250.433473898455,232.283409489351
12-Oct-2019 17:31:33,250.423940676215,232.273291765739
12-Oct-2019 17:46:33,250.535599190068,232.375581323211
12-Oct-2019 18:01:33,250.640525501336,232.471625552999
12-Oct-2019 18:16:33,250.709696713523,232.534505681043
12-Oct-2019 18:31:33,250.800947609008,232.617864012285
12-Oct-2019 18:46:33,250.748724058931,232.568149600779
12-Oct-2019 19:01:33,250.663851327793,232.488153943127
12-Oct-2019 19:16:33,250.802775599051,232.615727435585
12-Oct-2019 19:31:33,250.858395842681,232.666036730787
12-Oct-2019 19:46:33,250.814118517389,232.623693012676
12-Oct-2019 20:01:33,250.838259267888,232.644805414651
12-Oct-2019 20:16:33,250.92905434855,232.727737076021
12-Oct-2019 20:31:33,250.826453786232,232.631301261957
12-Oct-2019 20:46:33,250.806778119667,232.611775517886
12-Oct-2019 21:01:33,250.884687684998,232.682755302405
12-Oct-2019 21:16:33,250.951036317468,232.743012175037
12-Oct-2019 21:31:33,251.021933176301,232.807486573556
12-Oct-2019 21:46:33,251.368652369771,233.127767186899
12-Oct-2019 22:01:33,251.643946620075,233.381802732173
12-Oct-2019 22:16:33,251.7622889924,233.490274603344
12-Oct-2019 22:31:33,251.840504787744,233.561531142589
12-Oct-2019 22:46:33,251.927908785636,233.641308146898
12-Oct-2019 23:01:33,251.910397257582,233.623784737758
12-Oct-2019 23:16:33,252.004702453295,233.709960688566
12-Oct-2019 23:31:33,251.946034631902,233.654268796411
12-Oct-2019 23:46:33,251.790415584538,233.5086656148
12-Oct-2019 23:46:33,251.790415584538,233.5086656148
13-Oct-2019 00:01:33,251.725340838685,233.447033708851
