time,seawater_ph,deployment,qc_flags
2014-09-13 00:00:00,8.124809770855554,1.0,1
2014-09-13 01:59:59,8.122792091687092,1.0,1
2014-09-13 03:59:59,8.12581719553376,1.0,1
2014-09-13 05:59:59,8.12757197650803,1.0,1
2014-09-13 07:59:59,8.128415796686571,1.0,1
2014-09-13 09:59:59,8.125517498241967,1.0,1
2014-09-13 11:59:59,8.129674075168245,1.0,1
2014-09-13 13:59:59,8.126944649453934,1.0,1
2014-09-13 15:59:59,8.125768254446903,1.0,1
2014-09-13 17:59:59,8.125727550048246,1.0,1
2014-09-13 19:59:59,8.116854762539203,1.0,1
2014-09-13 21:59:59,8.12163136031074,1.0,1
2014-09-13 23:59:59,8.123818804141058,1.0,1
2014-09-14 01:59:59,8.123893099512658,1.0,1
2014-09-14 03:59:59,8.113947752369448,1.0,1
2014-09-14 05:59:59,8.111966899736338,1.0,1
2014-09-14 07:59:59,8.099181009983631,1.0,1
2014-09-14 09:59:59,8.09912722989796,1.0,1
2014-09-14 11:59:59,8.099184714877689,1.0,1
2014-09-14 13:59:59,8.10183144674391,1.0,1
2014-09-14 15:59:59,8.099058098460876,1.0,1
2014-09-14 17:59:59,8.10143642003048,1.0,1
2014-09-14 19:59:59,8.104120084184279,1.0,1
2014-09-14 21:59:59,8.101647970851909,1.0,1
2014-09-14 23:59:59,8.108244350463007,1.0,1
2014-09-15 01:59:59,8.114759682545683,1.0,1
2014-09-15 03:59:59,8.111862658215697,1.0,1
2014-09-15 05:59:59,8.109991632134198,1.0,1
2014-09-15 07:59:59,8.10838445439301,1.0,1
2014-09-15 09:59:59,8.110178092173804,1.0,1
2014-09-15 11:59:59,8.1122460695131,1.0,1
2014-09-15 13:59:59,8.11465285630788,1.0,1
2014-09-15 15:59:59,8.111825755903888,1.0,1
2014-09-15 17:59:59,8.114863692413868,1.0,1
2014-09-15 19:59:59,8.110369144568086,1.0,1
2014-09-15 21:59:59,8.114056897142763,1.0,1
2014-09-15 23:59:59,8.113769503289113,1.0,1
2014-09-16 01:59:59,8.11263165485239,1.0,1
2014-09-16 03:59:59,8.110094196577396,1.0,1
2014-09-16 05:59:59,8.111459973220603,1.0,1
2014-09-16 07:59:59,8.112636546854834,1.0,1
2014-09-16 09:59:59,8.103019664869388,1.0,1
2014-09-16 11:59:59,8.11115396363517,1.0,1
2014-09-16 13:59:59,8.113041302194054,1.0,1
2014-09-16 15:59:59,8.111522394364545,1.0,1
2014-09-16 17:59:59,8.110199024307432,1.0,1
2014-09-16 19:59:59,8.10969242283486,1.0,1
2014-09-16 21:59:59,8.107236243696706,1.0,1
2014-09-16 23:59:59,8.109231982963687,1.0,1
2014-09-17 01:59:59,8.109236966336635,1.0,1
2014-09-17 03:59:59,8.1089981535146,1.0,1
2014-09-17 05:59:59,8.106259936098894,1.0,1
2014-09-17 07:59:59,8.101907102933064,1.0,1
2014-09-17 09:59:59,8.103096995243297,1.0,1
2014-09-17 11:59:59,8.099392489903936,1.0,1
2014-09-17 13:59:59,8.094497775019217,1.0,1
2014-09-17 15:59:59,8.101227017087563,1.0,1
2014-09-17 17:59:59,8.099611473231157,1.0,1
2014-09-17 19:59:59,8.101500128862261,1.0,1
2014-09-17 21:59:59,8.102401437878413,1.0,1
2014-09-17 23:59:59,8.100080004729136,1.0,1
2014-09-18 01:59:59,8.098413026221884,1.0,1
2014-09-18 03:59:59,8.100339195083233,1.0,1
2014-09-18 05:59:59,8.099326933795988,1.0,1
2014-09-18 07:59:59,8.099921937902826,1.0,1
2014-09-18 09:59:59,8.097597411543985,1.0,1
2014-09-18 11:59:59,8.099504381988579,1.0,1
2014-09-18 13:59:59,8.097791989120125,1.0,1
2014-09-18 15:59:59,8.10213121046887,1.0,1
2014-09-18 17:59:59,8.10447369591724,1.0,1
2014-09-18 19:59:59,8.102819191896744,1.0,1
2014-09-18 21:59:59,8.103187515247036,1.0,1
2014-09-18 23:59:59,8.09988143762311,1.0,1
2014-09-19 01:59:59,8.10386618613664,1.0,1
2014-09-19 03:59:59,8.10360406000755,1.0,1
2014-09-19 05:59:59,8.095582319547734,1.0,1
2014-09-19 07:59:59,8.101350751314172,1.0,1
2014-09-19 09:59:59,8.10042869516618,1.0,1
2014-09-19 11:59:59,8.09767636141748,1.0,1
2014-09-19 13:59:59,8.098946302847304,1.0,1
2014-09-19 15:59:59,8.099768070329974,1.0,1
2014-09-19 17:59:59,8.101897862146792,1.0,1
2014-09-19 19:59:59,8.103848048731237,1.0,1
2014-09-19 21:59:59,8.105892130480187,1.0,1
2014-09-19 23:59:59,8.102927450356786,1.0,1
2014-09-20 01:59:59,8.103422173630898,1.0,1
2014-09-20 03:59:59,8.105387736976596,1.0,1
2014-09-20 05:59:59,8.107609796527912,1.0,1
2014-09-20 07:59:59,8.102648757008112,1.0,1
2014-09-20 09:59:59,8.104375952875698,1.0,1
2014-09-20 11:59:59,8.103549868804775,1.0,1
2014-09-20 13:59:59,8.10780638033305,1.0,1
2014-09-20 15:59:59,8.111947865787604,1.0,1
2014-09-20 17:59:59,8.108957994553647,1.0,1
2014-09-20 19:59:59,8.104810563548934,1.0,1
2014-09-20 21:59:59,8.10793441880296,1.0,1
2014-09-20 23:59:59,8.108643993705941,1.0,1
2014-09-21 01:59:59,8.10675757839169,1.0,1
2014-09-21 03:59:59,8.106212431784085,1.0,1
2014-09-21 05:59:59,8.108031815193732,1.0,1
2014-09-21 07:59:59,8.105218005645064,1.0,1
2014-09-21 09:59:59,8.106237509335822,1.0,1
2014-09-21 11:59:59,8.106582340805236,1.0,1
2014-09-21 13:59:59,8.105547507568414,1.0,1
2014-09-21 15:59:59,8.103373868642812,1.0,1
2014-09-21 17:59:59,8.104576909912463,1.0,1
2014-09-21 19:59:59,8.104130500969548,1.0,1
2014-09-21 21:59:59,8.106057348392541,1.0,1
2014-09-21 23:59:59,8.117266972574432,1.0,1
2014-09-22 01:59:59,8.121415901319944,1.0,1
2014-09-22 03:59:59,8.123238181547674,1.0,1
2014-09-22 05:59:59,8.118563474153085,1.0,1
2014-09-22 07:59:59,8.11801659164628,1.0,1
2014-09-22 09:59:59,8.122776052531444,1.0,1
2014-09-22 11:59:59,8.12240709573302,1.0,1
2014-09-22 13:59:59,8.119693807984241,1.0,1
2014-09-22 15:59:59,8.123006003078446,1.0,1
2014-09-22 17:59:59,8.120833877399278,1.0,1
2014-09-22 19:59:59,8.121386313806354,1.0,1
2014-09-22 21:59:59,8.12155277016793,1.0,1
2014-09-22 23:59:59,8.119776000648784,1.0,1
2014-09-23 01:59:59,8.118143736611891,1.0,1
2014-09-23 03:59:59,8.121481253984765,1.0,1
2014-09-23 05:59:59,8.11584482591546,1.0,1
2014-09-23 07:59:59,8.119580533979565,1.0,1
2014-09-23 09:59:59,8.121024365328719,1.0,1
2014-09-23 11:59:59,8.124083455101308,1.0,1
2014-09-23 13:59:59,8.119500544437715,1.0,1
2014-09-23 15:59:59,8.120171389349135,1.0,1
2014-09-23 17:59:59,8.121128121535769,1.0,1
2014-09-23 19:59:59,8.117590916052645,1.0,1
2014-09-23 21:59:59,8.120607931734346,1.0,1
2014-09-23 23:59:59,8.117734151846284,1.0,1
2014-09-24 01:59:59,8.11802975881325,1.0,1
2014-09-24 03:59:59,8.113890749033995,1.0,1
2014-09-24 05:59:59,8.116150119703317,1.0,1
2014-09-24 07:59:59,8.116385294482448,1.0,1
2014-09-24 09:59:59,8.116214472372857,1.0,1
2014-09-24 11:59:59,8.117462506087728,1.0,1
2014-09-24 13:59:59,8.121012426833715,1.0,1
2014-09-24 15:59:59,8.120021568434206,1.0,1
2014-09-24 17:59:59,8.119269185781333,1.0,1
