time,partial_pressure_of_carbon_dioxide_in_sea_water,pCO2_weekly_std
2015-10-09 11:05:00,559.2968236586,10.78595354383367
2015-10-09 12:05:00,559.9424457051,10.784693687447703
2015-10-09 13:05:00,560.620514351,10.798707130944539
2015-10-09 14:05:00,559.566945385,10.804727419794258
2015-10-09 15:05:00,553.8578807986,10.79453642805662
2015-10-09 16:05:00,551.3227749813,10.790677330612349
2015-10-09 18:05:00,562.6619374555,10.648519806124174
2015-10-09 19:05:00,565.9272370093,10.575175315407684
2015-10-09 20:05:00,564.8080970381,10.488978142812728
2015-10-09 21:05:00,563.635405207,10.36235224740121
2015-10-09 22:05:00,561.9943658672,10.206048124560217
2015-10-09 23:05:00,561.9351450057,10.040801361476216
2015-10-10 00:05:00,560.3278398831,9.852244738736399
2015-10-10 01:05:00,558.2902379337,9.675585086539606
2015-10-10 02:05:00,550.7730416813,9.529381205201737
2015-10-10 03:05:00,550.0713270458,9.309515563454127
2015-10-10 04:05:00,547.4019563508,9.131241053030134
2015-10-10 05:05:00,544.7878380951,8.949583251688923
2015-10-10 06:05:00,545.7515999867,8.74814072916951
2015-10-10 07:05:00,551.3809508998,8.48850017073484
2015-10-10 08:05:00,554.791259545,8.28852604758913
2015-10-10 09:05:00,549.9664030762,8.040805701409223
2015-10-10 10:05:00,549.5884300167,7.795342721632442
2015-10-10 11:05:00,556.3852536427,7.528360560646275
2015-10-10 12:05:00,556.6632942527,7.250099254263851
2015-10-10 13:05:00,555.4215184022,6.947757692774382
2015-10-10 14:05:00,557.0789724252,6.695325225168436
2015-10-10 15:05:00,556.3437317226,6.5033858444729615
2015-10-10 16:05:00,553.7974871455,6.355423366737524
2015-10-10 17:05:00,558.4819601339,6.171184394083798
2015-10-10 18:05:00,559.158785173,6.015509865606538
2015-10-10 19:05:00,558.4362535889,5.887304084998728
2015-10-10 20:05:00,557.4599958605,5.781500114671405
2015-10-10 21:05:00,554.0174510401,5.719884593893707
2015-10-10 22:05:00,551.4868806419,5.670903503449761
2015-10-10 23:05:00,549.5215378194,5.646857705501064
2015-10-11 00:05:00,550.7847456683,5.627933098971926
2015-10-11 01:05:00,550.6847627158,5.595597121880163
2015-10-11 02:05:00,548.444440869,5.562470327272035
2015-10-11 03:05:00,546.1870694086,5.545540721829089
2015-10-11 04:05:00,550.8300951711,5.539907672461102
2015-10-11 05:05:00,553.3688850398,5.57815648717169
2015-10-11 06:05:00,556.0049540185,5.5923404008518265
2015-10-11 07:05:00,554.4013472583,5.588023136079252
2015-10-11 08:05:00,553.6420174684,5.58821739905086
2015-10-11 09:05:00,554.0036558067,5.582355213944101
2015-10-11 10:05:00,553.903920613,5.599988202438265
2015-10-11 11:05:00,552.8796066077,5.594670213104668
2015-10-11 12:05:00,549.4535466912,5.58338615343967
2015-10-11 13:05:00,548.6915180729,5.533851407836555
2015-10-11 14:05:00,547.5509902649,5.444710977049443
2015-10-11 15:05:00,548.0194334038,5.366753879817645
2015-10-11 16:05:00,545.5546473043,5.304836191863882
