time,surface_partial_pressure_of_carbon_dioxide_in_sea_water,pmel_nh10_pco2_seawater,ooi_pmel_pco2_difference
2015-04-14 09:01:00,316.8597198235,312.6,4.25971982349995
2015-04-14 12:01:00,315.8341968912,,
2015-04-14 15:01:00,314.1794384132,314.2,-0.02056158679999953
2015-04-14 18:01:00,323.7985134468,317.3,6.4985134467999615
2015-04-14 21:01:00,318.5152082134,312.9,5.615208213400024
2015-04-15 00:01:00,320.5115929216,318.5,2.011592921600027
2015-04-15 03:01:00,326.2213209694,322.6,3.62132096939996
2015-04-15 06:01:00,331.3689071196,327.3,4.068907119599999
2015-04-15 09:01:00,315.0732824794,309.5,5.573282479400007
2015-04-15 12:01:00,310.507672643,305.7,4.807672642999989
2015-04-15 15:01:00,315.8231728212,314.4,1.423172821200012
2015-04-15 18:01:00,325.9492591222,316.6,9.349259122199953
2015-04-15 21:01:00,323.0660793103,321.4,1.666079310300006
2015-04-16 00:01:00,324.8269183321,327.7,-2.87308166790001
2015-04-16 03:01:00,321.7702353538,322.5,-0.7297646462000102
2015-04-16 06:01:00,326.3259416893,352.4,-26.074058310699968
2015-04-16 09:01:00,325.3390595444,322.7,2.639059544400027
2015-04-16 12:02:00,321.5069084629,334.3,-12.793091537099997
2015-04-16 15:02:00,321.0568560326,316.6,4.456856032600001
2015-04-16 18:02:00,319.0037009623,313.4,5.6037009623000245
2015-04-16 21:02:00,316.6951949173,315.0,1.6951949173000003
2015-04-17 00:02:00,316.7642178633,311.6,5.164217863299996
2015-04-17 03:02:00,315.6939843943,312.6,3.09398439429998
2015-04-17 06:02:00,323.9199512707,330.4,-6.480048729299995
2015-04-17 09:02:00,322.5794411547,321.9,0.6794411547000436
2015-04-17 12:02:00,337.6331051073,333.9,3.733105107300048
2015-04-17 15:02:00,335.607528374,340.4,-4.792471625999951
2015-04-17 18:02:00,333.9243256024,329.9,4.02432560240004
2015-04-17 21:02:00,346.1403237461,345.1,1.0403237461000003
2015-04-18 00:02:00,380.9315321984,,
2015-04-18 03:02:00,370.6220739267,,
2015-04-18 06:02:00,360.9040422732,,
2015-04-18 09:02:00,385.4668215588,,
2015-04-18 12:02:00,408.8459440195,,
2015-04-18 15:02:00,431.5093654906,,
2015-04-18 18:02:00,416.622529265,414.6,2.022529265000003
2015-04-18 21:02:00,426.5130390383,,
2015-04-19 00:02:00,467.6161553856,,
2015-04-19 03:02:00,461.2953402144,,
2015-04-19 06:02:00,481.162355731,,
2015-04-19 09:02:00,513.8674986978,,
2015-04-19 12:02:00,570.6750555144,,
2015-04-19 15:02:00,586.6376483812,,
