time,surface_partial_pressure_of_carbon_dioxide_in_sea_water,pmel_nh10_pco2_seawater,ooi_pmel_pco2_difference
2015-04-19 18:02:00,512.8221790443,,
2015-04-19 21:02:00,483.6337486635,,
2015-04-20 00:02:00,537.7369506813,,
2015-04-20 03:02:00,518.8640307591,,
2015-04-20 06:02:00,478.5343675467,,
2015-04-20 09:02:00,482.7659038572,,
2015-04-20 12:02:00,565.0635057708,,
2015-04-20 15:02:00,588.9589330263,,
2015-04-20 18:02:00,540.7821641034,,
2015-04-20 21:02:00,464.395718535,,
2015-04-21 00:02:00,546.8732831647,,
2015-04-21 03:02:00,547.1562011679,,
2015-04-21 06:02:00,567.0874455136,557.6,9.487445513599937
2015-04-21 09:02:00,506.1880534309,,
2015-04-21 12:02:00,448.391339063,,
2015-04-21 15:02:00,533.4739356307,,
2015-04-21 18:02:00,548.0000822436,559.3,-11.299917756399964
2015-04-21 21:02:00,496.4115367218,,
2015-04-22 00:02:00,517.4837123393,,
2015-04-22 03:02:00,589.5570222332,,
2015-04-22 06:02:00,553.841612523,,
2015-04-22 09:02:00,612.9096553993,622.3,-9.390344600699905
2015-04-22 12:02:00,649.7851797023,659.9,-10.114820297700021
2015-04-22 15:02:00,663.2781410204,671.1,-7.8218589796000515
2015-04-22 18:02:00,631.4037681279,485.7,145.7037681279
2015-04-22 21:02:00,506.0573203663,519.7,-13.642679633700027
2015-04-23 00:02:00,581.9714203471,593.3,-11.328579652899975
2015-04-23 03:02:00,622.6244619897,619.3,3.324461989700012
2015-04-23 06:02:00,613.9678496039,583.6,30.367849603900027
2015-04-23 09:02:00,578.9559928174,588.0,-9.044007182600012
2015-04-23 12:02:00,590.9367203992,587.6,3.336720399199976
2015-04-23 15:02:00,594.3981344409,599.3,-4.901865559099974
2015-04-23 18:02:00,546.9578090303,457.8,89.15780903030003
2015-04-23 21:02:00,423.3090337747,464.7,-41.39096622529996
2015-04-24 00:02:00,402.4739767525,396.5,5.973976752499993
2015-04-24 03:02:00,391.6963908764,373.9,17.79639087640004
2015-04-24 06:02:00,322.7458227102,319.0,3.7458227102000023
2015-04-24 09:02:00,318.4171704088,310.4,8.017170408800041
2015-04-24 12:02:00,306.0206979741,300.8,5.2206979741000055
2015-04-24 15:02:00,307.8817542561,304.2,3.681754256100021
2015-04-24 18:02:00,300.8599082984,297.7,3.159908298400012
2015-04-24 21:02:00,291.7153411739,283.7,8.015341173900026
2015-04-25 00:02:00,291.8505222469,287.1,4.750522246900005
2015-04-25 03:02:00,284.8936316035,280.6,4.293631603499989
2015-04-25 06:02:00,272.4715265784,266.5,5.971526578400017
2015-04-25 09:02:00,270.4778730433,262.7,7.777873043300019
2015-04-25 12:02:00,274.8544767936,275.2,-0.3455232064000029
2015-04-25 15:03:00,280.3741981248,277.6,2.774198124799966
2015-04-25 18:03:00,283.0192141623,281.5,1.5192141622999884
2015-04-25 21:03:00,297.7929774241,290.0,7.792977424100002
2015-04-26 00:03:00,283.4954046385,281.0,2.4954046385000197
2015-04-26 03:03:00,273.7563944403,273.0,0.7563944403000278
2015-04-26 06:03:00,273.3512213175,270.6,2.751221317499983
2015-04-26 09:03:00,275.7676181224,274.4,1.3676181224000175
2015-04-26 12:03:00,273.7641099186,268.2,5.564109918600025
2015-04-26 15:03:00,270.7268689859,268.4,2.3268689859000347
2015-04-26 18:03:00,270.102054034,265.4,4.702054034000014
2015-04-26 21:03:00,273.1790494695,,
2015-04-27 00:03:00,277.8269579853,275.1,2.7269579852999755
2015-04-27 03:03:00,270.2765588101,269.1,1.1765588101000048
2015-04-27 06:03:00,280.0456363893,278.0,2.0456363893000002
2015-04-27 09:03:00,286.2007806289,284.9,1.3007806289000428
2015-04-27 12:03:00,288.7200530471,285.3,3.420053047099998
2015-04-27 15:03:00,287.7043171039,253.4,34.30431710389999
2015-04-27 18:03:00,264.0131521233,262.5,1.5131521233000171
2015-04-27 21:03:00,310.9257614387,301.7,9.225761438700033
2015-04-28 00:03:00,279.7730898923,282.0,-2.2269101077000073
2015-04-28 03:03:00,274.4529292431,267.8,6.652929243100004
2015-04-28 06:03:00,280.3412355731,273.9,6.441235573100016
2015-04-28 09:03:00,291.2338631192,289.9,1.333863119200032
2015-04-28 12:03:00,277.7424027469,275.2,2.5424027468999952
2015-04-28 15:03:00,270.1766387038,270.5,-0.3233612962000052
2015-04-28 18:03:00,258.8428890123,253.0,5.84288901230002
2015-04-28 21:03:00,218.9818858459,211.8,7.181885845899984
2015-04-29 00:03:00,210.8114308331,211.2,-0.3885691668999982
2015-04-29 03:03:00,214.2166245168,215.3,-1.083375483200001
2015-04-29 06:03:00,210.6061747814,195.7,14.906174781400011
2015-04-29 09:03:00,194.9946815802,183.1,11.8946815802
2015-04-29 12:03:00,188.9727465252,184.5,4.4727465251999945
2015-04-29 15:03:00,257.0021280533,251.7,5.3021280533000095
2015-04-29 18:03:00,250.8266544672,249.3,1.5266544671999895
2015-04-29 21:03:00,254.7513158977,252.2,2.5513158977000217
2015-04-30 00:03:00,259.6633529347,260.4,-0.7366470652999624
2015-04-30 03:03:00,279.4623701236,279.7,-0.23762987639997846
2015-04-30 06:03:00,287.1657345725,283.8,3.3657345725000027
2015-04-30 09:03:00,289.933934397,288.3,1.6339343969999618
2015-04-30 12:03:00,295.3347588892,294.3,1.0347588891999635
2015-04-30 15:03:00,295.3669812485,299.3,-3.933018751500015
2015-04-30 18:03:00,289.3001617458,280.5,8.800161745799983
2015-04-30 21:03:00,260.3157503358,259.3,1.0157503357999644
2015-05-01 00:03:00,262.5316535077,,
2015-05-01 03:03:00,259.3473798558,,
2015-05-01 06:03:00,267.6417057324,,
2015-05-01 09:03:00,291.3978979905,,
2015-05-01 12:03:00,300.3336109055,,
2015-05-01 15:03:00,282.3216444609,,
2015-05-01 18:03:00,290.7493112098,,
2015-05-01 21:03:00,275.3682354634,,
2015-05-02 00:03:00,283.9379746141,,
2015-05-02 03:03:00,292.0721721907,,
2015-05-02 06:03:00,335.2227979275,,
2015-05-02 09:03:00,407.6688529758,,
2015-05-02 12:03:00,490.4101728486,478.1,12.310172848599962
2015-05-02 15:03:00,478.3961331798,,
2015-05-02 18:03:00,450.130709077,,
2015-05-03 03:03:00,433.9556946843,,
2015-05-03 06:03:00,414.566552211,,
2015-05-03 09:03:00,504.8766037503,,
2015-05-03 12:03:00,537.519875538,539.5,-1.9801244620000489
2015-05-05 03:04:00,257.3080202936,262.6,-5.291979706400014
2015-05-05 06:04:00,256.2830156674,261.2,-4.916984332600009
2015-05-05 09:04:00,260.8887758039,262.1,-1.2112241961000336
2015-05-05 18:04:00,260.2211756723,262.6,-2.3788243277000447
2015-05-05 21:04:00,282.0909203059,282.5,-0.4090796941000008
2015-05-06 00:04:00,264.045665762,262.2,1.84566576200001
2015-05-06 03:04:00,257.2662996546,259.8,-2.533700345400007
2015-05-06 06:04:00,250.111482676,252.2,-2.08851732399998
2015-05-06 09:04:00,239.2625964894,237.7,1.562596489400022
2015-05-06 12:04:00,230.1100933465,217.1,13.010093346500014
2015-05-06 15:04:00,205.7579433616,208.1,-2.3420566383999812
2015-05-06 18:04:00,210.2729048441,219.5,-9.227095155900003
2015-05-06 21:04:00,232.952836719,234.4,-1.4471632810000017
2015-05-07 00:04:00,235.432520835,,
2015-05-07 03:04:00,220.5876648299,239.4,-18.8123351701
2015-05-07 06:04:00,244.6194742578,256.7,-12.080525742199995
2015-05-07 09:04:00,258.7382580119,294.4,-35.661741988100005
2015-05-07 12:04:00,283.322727335,289.2,-5.877272664999964
2015-05-08 06:04:00,334.3723921923,356.5,-22.127607807699974
2015-05-14 15:05:00,201.133577751,209.5,-8.36642224900001
2015-05-14 18:05:00,203.81329802,204.9,-1.086701980000015
2015-05-14 21:05:00,207.9355323217,212.5,-4.564467678299991
2015-05-15 09:05:00,229.4022020725,236.8,-7.397797927500022
2015-06-19 17:09:00,278.4820948817,309.3,-30.81790511830002
2015-06-19 18:08:00,291.7373594516,300.0,-8.262640548399986
2015-06-19 18:09:00,291.3568498643,306.3,-14.943150135700023
2015-06-19 19:08:00,293.8952098974,294.5,-0.6047901026000204
2015-06-19 19:09:00,293.6023470269,308.2,-14.597652973099969
2015-06-19 20:08:00,283.4866412886,285.1,-1.6133587113999965
2015-06-19 20:09:00,283.3099864298,279.5,3.8099864298000057
2015-06-19 21:08:00,266.0827385358,268.5,-2.41726146420001
2015-06-19 21:09:00,265.7771866519,267.3,-1.5228133480999873
2015-06-20 00:09:00,252.4688553746,252.7,-0.2311446253999918
2015-06-20 03:09:00,224.9913438605,227.6,-2.608656139499999
2015-06-20 06:09:00,262.4834613249,359.5,-97.01653867509998
2015-06-20 09:09:00,344.0009252406,357.0,-12.999074759400003
2015-06-20 12:09:00,434.4692264989,455.1,-20.63077350110001
2015-06-20 15:09:00,329.1789785344,332.7,-3.521021465599972
2015-06-20 18:09:00,270.35561107,294.9,-24.54438892999997
2015-06-20 21:09:00,353.7200376264,362.9,-9.179962373599949
2015-06-21 00:09:00,351.5483988932,357.6,-6.051601106800035
2015-06-21 03:09:00,349.8527369497,352.9,-3.047263050299989
2015-06-21 06:09:00,367.7704478164,384.5,-16.729552183599992
2015-06-21 09:09:00,461.2347335307,469.9,-8.66526646929998
2015-06-21 12:09:00,418.2126614031,410.9,7.312661403100037
2015-06-21 15:09:00,347.9724244044,350.9,-2.92757559559999
2015-06-21 18:09:00,327.1073861611,357.0,-29.89261383889999
2015-06-21 21:09:00,408.6884475149,400.0,8.68844751490002
2015-06-22 00:09:00,337.4923616251,342.5,-5.0076383749000115
2015-06-22 03:09:00,333.5441579626,313.7,19.844157962600036
2015-06-22 06:09:00,355.8150307043,374.5,-18.6849692957
2015-06-22 09:09:00,377.8153288373,372.3,5.51532883729999
2015-06-22 12:09:00,349.6338069194,325.9,23.733806919400024
2015-06-22 15:09:00,406.0342647422,329.1,76.93426474219996
2015-06-22 18:09:00,301.8174294761,290.9,10.91742947610004
2015-06-22 21:09:00,312.5528586507,303.1,9.452858650699966
2015-06-23 00:09:00,223.525190531,208.4,15.125190530999987
2015-06-23 03:09:00,210.1135458645,217.1,-6.986454135499997
2015-06-23 06:09:00,215.8005010006,218.0,-2.1994989993999923
2015-06-23 09:09:00,225.4239058174,222.4,3.023905817399992
2015-06-23 12:09:00,258.4405310195,279.7,-21.259468980500003
2015-06-23 15:09:00,287.2253440524,286.0,1.2253440523999757
2015-06-23 18:09:00,262.9286433917,261.7,1.2286433917000181
2015-06-23 21:09:00,242.9553605697,247.3,-4.34463943030002
2015-06-24 00:09:00,250.2000507169,261.3,-11.099949283100017
2015-06-24 03:09:00,249.8785861639,252.4,-2.5214138361000096
2015-06-24 06:09:00,268.0763357732,265.2,2.876335773200026
2015-06-24 09:09:00,243.7277222633,241.2,2.5277222633000065
2015-06-24 12:09:00,239.8963884777,235.2,4.696388477699998
2015-06-24 15:09:00,216.6149508594,199.4,17.214950859400005
2015-06-24 18:09:00,209.4825626422,204.8,4.682562642199997
2015-06-24 21:09:00,201.0888248074,232.9,-31.811175192600018
2015-06-25 00:09:00,256.6624208405,250.7,5.962420840499988
2015-06-25 03:09:00,263.5619705568,262.1,1.4619705567999972
2015-06-25 06:09:00,231.9189454999,231.1,0.8189454998999963
2015-06-25 09:09:00,231.8135777339,231.9,-0.08642226610001558
2015-06-25 12:09:00,223.4102208241,220.3,3.110220824099997
2015-06-25 15:09:00,222.5051710667,223.3,-0.7948289333000105
2015-06-25 18:09:00,231.7123272884,232.8,-1.087672711600021
2015-06-25 21:09:00,215.3798181046,208.6,6.779818104599997
2015-06-26 00:09:00,197.4247573814,200.1,-2.675242618599981
2015-06-26 03:09:00,242.3303331551,253.9,-11.569666844900013
2015-06-26 06:09:00,260.1861035721,266.3,-6.113896427899988
2015-06-26 09:09:00,299.3721317543,297.5,1.8721317543000282
2015-06-26 12:09:00,258.4201483126,250.2,8.220148312600031
2015-06-26 15:09:00,290.5770485511,299.0,-8.422951448899994
2015-06-26 18:09:00,381.3460605313,370.6,10.746060531299975
2015-06-26 21:09:00,388.8079543274,393.4,-4.592045672599966
2015-06-27 00:09:00,405.2389039669,413.8,-8.5610960331
2015-06-27 03:09:00,426.32755572,425.6,0.727555719999998
2015-06-27 06:09:00,471.7466862681,482.4,-10.65331373189997
2015-06-27 09:09:00,481.6590488527,500.9,-19.240951147299995
2015-06-27 12:09:00,466.4261006936,463.7,2.726100693600017
2015-06-27 15:09:00,450.6798530581,472.8,-22.120146941900032
2015-06-27 18:09:00,492.8723305096,495.0,-2.1276694904000237
2015-06-27 21:09:00,504.0251288483,457.6,46.425128848300005
2015-06-28 00:09:00,444.0768497958,429.0,15.076849795800001
2015-06-28 03:09:00,420.9285474409,378.4,42.52854744090001
2015-06-28 06:09:00,365.9805151191,365.2,0.7805151191000164
2015-06-28 09:09:00,409.2805946213,412.7,-3.4194053786999916
2015-06-28 12:09:00,416.8673307838,379.4,37.46733078380004
2015-06-28 15:10:00,367.9731371823,371.3,-3.3268628177000323
2015-06-28 18:10:00,353.0851838145,358.3,-5.214816185500013
2015-06-28 21:10:00,323.2404391809,335.1,-11.859560819100011
2015-06-29 00:10:00,300.2157506785,324.1,-23.884249321500022
2015-06-29 03:10:00,271.9307508841,277.5,-5.569249115899993
2015-06-29 06:10:00,292.6196952874,273.3,19.31969528740001
2015-06-29 09:10:00,272.6250385517,268.6,4.025038551699993
2015-06-29 12:10:00,288.4596672218,291.1,-2.6403327782000474
2015-06-29 15:10:00,294.5516099186,289.2,5.351609918599991
2015-06-29 18:10:00,287.1359055021,287.7,-0.5640944978999869
2015-06-29 21:10:00,281.584967925,278.5,3.084967925000001
2015-06-30 00:10:00,270.4745610248,269.2,1.2745610247999934
2015-06-30 03:10:00,276.557408974,279.1,-2.542591026000025
2015-06-30 06:10:00,260.3828248916,261.0,-0.6171751083999766
2015-06-30 09:10:00,244.7924205664,245.1,-0.3075794335999831
2015-06-30 12:10:00,256.7390358993,267.0,-10.260964100699994
2015-06-30 15:10:00,252.6056419113,255.3,-2.6943580886999996
2015-06-30 18:10:00,251.9599850591,253.2,-1.2400149408999823
2015-06-30 21:10:00,263.9308194205,276.4,-12.469180579500005
2015-07-01 00:10:00,318.3482982427,320.8,-2.451701757299986
2015-07-01 03:10:00,249.6782767223,268.2,-18.521723277699977
2015-07-01 06:10:00,268.772757491,273.9,-5.127242508999984
2015-07-01 09:10:00,309.1551765496,313.6,-4.444823450400008
2015-07-01 12:10:00,359.8817165611,360.6,-0.7182834389000163
2015-07-01 15:10:00,351.8529998355,371.0,-19.147000164500014
2015-07-01 18:10:00,310.5479240343,318.5,-7.952075965699976
2015-07-01 21:10:00,313.0007436193,314.6,-1.5992563807000124
2015-07-02 00:10:00,308.5442847548,342.6,-34.05571524520002
2015-07-02 03:10:00,301.296357979,311.3,-10.003642021000019
2015-07-02 06:10:00,297.6004057351,307.1,-9.499594264899997
2015-07-02 09:10:00,332.9483578693,327.2,5.748357869300037
2015-07-02 12:10:00,312.6073210516,318.0,-5.3926789483999755
2015-07-02 15:10:00,276.8713401596,278.8,-1.9286598404000301
2015-07-02 18:10:00,249.0771582093,254.2,-5.122841790699994
2015-07-02 21:10:00,266.2656022973,264.0,2.2656022973000063
2015-07-03 00:10:00,274.5741014886,263.2,11.37410148859999
2015-07-03 03:10:00,254.7980045645,,
2015-07-03 06:10:00,333.1058749349,321.5,11.605874934899987
2015-07-03 09:10:00,295.7575698385,291.6,4.157569838499967
2015-07-03 12:10:00,322.4203402144,325.7,-3.2796597855999607
2015-07-03 15:10:00,352.2402027305,354.3,-2.0597972694999953
2015-07-03 18:10:00,266.6594258026,264.2,2.4594258026000375
2015-07-03 21:10:00,255.2409720509,256.2,-0.9590279490999762
2015-07-04 00:10:00,245.740314102,248.8,-3.059685897999998
2015-07-04 03:10:00,241.0861655975,242.3,-1.213834402499998
2015-07-04 06:10:00,250.0088943033,249.3,0.708894303299985
2015-07-04 09:10:00,257.6591773583,262.5,-4.840822641700015
2015-07-04 12:10:00,256.443469515,252.7,3.7434695150000152
2015-07-04 15:10:00,268.41027908,281.7,-13.28972091999998
2015-07-04 18:10:00,276.3339775749,276.4,-0.06602242509995904
2015-07-04 21:10:00,262.442169038,266.9,-4.457830962000003
2015-07-05 00:10:00,251.690859994,259.7,-8.009140005999996
2015-07-05 03:10:00,230.7472311319,229.5,1.2472311319000084
2015-07-05 06:10:00,255.5641414453,256.4,-0.8358585546999677
2015-07-05 09:10:00,252.75904851,252.4,0.35904851000000804
2015-07-05 12:10:00,252.0454275982,257.0,-4.954572401799993
2015-07-05 15:10:00,244.6270389561,248.8,-4.172961043900017
2015-07-05 18:10:00,247.3028175289,250.6,-3.297182471100001
2015-07-05 21:10:00,240.2529333553,244.1,-3.847066644699993
2015-07-06 00:10:00,240.155702566,245.6,-5.444297433999992
2015-07-06 03:10:00,237.0737570935,248.5,-11.426242906499994
2015-07-06 06:10:00,266.6085170107,265.2,1.4085170106999954
2015-07-06 09:10:00,262.6987108315,263.9,-1.2012891684999545
2015-07-06 12:10:00,257.3997947337,255.9,1.4997947336999857
2015-07-06 15:10:00,232.509816117,236.5,-3.990183882999986
2015-07-06 18:10:00,247.2194070921,262.3,-15.080592907900012
2015-07-06 21:10:00,246.4689221975,247.6,-1.1310778024999877
2015-07-07 00:10:00,229.9467215643,233.8,-3.8532784357000196
2015-07-07 03:10:00,196.552449146,200.9,-4.347550854000019
2015-07-07 06:10:00,227.642685802,235.7,-8.057314198
2015-07-07 09:10:00,262.6259937769,257.7,4.925993776899986
2015-07-07 12:10:00,242.3999643611,256.7,-14.300035638899999
2015-07-07 15:10:00,237.5520345012,239.7,-2.1479654987999766
2015-07-07 18:10:00,225.9665508403,230.2,-4.233449159700001
2015-07-07 21:10:00,240.2088867643,244.4,-4.191113235700016
2015-07-08 00:11:00,231.5037009623,234.3,-2.7962990377000096
2015-07-08 03:11:00,201.1450777202,203.4,-2.254922279800013
2015-07-08 06:11:00,200.8733268566,206.7,-5.826673143400001
2015-07-08 09:11:00,210.6238280286,219.9,-9.276171971400004
2015-07-08 12:11:00,231.0125575705,239.4,-8.387442429499998
2015-07-08 15:11:00,228.0183043425,232.1,-4.081695657500006
2015-07-08 18:11:00,207.0725003084,213.3,-6.227499691600002
2015-07-08 21:11:00,210.8285220824,216.8,-5.971477917599998
2015-07-09 00:11:00,233.9569732297,241.4,-7.443026770300008
2015-07-09 03:11:00,230.289415248,241.6,-11.310584751999983
2015-07-09 06:11:00,201.5185742043,210.9,-9.381425795700011
2015-07-09 09:11:00,197.5209368722,209.0,-11.479063127800003
2015-07-09 12:11:00,215.0428474499,228.8,-13.757152550100017
2015-07-09 15:11:00,213.6346571984,224.9,-11.265342801600013
2015-07-09 18:11:00,201.6577312416,211.9,-10.242268758400002
2015-07-09 21:11:00,197.9225796392,207.5,-9.577420360800005
2015-07-10 00:11:00,218.2021496422,222.3,-4.097850357800013
2015-07-10 03:11:00,223.0910282507,232.4,-9.308971749300014
2015-07-10 06:11:00,204.8951051347,214.2,-9.304894865299985
2015-07-10 09:11:00,212.1175072649,219.1,-6.9824927350999815
2015-07-10 12:11:00,215.2457490336,222.1,-6.854250966400002
2015-07-10 15:11:00,226.6173205033,230.4,-3.7826794967000126
2015-07-10 18:11:00,221.8278110179,236.3,-14.472188982100022
2015-07-10 21:11:00,222.6569996162,232.8,-10.1430003838
2015-07-11 00:11:00,222.5097013186,235.6,-13.090298681399986
2015-07-11 03:11:00,225.9986566878,236.8,-10.801343312200004
2015-07-11 06:11:00,227.5714594128,232.4,-4.828540587199996
2015-07-11 09:11:00,226.5618677523,233.0,-6.438132247699997
2015-07-11 12:11:00,225.0670405324,243.0,-17.9329594676
2015-07-11 15:11:00,230.8825681251,236.0,-5.1174318749000065
2015-07-11 18:11:00,242.5976591414,233.8,8.797659141399976
2015-07-11 21:11:00,245.9695561587,250.5,-4.530443841300013
2015-07-12 00:11:00,264.2422930888,273.5,-9.257706911199989
2015-07-12 03:11:00,275.0182512268,282.0,-6.9817487732000245
2015-07-12 06:11:00,274.6180641226,279.6,-4.981935877400019
2015-07-12 09:11:00,267.5687727883,273.4,-5.831227211699968
2015-07-12 12:11:00,276.2009005675,277.5,-1.299099432499986
2015-07-12 15:11:00,283.0490308962,286.7,-3.65096910379998
2015-07-12 18:11:00,280.6907366286,287.3,-6.609263371400004
2015-07-12 21:11:00,293.1740377498,301.8,-8.625962250200018
2015-07-13 00:11:00,290.7616169093,298.4,-7.638383090699961
2015-07-13 03:11:00,289.0723572388,287.5,1.5723572388000093
2015-07-13 06:11:00,281.1616395263,283.2,-2.0383604736999814
2015-07-13 09:11:00,284.9667975711,289.2,-4.233202428899972
2015-07-13 12:11:00,272.6345025633,279.6,-6.965497436700048
2015-07-13 15:11:00,285.7765955259,294.4,-8.62340447409997
2015-07-13 18:11:00,292.2046015297,303.0,-10.795398470299972
2015-07-13 21:11:00,296.8118883132,307.8,-10.988111686800039
2015-07-14 00:11:00,290.8918393782,299.6,-8.708160621800005
2015-07-14 03:11:00,272.8891356197,279.5,-6.610864380299972
2015-07-14 06:11:00,270.0910847932,277.9,-7.808915206799952
2015-07-14 09:11:00,266.579652932,274.3,-7.720347068000024
2015-07-14 12:11:00,255.4320393673,277.0,-21.567960632699993
2015-07-14 15:11:00,254.4744393728,264.9,-10.425560627199985
2015-07-14 18:11:00,254.7972112564,262.4,-7.602788743599973
2015-07-14 21:11:00,255.3436857472,259.7,-4.35631425279999
2015-07-15 00:11:00,255.0057604792,266.5,-11.494239520799994
2015-07-15 03:11:00,253.0526975903,,
2015-07-15 06:11:00,252.130755339,256.9,-4.769244660999988
2015-07-15 09:11:00,279.4104127258,307.2,-27.789587274200017
2015-07-15 12:11:00,292.507915947,312.1,-19.592084053000008
2015-07-15 15:11:00,290.9942874962,308.0,-17.005712503799998
2015-07-15 18:11:00,271.0170107191,287.4,-16.38298928089995
2015-07-15 21:11:00,292.3968905063,313.3,-20.903109493700015
2015-07-16 00:11:00,300.2654069688,,
2015-07-16 03:11:00,290.649460619,310.1,-19.450539381
2015-07-16 06:11:00,295.7179832497,312.1,-16.38201675030001
2015-07-16 09:11:00,298.87986608,313.1,-14.220133920000023
2015-07-16 12:11:00,294.9604819475,311.5,-16.5395180525
2015-07-16 15:11:00,290.8677831236,305.8,-14.932216876399991
2015-07-16 18:11:00,300.3694485566,315.5,-15.130551443400009
2015-07-16 21:11:00,301.9179448694,313.5,-11.582055130599997
2015-07-17 00:12:00,301.2904021712,314.5,-13.209597828799986
2015-07-17 03:12:00,296.1837219344,308.3,-12.1162780656
2015-07-17 06:12:00,291.0699944486,301.9,-10.83000555139995
2015-07-17 09:12:00,301.5283432026,314.4,-12.871656797399964
2015-07-17 12:12:00,320.2450345423,330.4,-10.154965457699973
2015-07-17 15:12:00,300.1544740521,312.2,-12.04552594789999
2015-07-17 18:12:00,298.6262336541,321.4,-22.773766345899958
2015-07-17 21:12:00,313.1779468912,324.6,-11.422053108800014
2015-07-18 00:12:00,318.9864544782,326.2,-7.213545521799972
2015-07-18 03:12:00,322.8747347644,324.5,-1.6252652356000112
2015-07-18 06:12:00,307.8402006744,318.3,-10.459799325599988
2015-07-18 09:12:00,306.3300692902,,
2015-07-18 12:12:00,306.9524161996,322.6,-15.647583800400014
2015-07-18 15:12:00,308.0484297346,338.0,-29.951570265399994
2015-07-18 18:12:00,337.4663212435,376.7,-39.23367875650001
2015-07-18 21:12:00,365.6751788798,384.2,-18.524821120199988
2015-07-19 00:12:00,388.6519416345,408.9,-20.248058365499958
2015-07-19 03:12:00,390.5993399951,415.5,-24.900660004899976
2015-07-19 06:12:00,315.7203203388,332.1,-16.379679661200043
2015-07-19 09:12:00,333.1914219919,344.6,-11.40857800810005
2015-07-19 12:12:00,336.4386634043,343.3,-6.861336595700038
2015-07-19 15:12:00,343.8326068482,364.7,-20.8673931518
2015-07-19 18:12:00,362.8986176221,423.1,-60.20138237790002
2015-07-19 21:12:00,321.5086424322,386.9,-65.39135756779996
2015-07-20 00:12:00,299.9071298352,328.8,-28.8928701648
2015-07-20 03:12:00,293.2780519231,308.9,-15.621948076899969
2015-07-20 06:12:00,295.7042725553,310.7,-14.99572744469998
2015-07-20 09:12:00,307.2573710831,328.4,-21.14262891689998
2015-07-20 12:12:00,307.8542746114,324.9,-17.045725388599976
2015-07-20 15:12:00,309.5176995093,320.0,-10.482300490700027
2015-07-20 18:12:00,290.2693478082,307.6,-17.330652191800027
2015-07-20 21:12:00,302.7426015023,342.8,-40.057398497700035
2015-07-21 00:12:00,296.5238849138,313.5,-16.976115086200025
2015-07-21 03:12:00,302.2514255558,321.9,-19.648574444199994
2015-07-21 06:12:00,303.1261479837,320.6,-17.473852016300043
2015-07-21 09:12:00,323.2998978809,337.6,-14.300102119100018
2015-07-21 12:12:00,336.7339145215,351.2,-14.466085478499963
2015-07-21 15:12:00,309.4418092222,327.5,-18.058190777800007
2015-07-21 18:12:00,337.2690736629,356.6,-19.33092633710004
2015-07-21 21:12:00,328.1267922252,345.8,-17.673207774800005
2015-07-22 00:12:00,330.8823025468,351.0,-20.11769745319998
2015-07-22 03:12:00,341.441384297,354.9,-13.458615702999964
2015-07-22 06:12:00,338.4705019601,351.7,-13.229498039899966
2015-07-22 09:12:00,336.3441655015,350.0,-13.655834498499985
2015-07-22 12:12:00,337.2992639197,350.9,-13.600736080299953
2015-07-22 15:12:00,339.73296872,354.5,-14.767031280000026
2015-07-22 18:12:00,341.1834889108,357.3,-16.116511089200003
2015-07-22 21:12:00,340.1958323053,356.7,-16.504167694700016
2015-07-23 00:12:00,341.096365518,355.2,-14.103634481999961
2015-07-23 03:12:00,344.7137271431,359.8,-15.086272856899996
2015-07-23 06:12:00,348.2588925899,362.6,-14.34110741010005
2015-07-23 09:12:00,345.7589302848,360.0,-14.241069715200013
2015-07-23 12:12:00,352.302365189,365.6,-13.297634811000023
2015-07-23 15:12:00,344.60796872,364.5,-19.892031280000026
2015-07-23 18:12:00,352.124102174,370.7,-18.575897826000016
2015-07-23 21:12:00,355.363602407,374.8,-19.436397593000038
2015-07-24 00:12:00,333.2913719604,356.6,-23.308628039600023
2015-07-24 03:12:00,340.7637758039,366.1,-25.336224196100034
2015-07-24 06:12:00,351.9967479508,374.3,-22.30325204920001
2015-07-24 09:12:00,356.2997539545,375.5,-19.200246045500023
2015-07-24 12:12:00,330.219138087,347.5,-17.280861913000024
2015-07-24 15:12:00,310.277380267,323.1,-12.82261973300001
2015-07-24 18:12:00,316.8506833073,337.2,-20.349316692699972
2015-07-24 21:12:00,349.6242255394,369.9,-20.275774460599962
2015-07-25 00:12:00,330.3207603421,354.0,-23.679239657899984
2015-07-25 03:12:00,307.5314444719,318.2,-10.6685555281
2015-07-25 06:12:00,309.954783151,327.5,-17.545216848999985
2015-07-25 09:12:00,319.8961160457,335.3,-15.4038839543
2015-07-25 12:12:00,327.1471440908,339.6,-12.452855909200025
2015-07-25 15:12:00,305.1508313458,317.5,-12.349168654200014
2015-07-25 18:12:00,308.4315321984,321.0,-12.56846780159998
2015-07-25 21:12:00,320.2105367766,334.4,-14.189463223399969
2015-07-26 00:12:00,329.4825232338,341.8,-12.317476766200002
2015-07-26 03:13:00,320.5593079201,332.2,-11.640692079899964
2015-07-26 06:13:00,311.2100604491,324.2,-12.989939550899976
2015-07-26 09:13:00,309.9295891932,321.6,-11.670410806800021
2015-07-26 12:13:00,310.1030512378,322.6,-12.49694876220002
2015-07-26 15:13:00,317.0627210297,326.8,-9.737278970299997
2015-07-26 18:13:00,310.9500755613,324.0,-13.049924438699975
2015-07-26 21:13:00,308.3860951764,323.7,-15.313904823600012
2015-07-27 00:13:00,310.0846841846,324.9,-14.81531581539997
2015-07-27 03:13:00,315.3005181347,328.9,-13.599481865299992
