depth,oxygen_umol_kg,oxygen_gain_corr_umol_kg
737.762365782048,281.325305591374,284.419883952879
739.69158043671,281.083662323047,284.1755826086
741.599904405671,281.125410086782,284.217789597736
743.493107005166,281.412114303296,284.507647560632
745.493852828716,281.83573095543,284.935923995939
747.373221910958,282.231057518339,285.33559915104
749.295659097065,282.574426186231,285.682744874279
751.353741712857,282.728843374659,285.83886065178
753.284881811825,282.972262575645,286.084957463977
755.352838049796,283.156626265266,286.271349154184
757.427471555019,283.177981274701,286.292939068723
759.375729472972,283.311187627437,286.427610691338
761.450486044672,283.231733168526,286.34728223338
763.430268092621,283.351563618328,286.468430818129
765.409308215707,283.216170031692,286.331547902041
767.523828407126,283.210763490563,286.32608188896
769.616386290297,283.194302717233,286.309440047123
771.665804121121,282.965135727469,286.077752220471
773.590283885261,282.917161768443,286.029250547896
775.5122334058,282.79747139588,285.908243581234
777.441557328498,282.632878287651,285.741839948815
779.368260125168,282.429639965898,285.536366005523
781.298557332692,282.374540843856,285.480660793138
783.363018253854,282.186243601101,285.290292280713
785.308209872006,282.193357108239,285.29748403643
787.256144415537,282.100402809375,285.203507240278
789.330778702432,282.094111785647,285.197147015289
791.482585258647,282.139047486192,285.242577008541
793.507952260582,282.13040090609,285.233835316057
795.666591216926,282.158000037485,285.261738037898
797.674631379116,282.388981462527,285.495260258615
799.737676291587,282.647550338021,285.756673391739
801.675338419799,282.763477801088,285.8738760569
803.738509609067,282.99606784642,286.109024592731
805.867825100202,283.278346103395,286.394407910532
807.889829297202,283.410863512545,286.528383011183
810.042965187251,283.634832428478,286.754815585191
812.050465060637,283.789455165837,286.911139172662
814.044185163586,283.900776358525,287.023684898469
816.026583118663,284.01440280536,287.138561236219
818.141833616556,284.233715491555,287.360286361962
820.179481918249,284.33789483425,287.465611677427
822.214664055694,284.413689951783,287.542240541252
824.125137085848,284.612533259465,287.743271125319
826.378591566551,284.699383373144,287.831076590248
828.641598351613,284.787838135626,287.920504355117
831.050132184146,285.053753734074,288.189345025148
833.311624295943,285.162732081927,288.299522134828
835.700599924613,285.241728153733,288.379387163424
837.944041701204,285.366497316497,288.505528786979
840.332556406726,285.372133915872,288.511227388946
842.736654458185,285.359622346103,288.49857819191
845.02096059023,285.502555960288,288.643084075851
847.452759903862,285.54922348237,288.690264940676
849.737037215017,285.777391355135,288.920942660041
852.131229326455,285.898245328932,289.04312602755
854.368475123354,286.076727377168,289.223571378316
856.750633315497,286.200758399508,289.348966741902
858.996941607696,286.488960374732,289.640338938854
861.396973078762,286.564875044841,289.717088670334
863.796794737215,286.701566371213,289.855283601297
866.054032863109,286.80749388277,289.96237631548
868.49531969141,286.772920890113,289.927423019904
870.788292292991,286.810187531446,289.965099594292
873.22939317596,286.732190145649,289.886244237251
875.509109355771,286.633673397426,289.786643804798
877.933834386145,286.581712426359,289.734111263049
880.210222972159,286.709758549637,289.863565893683
882.683897310172,286.640420708126,289.793465335916
885.208318777675,286.397367350923,289.547738391783
887.580431474182,286.360396861587,289.510361227064
890.010767852984,286.249970620894,289.398720297724
892.28596435091,286.273784800287,289.42279643309
894.709118090724,286.28258351745,289.431691936142
896.982820074505,286.310347678137,289.459761502597
899.264544993658,286.316061964817,289.46553864643
901.681649322789,286.327227631782,289.476827135732
904.098504581349,286.319434855536,289.468948638947
906.353733361637,286.456994350225,289.608021288077
908.745714266361,286.68617621996,289.83972415838
910.99286226296,286.889325502547,290.045108083075
913.37992478395,287.060875378554,290.218545007718
915.575452050219,287.167669099839,290.326513459937
917.913233396047,287.134619539466,290.2931003544
920.109331521814,287.33702450942,290.497731779024
922.469296942691,287.351381432665,290.512246628425
924.849090830368,287.434481091612,290.59626038362
927.084474291589,287.470980081405,290.6331608623
929.463661679603,287.494033862701,290.656468235191
931.695725605873,287.656185804862,290.820403848716
934.071984934536,287.74088767876,290.906037443226
936.303579906954,287.867493543454,291.034035972432
938.559470627137,287.761726777228,290.927105771778
940.980000241213,287.76188637832,290.927267128482
943.396969365146,287.499605632758,290.662101294718
945.794199079697,287.24441299566,290.404101538613
948.02595209907,286.842967740812,289.99824038596
950.402780564713,286.571909603382,289.724200609019
952.636817251674,286.434450031386,289.585228981731
955.036004341678,286.402897208754,289.55332907805
957.289045037677,286.470974425422,289.622155144102
959.680103045789,286.4496945976,289.600641238173
961.879277228637,286.101081327534,289.248193222137
964.22106803017,286.036290274998,289.182689468023
966.562787151448,286.007075474169,289.153153304385
968.775305838311,285.99764315841,289.143617233153
971.140471395088,285.962880184852,289.108471866885
973.363091321458,286.008015997253,289.154104173223
975.731716880345,286.197074603084,289.345242423718
977.966531629444,286.560961170942,289.713131743822
980.172227835865,287.131408507793,290.289854001378
982.045134710791,287.518374578452,290.681076698814
983.913734111259,287.850756528811,291.017114850628
984.65152748001,288.093889774684,291.262922562205
985.292353596247,288.216947944176,291.387334371562
