time,surface_partial_pressure_of_carbon_dioxide_in_sea_water,surface_partial_pressure_of_carbon_dioxide_in_air
2016-04-29 10:46:00,214.000197042,396.8203715718
2016-04-29 11:46:00,211.9303430929,396.091579788
2016-04-29 12:46:00,208.4251943005,395.9186318697
2016-04-29 13:46:00,212.5118687803,396.0093749724
2016-04-29 14:46:00,210.7047591633,395.8884789583
2016-04-29 15:46:00,211.7362978726,396.2030147683
2016-04-29 16:46:00,215.8983074951,396.5386487493
2016-04-29 17:46:00,216.5582456068,396.3164647036
2016-04-29 18:46:00,227.8824978754,396.1442606614
2016-04-29 19:47:00,232.6785097459,396.2855423948
2016-04-29 20:46:00,240.7864853195,396.3867431826
2016-04-29 21:46:00,239.7912982839,396.6812408529
2016-04-29 22:46:00,256.7119057899,396.3982451247
2016-04-29 23:46:00,264.3958967294,397.9888999335
2016-04-30 00:46:00,280.3447583409,397.6571495563
2016-04-30 01:46:00,292.0591160183,397.5752257174
2016-04-30 02:46:00,296.2090975135,397.342280802
2016-04-30 03:46:00,296.679986704,397.2909501084
2016-04-30 04:46:00,292.9279408943,397.269475665
2016-04-30 05:46:00,288.2143885188,397.1276531771
2016-04-30 06:46:00,282.5871850755,396.9037899203
2016-04-30 07:46:00,260.9945410807,397.1876242367
2016-04-30 07:47:00,261.0190335201,397.1878969744
2016-04-30 08:46:00,260.9620411492,397.4106563403
2016-04-30 09:46:00,259.7886647751,397.2579382733
2016-04-30 10:46:00,257.878976821,397.2778128936
2016-04-30 11:46:00,258.4449396195,397.3569378714
2016-04-30 12:46:00,256.3716297256,397.2749355502
2016-04-30 13:46:00,258.3713675741,397.2042232363
2016-04-30 14:46:00,257.8239335746,397.4963829938
2016-04-30 15:46:00,259.5616004606,397.3643124856
2016-04-30 16:46:00,259.2258135263,397.6460270527
2016-04-30 17:46:00,260.4598719741,397.6564612891
2016-04-30 18:46:00,256.6801940264,397.4528290435
2016-04-30 19:46:00,255.9507360803,398.1145399065
2016-04-30 19:47:00,256.0839295995,398.1155819412
2016-04-30 20:46:00,275.8848041231,398.4732741211
2016-04-30 21:46:00,294.3523247526,398.6675221265
2016-04-30 22:46:00,301.7273144721,398.3343516649
2016-04-30 23:46:00,301.6328645448,398.4049810588
2016-05-01 00:46:00,295.2119075034,398.0382588429
2016-05-01 01:46:00,288.6334847986,397.6942381173
2016-05-01 02:46:00,284.3381171697,397.9176297552
2016-05-01 03:46:00,280.1401636648,397.3197585315
2016-05-01 04:46:00,281.3991282178,397.3190479301
2016-05-01 05:46:00,279.3863461908,396.9936329046
2016-05-01 06:46:00,263.968034652,396.7916148464
2016-05-01 07:46:00,256.4102902171,396.6400438256
2016-05-01 07:47:00,256.3104367135,396.6390867095
2016-05-01 08:46:00,255.8263134989,396.3948364105
2016-05-01 09:46:00,255.3923174192,396.0199306958
2016-05-01 10:46:00,263.0787379719,397.2278594946
2016-05-01 11:46:00,266.8859760945,403.9815490067
2016-05-01 12:46:00,262.5986169367,405.5059827002
2016-05-01 13:46:00,258.6604367135,404.8297010001
2016-05-01 14:46:00,249.5120229871,408.3431512995
2016-05-01 15:46:00,249.4910697152,408.7721302946
2016-05-01 16:46:00,246.6224093264,405.7273957355
2016-05-01 17:46:00,240.800569537,400.9298476872
2016-05-01 18:46:00,243.3332785043,404.6927215474
2016-05-01 19:46:00,244.1328398717,404.2651236814
2016-05-01 19:47:00,244.0254980878,404.2642736237
2016-05-01 20:46:00,251.1258018752,402.6400929886
2016-05-01 21:46:00,256.6355117608,400.7930240243
2016-05-01 22:46:00,257.4536968501,397.7600084759
2016-05-01 23:46:00,262.0777921704,397.5882390988
2016-05-02 00:46:00,264.4262103517,395.5601727975
2016-05-02 01:46:00,259.5203861337,394.7984598882
2016-05-02 02:46:00,259.9527510486,393.3179965868
2016-05-02 03:46:00,258.4503608438,391.0886775747
2016-05-02 04:46:00,257.7314883351,390.4431021571
2016-05-02 05:46:00,258.9968027798,389.5092372672
2016-05-02 06:46:00,257.660438427,390.0893401175
2016-05-02 07:46:00,252.1744915583,400.0445430015
2016-05-02 07:47:00,252.0939581791,400.0643506886
2016-05-02 08:46:00,260.0013775804,405.2821441545
2016-05-02 09:46:00,257.2942025112,407.7986551724
2016-05-02 10:46:00,254.9537242646,407.32154848
2016-05-02 11:46:00,249.8648394879,408.2835890516
2016-05-02 12:46:00,251.8867197138,410.5999215447
2016-05-02 13:46:00,256.5210766373,412.31105933
2016-05-02 14:46:00,261.9752789429,410.9799801676
2016-05-02 15:46:00,260.0298612825,406.4343001155
2016-05-02 16:46:00,263.5752083505,402.1668885592
2016-05-02 17:46:00,273.640365847,402.902247442
2016-05-02 18:46:00,277.4866594018,396.5050327233
2016-05-02 19:46:00,267.5944632063,390.224602412
2016-05-02 19:47:00,267.6044596595,390.2123664755
2016-05-02 20:46:00,271.3249273515,389.4786802489
2016-05-02 21:46:00,271.1523254379,389.6482813035
2016-05-02 22:46:00,272.6167893467,391.5276252361
2016-05-02 23:46:00,274.3112440716,394.4900130116
2016-05-03 00:46:00,273.2335718398,394.8119109168
2016-05-03 01:46:00,272.9724415385,393.9585470265
2016-05-03 02:46:00,272.5197521726,395.0771117514
2016-05-03 03:46:00,268.4070989939,395.1693675488
2016-05-03 04:46:00,268.1039490638,395.1594409632
2016-05-03 05:46:00,266.9277626998,394.9482612554
2016-05-03 06:46:00,266.0645338158,393.3009338877
2016-05-03 07:46:00,255.9257305974,393.6900833168
2016-05-03 08:46:00,263.5549558626,394.3068874401
2016-05-03 09:46:00,262.2774899252,394.2477007825
2016-05-03 10:46:00,266.6129136168,394.2675973593
2016-05-03 11:46:00,266.922985717,394.6808790001
2016-05-03 12:46:00,268.5405221098,395.0445606304
2016-05-03 13:46:00,270.0153795542,395.2364468924
2016-05-03 14:46:00,270.5169764509,394.773256821
2016-05-03 15:46:00,268.1871453245,394.6129428868
2016-05-03 16:46:00,266.6584080379,393.9164982784
2016-05-03 17:46:00,265.2823285906,393.6532433641
2016-05-03 18:46:00,264.417838638,393.9858467631
2016-05-03 19:46:00,255.1243129232,394.087325701
2016-05-03 20:46:00,262.392404803,394.1886710499
2016-05-03 21:46:00,261.7569324506,394.0066325382
2016-05-03 22:46:00,261.8570160649,394.4916483177
2016-05-03 23:46:00,261.2548934945,394.6340096892
2016-05-04 00:46:00,255.1943073718,394.7453070307
2016-05-04 01:46:00,254.0968332785,394.6647428337
2016-05-04 02:46:00,260.5530128574,394.7047638289
2016-05-04 03:46:00,266.5748759492,394.9174103198
2016-05-04 04:46:00,269.8271616361,395.1198529431
2016-05-04 05:46:00,263.5140842175,394.856936009
2016-05-04 06:46:00,258.8461804699,394.9685321148
2016-05-04 07:46:00,251.6586856101,395.0990702215
2016-05-04 08:46:00,259.3217575459,394.9285270893
2016-05-04 09:46:00,255.185394221,395.3725163191
2016-05-04 10:46:00,256.2870250432,395.271528723
2016-05-04 11:46:00,257.2462921841,395.4136436045
2016-05-04 12:46:00,256.5434246237,395.1197729369
2016-05-04 13:46:00,256.9025961565,394.9076545019
2016-05-04 14:46:00,259.815503605,395.1292507678
2016-05-04 15:46:00,259.1189825095,395.0082305547
2016-05-04 16:46:00,261.8192045673,394.6133016684
2016-05-04 17:46:00,262.6951435151,394.9670039258
2016-05-04 18:46:00,255.2365651644,395.139260584
2016-05-04 19:46:00,247.7315654385,395.8258294447
2016-05-04 20:46:00,254.0923818434,395.7850311227
2016-05-04 21:46:00,254.6705869452,395.8356513886
2016-05-04 22:46:00,255.1709570414,395.4424145257
2016-05-04 23:46:00,255.1098037805,394.9550563715
2016-05-05 00:46:00,258.0575431094,394.835189837
2016-05-05 01:46:00,256.7888206952,394.0665655859
2016-05-05 02:46:00,255.8232636319,393.7234248887
2016-05-05 03:46:00,255.2325609288,393.4202990237
2016-05-05 04:46:00,256.2952185624,393.2283766484
2016-05-05 05:46:00,249.1540199989,392.7337609543
2016-05-05 06:46:00,231.8419466376,392.7836787714
2016-05-05 07:46:00,215.7829454177,393.1363045547
2016-05-05 08:46:00,217.5926542753,393.3585676635
2016-05-05 09:46:00,216.9763206952,393.1070480279
2016-05-05 10:46:00,225.197316117,393.1372530483
2016-05-05 11:46:00,233.1575513337,392.8748904644
2016-05-05 12:46:00,232.699300244,392.3301004708
2016-05-05 13:46:00,227.564576651,392.45025724
2016-05-05 14:46:00,219.7792256079,392.8642096151
2016-05-05 15:46:00,210.5318745374,392.8348244916
2016-05-05 16:46:00,202.8746761658,393.450115536
2016-05-05 17:46:00,193.3110093346,393.4102301737
2016-05-05 18:46:00,181.6442227294,393.4098768087
2016-05-05 19:46:00,171.1332414946,393.3686527136
2016-05-05 20:46:00,170.3202685939,393.4597195358
2016-05-05 21:46:00,172.5027054719,391.6355639966
2016-05-05 22:46:00,174.0097098857,393.4971754737
2016-05-05 23:46:00,170.5825640129,397.159079562
2016-05-06 00:46:00,163.182520835,393.9805585307
2016-05-06 01:46:00,166.2257552704,397.8751949152
2016-05-06 02:46:00,168.8516839378,395.8863677454
2016-05-06 03:46:00,168.0064338487,391.6700962548
2016-05-06 04:46:00,167.9518155276,390.9251309061
2016-05-06 05:46:00,176.5349106972,390.3390640515
2016-05-06 06:46:00,180.1498821175,389.9141850904
2016-05-06 07:46:00,172.1502093785,390.0142624985
2016-05-06 08:46:00,175.3908061929,389.8630354326
2016-05-06 09:46:00,176.1607022919,390.3269119374
2016-05-06 10:46:00,188.4873413384,390.189230088
2016-05-06 11:46:00,194.626862475,389.5715016609
2016-05-06 12:46:00,195.7379924336,388.5146777825
2016-05-06 13:46:00,197.6927053349,389.2055789153
2016-05-06 14:46:00,202.7573316748,391.949897778
2016-05-06 15:46:00,209.8878522768,418.5378494132
2016-05-06 16:46:00,206.9745798722,401.7245046265
2016-05-06 17:46:00,205.8850954026,406.1251121113
2016-05-06 18:46:00,208.2608218878,405.5384441207
2016-05-06 19:46:00,199.0520978973,404.6796946577
2016-05-06 20:46:00,201.9318731667,400.3001364567
2016-05-06 21:46:00,199.8380143652,395.7221019075
2016-05-06 22:46:00,202.9764611947,394.0686038634
2016-05-06 23:46:00,203.4156094937,392.0902113995
2016-05-07 00:46:00,195.7009639636,391.0093720383
2016-05-07 01:46:00,199.2733451901,390.9875973941
2016-05-07 02:46:00,199.6727852482,389.6294507013
2016-05-07 03:46:00,197.2407630151,389.3056163631
2016-05-07 04:46:00,186.8710900019,389.0940086163
2016-05-07 05:46:00,183.036831428,389.3853892203
2016-05-07 06:46:00,190.4648734134,389.9694096507
2016-05-07 07:46:00,187.0572586836,390.4327038798
2016-05-07 08:46:00,197.452425501,390.6146177507
2016-05-07 09:46:00,200.7056192943,390.8565830002
2016-05-07 10:46:00,210.0477064314,390.9673963599
2016-05-07 11:46:00,214.4942600817,390.9072115865
2016-05-07 12:46:00,215.9634358637,390.5652247007
2016-05-07 13:46:00,222.4643662445,390.8862052111
2016-05-07 14:46:00,217.3213326206,390.6957015894
2016-05-07 15:46:00,212.679030622,391.6715531447
2016-05-07 16:46:00,219.1157475944,391.6629128734
2016-05-07 17:46:00,218.0368262878,392.0653051585
2016-05-07 18:46:00,212.9273531952,392.0055162388
2016-05-07 19:46:00,208.2001997834,391.7340429561
2016-05-07 20:46:00,214.1797451134,391.2398095578
2016-05-07 21:46:00,212.1910004935,391.5521968174
2016-05-07 22:46:00,213.9580077857,391.471731573
2016-05-07 23:46:00,215.0407003043,391.8437668407
2016-05-08 00:46:00,206.0642665241,391.7738139341
2016-05-08 01:46:00,209.1389402911,391.8543585142
2016-05-08 02:46:00,214.0721961784,391.6734912519
2016-05-08 03:46:00,214.3514920361,391.461928475
2016-05-08 04:46:00,216.9689204841,391.2801274874
2016-05-08 05:46:00,223.8768299202,392.1158265945
2016-05-08 06:46:00,232.7167752968,392.4582545649
2016-05-08 07:46:00,224.433111961,393.4368363501
2016-05-08 08:46:00,236.5533538257,393.4383250245
2016-05-08 09:46:00,240.8463449571,393.3676783658
2016-05-08 10:46:00,241.5169199084,393.5794824637
2016-05-08 11:46:00,240.6997731447,393.499066026
2016-05-08 12:46:00,228.4345306632,393.6012715779
2016-05-08 13:46:00,230.254370905,393.3775905864
2016-05-08 14:46:00,236.7652510486,393.7125500655
2016-05-08 15:46:00,252.7464001288,393.6318249024
2016-05-08 16:46:00,253.1272754064,393.6214090569
2016-05-08 17:46:00,252.8478099213,393.6317368262
2016-05-08 18:46:00,246.6568848178,393.4401153655
2016-05-08 19:46:00,231.1998965101,393.6917825668
2016-05-08 20:46:00,232.9666879129,393.8434036821
2016-05-08 21:46:00,225.1554849631,393.6320948949
2016-05-08 22:46:00,220.8659583436,393.7832032903
2016-05-08 23:46:00,213.291445637,393.7527400373
2016-05-09 00:46:00,210.120536571,393.3482725134
2016-05-09 01:46:00,205.7556953697,393.1564451392
2016-05-09 02:46:00,221.9657541053,393.3073120373
2016-05-09 03:46:00,234.1011527812,393.2370556489
2016-05-09 04:46:00,236.8661828001,393.3981133844
2016-05-09 05:46:00,239.7294476657,393.6917951162
2016-05-09 06:46:00,246.4600227541,393.3684074135
2016-05-09 07:46:00,239.456448584,393.2369483942
2016-05-09 08:46:00,246.5544812485,393.1258550547
2016-05-09 09:46:00,242.6647065274,392.7330384968
2016-05-09 10:46:00,230.6688666831,392.5916166321
2016-05-09 11:46:00,228.0887065822,392.7127072648
2016-05-09 12:46:00,228.5578720838,392.9337449027
2016-05-09 13:46:00,230.1604949694,394.0051780671
2016-05-09 14:46:00,224.5408013954,400.9660414864
2016-05-09 15:46:00,219.9837551745,396.9918885434
2016-05-09 16:46:00,216.7309948735,400.900615474
2016-05-09 17:46:00,212.0147901417,392.8771361578
2016-05-09 18:46:00,208.3596872687,393.0212325789
2016-05-09 19:46:00,196.0936497656,393.4871432903
2016-05-09 20:46:00,202.6320969378,393.418659552
2016-05-09 21:46:00,196.1860298956,393.4576315817
2016-05-09 22:46:00,190.6016959317,394.7730342501
2016-05-09 23:46:00,184.907367999,394.4113572163
2016-05-10 00:46:00,182.0207373825,394.0669794626
2016-05-10 01:46:00,185.0955619294,393.2161781118
2016-05-10 02:46:00,190.2937398909,392.6579256224
2016-05-10 03:46:00,206.9595824081,392.6268910668
2016-05-10 04:46:00,226.8176642131,392.9578691469
2016-05-10 05:46:00,231.6742467856,393.0396989913
2016-05-10 06:46:00,218.2466228719,392.9585025985
2016-05-10 07:46:00,202.4052725005,392.7863569471
2016-05-10 08:46:00,200.3780721413,393.2078158126
2016-05-10 09:46:00,200.3214457055,393.025266807
2016-05-10 10:46:00,198.4985161883,392.9754229702
2016-05-10 11:46:00,194.3018545933,393.2585411526
2016-05-10 12:46:00,193.1590437125,404.4816488939
2016-05-10 13:46:00,188.945780903,397.3403850602
2016-05-10 14:46:00,186.7067227294,401.6093992693
2016-05-10 15:46:00,187.8882035255,406.3506998027
2016-05-10 16:46:00,188.7072658799,407.3301520195
2016-05-10 17:46:00,188.9328635167,405.8899962505
2016-05-10 18:46:00,179.231659676,405.6950453258
2016-05-10 19:46:00,171.6727269924,402.4401592133
2016-05-10 20:46:00,175.1080458234,402.8400203554
2016-05-10 21:46:00,167.6636544946,394.4184696614
2016-05-10 22:46:00,168.051064712,393.4540172798
2016-05-10 23:45:00,168.9669380706,392.0248131495
2016-05-10 23:46:00,168.184215396,392.0225247425
2016-05-11 00:45:00,163.0237478411,390.9321096776
2016-05-11 00:46:00,162.1668324389,390.9306147766
2016-05-11 01:45:00,154.4974710091,390.7265411559
2016-05-11 01:46:00,153.7179117761,390.7263579844
2016-05-11 02:45:00,155.6989421416,390.6655629574
2016-05-11 02:46:00,154.78522523,390.6654532736
2016-05-11 03:45:00,151.1931902295,390.4834104714
2016-05-11 03:46:00,150.3826486553,390.4830625907
2016-05-11 04:45:00,149.1585785221,390.2703152665
2016-05-11 04:46:00,148.3043909274,390.269967258
2016-05-11 05:45:00,150.1157784357,390.2342385421
2016-05-11 05:46:00,149.3372017201,390.2344868956
2016-05-11 06:45:00,149.6419550333,390.2348954521
2016-05-11 06:46:00,148.9330059744,390.2347673982
2016-05-11 07:46:00,156.1830948269,390.3155425959
2016-05-11 08:45:00,173.700592154,390.3007710605
2016-05-11 08:46:00,173.1626727116,390.3004668758
2016-05-11 09:45:00,192.0596857266,392.7830579688
2016-05-11 09:46:00,191.4503630468,392.7877027492
2016-05-11 10:45:00,199.311405132,394.4468838836
2016-05-11 10:46:00,198.6703676289,394.4496945179
2016-05-11 11:45:00,201.5559256518,393.0801445729
2016-05-11 11:46:00,201.0055720043,393.0775507634
2016-05-11 12:45:00,203.3186888313,390.9580034728
2016-05-11 12:46:00,202.8067275269,390.9540236049
2016-05-11 13:45:00,203.8754369192,391.9398247101
2016-05-11 13:46:00,203.2577540299,391.9418106112
2016-05-11 14:45:00,204.9807909779,392.3264415512
2016-05-11 14:46:00,204.3782409121,392.3270467762
2016-05-11 15:45:00,207.9123334567,393.5278182018
2016-05-11 15:46:00,207.2606890986,393.5299371841
2016-05-11 16:45:00,201.470757258,393.4904690422
2016-05-11 16:46:00,200.6658725019,393.4906452605
2016-05-11 17:45:00,201.4200232338,392.4329522672
2016-05-11 17:46:00,200.7757782301,392.4309477173
2016-05-11 18:45:00,188.5696037914,391.1907985803
2016-05-11 18:46:00,187.5489760671,391.1882287192
2016-05-11 19:46:00,171.5559702004,391.2370910372
2016-05-11 20:45:00,177.3488413932,391.2871716155
2016-05-11 20:46:00,176.6545665762,391.2875327041
2016-05-11 21:45:00,168.2738969076,391.0460307295
2016-05-11 21:46:00,167.5018196398,391.0455202219
2016-05-11 22:45:00,169.3229166667,390.471644151
2016-05-11 22:46:00,168.5973630644,390.4715479405
2016-05-11 23:45:00,175.0569254256,391.5990957011
2016-05-11 23:46:00,174.3351252159,391.6012317003
2016-05-12 00:45:00,177.9913605662,391.0599146117
2016-05-12 00:46:00,176.9896558105,391.0586869591
2016-05-12 01:45:00,165.4782684123,391.1786226558
2016-05-12 01:46:00,164.6113712065,391.1789622365
2016-05-12 02:45:00,168.0278304651,391.1590977747
2016-05-12 02:46:00,167.2547834937,391.1590018609
2016-05-12 03:45:00,179.9811058167,389.9530536833
2016-05-12 03:46:00,179.3090365162,389.950944367
2016-05-12 04:45:00,187.4242497841,389.2769760488
2016-05-12 04:46:00,186.7776215149,389.275518551
2016-05-12 05:45:00,181.0164345855,389.8275942868
2016-05-12 05:46:00,180.2512583272,389.8275750996
2016-05-12 06:45:00,182.1318544905,390.038534701
2016-05-12 06:46:00,181.4629749568,390.0391104696
2016-05-12 07:46:00,175.3194924199,390.8349763412
2016-05-12 08:45:00,181.7822569701,391.1873677028
2016-05-12 08:46:00,181.0654684801,391.1887290651
2016-05-12 09:45:00,187.7132000987,390.7366648279
2016-05-12 09:46:00,186.9859633296,390.7361039705
2016-05-12 10:45:00,189.4988773748,391.3490310711
2016-05-12 10:46:00,188.6265459228,391.3501934651
2016-05-12 11:45:00,183.1540340489,391.7629989499
2016-05-12 11:46:00,182.2675217432,391.7638521946
2016-05-12 12:45:00,177.8278466568,391.8446793618
2016-05-12 12:46:00,176.9944948187,391.8447956475
2016-05-12 13:45:00,173.3076764125,391.9960135338
2016-05-12 13:46:00,172.5315314273,391.9961105054
2016-05-12 14:45:00,178.8563039724,392.1669708754
2016-05-12 14:46:00,178.1598198865,392.167475307
2016-05-12 15:45:00,175.4279669381,392.1779008506
2016-05-12 15:46:00,174.730315507,392.1778037423
2016-05-12 16:45:00,177.0595176413,391.8856450182
2016-05-12 16:46:00,176.2346564273,391.8851403321
2016-05-12 17:45:00,182.6639526277,391.9644793558
2016-05-12 17:46:00,181.8319146311,391.964768882
2016-05-12 18:45:00,184.8320133235,391.6819315081
2016-05-12 18:46:00,184.1091436899,391.6819099287
2016-05-12 19:46:00,172.1888810072,391.3792160354
2016-05-12 20:45:00,167.4428432642,391.3383230757
2016-05-12 20:46:00,166.7009159882,391.3383034331
2016-05-12 21:45:00,177.4727490953,391.620711981
2016-05-12 21:46:00,176.7679599474,391.6211619
2016-05-12 22:45:00,189.6423225594,391.6615688312
2016-05-12 22:46:00,188.830794062,391.6616487895
2016-05-12 23:45:00,199.7383008471,391.701571269
2016-05-12 23:46:00,199.1723414755,391.7020022414
2016-05-13 00:45:00,210.0314299079,391.8131896922
2016-05-13 00:46:00,209.2325386545,391.8132679576
2016-05-13 01:45:00,203.4689170573,391.0791945564
2016-05-13 01:46:00,202.5980086767,391.0776535273
2016-05-13 02:45:00,181.8980564808,391.0775783796
2016-05-13 02:46:00,180.7527654412,391.0773438484
2016-05-13 03:45:00,160.4913952628,391.1376672242
2016-05-13 03:46:00,159.4789713381,391.1378236539
2016-05-13 04:45:00,149.3614529361,391.1076471031
2016-05-13 04:46:00,148.4219456781,391.1075885136
2016-05-13 05:45:00,145.8402462021,391.0672826054
2016-05-13 05:46:00,145.0428771897,391.0671843803
2016-05-13 06:45:00,145.2337209063,390.9665162035
2016-05-13 06:46:00,144.3722242783,390.9662578778
2016-05-13 07:46:00,140.6164483784,391.0671198511
2016-05-13 08:45:00,150.9589545663,390.3334073441
2016-05-13 08:46:00,150.2416034419,390.3320473407
2016-05-13 09:45:00,159.1534555532,390.6247770096
2016-05-13 09:46:00,158.4182395756,390.6244262426
2016-05-13 10:45:00,165.0671989003,390.5032503169
2016-05-13 10:46:00,164.2968171725,390.5033498017
2016-05-13 11:45:00,165.0418627295,390.362403099
2016-05-13 11:46:00,164.3120605107,390.362167697
2016-05-13 12:45:00,167.4714981848,389.9310334611
2016-05-13 12:46:00,166.7423282137,389.9299381354
2016-05-13 13:45:00,186.7333743083,389.5576758441
2016-05-13 13:46:00,186.0318051443,389.5570395313
2016-05-13 14:45:00,196.5069260865,389.0139662198
2016-05-13 14:46:00,195.6882556131,389.0129520722
2016-05-13 15:45:00,194.7554192662,391.0541248968
2016-05-13 15:46:00,193.751048606,391.0579002703
2016-05-13 16:45:00,178.4073583611,393.6935308029
2016-05-13 16:46:00,177.4356032568,393.6983693563
2016-05-13 17:45:00,175.8439909481,400.3056445857
2016-05-13 17:46:00,174.9579323958,400.3185627289
2016-05-13 18:45:00,193.544127366,398.0666210664
2016-05-13 18:46:00,193.0040325068,398.0620726485
2016-05-13 19:46:00,206.1901489295,389.6524348099
2016-05-13 20:45:00,209.047649889,388.8751563772
2016-05-13 20:46:00,208.2067604244,388.8734390712
2016-05-13 21:45:00,191.5453136566,388.9335375685
2016-05-13 21:46:00,190.7706791266,388.9338125402
2016-05-14 00:59:00,142.0018521945,199.2064897679
2016-05-14 01:59:00,140.018940017,209.0834899255
2016-05-14 02:59:00,140.4328823642,211.8430463448
2016-05-14 03:59:00,151.5585385997,218.6723314678
2016-05-14 04:59:00,138.0474648409,234.254680755
2016-05-14 05:59:00,169.0061905447,223.1649343665
2016-05-14 06:59:00,148.0598562108,254.4701401387
2016-05-14 07:59:00,149.6691922307,228.7670331929
2016-05-14 08:59:00,152.27250562,232.1186337233
2016-05-14 09:59:00,158.6945866573,239.917754263
2016-05-14 10:59:00,176.0552539957,245.1374617352
2016-05-14 11:59:00,163.8039963539,257.1412437095
2016-05-14 12:59:00,157.9343730296,232.5947010416
2016-05-14 13:59:00,158.4997772569,250.1788551118
2016-05-14 14:59:00,167.3693217644,246.9508377351
2016-05-14 15:59:00,163.0521081778,252.5235694389
2016-05-14 16:59:00,149.7554863339,242.9997381965
2016-05-14 17:59:00,147.1890711955,230.0282072183
2016-05-14 18:59:00,148.9103184884,233.4722952476
2016-05-14 19:59:00,151.9072412068,240.4872593106
2016-05-14 20:59:00,153.1827538586,241.8834274722
2016-05-14 21:59:00,165.6891500123,241.9257487594
2016-05-14 22:59:00,165.5052584505,248.9735631672
2016-05-14 23:59:00,155.1474079557,241.1681557135
2016-05-15 00:59:00,149.6881596623,211.3935917723
2016-05-15 01:59:00,150.1489979987,224.8627170395
2016-05-15 02:59:00,160.2649614826,223.2502676012
2016-05-15 03:59:00,175.3062751871,239.2940356179
2016-05-15 04:59:00,193.1970796666,254.3990206715
2016-05-15 05:59:00,190.6559578639,268.7549567502
2016-05-15 06:59:00,152.868149793,279.5742415608
2016-05-15 07:59:00,142.6823289333,228.6679283267
2016-05-15 08:59:00,143.2138299476,223.2686113706
2016-05-15 09:59:00,157.2552533103,238.1050003363
2016-05-15 10:59:00,161.2270351866,246.1406863236
2016-05-15 11:59:00,167.8676871727,243.4971560371
2016-05-15 12:59:00,167.9445506758,227.8700598652
2016-05-15 13:59:00,179.9899011706,257.0663673153
2016-05-15 14:59:00,187.2860946624,265.721464022
2016-05-15 15:59:00,175.6630924966,261.4942791306
2016-05-15 16:59:00,165.07778189,257.9518874233
2016-05-15 17:59:00,156.6938670258,249.4755991397
2016-05-15 18:59:00,162.0456057927,235.9969978056
2016-05-15 19:59:00,160.7610120761,249.6083372977
2016-05-15 20:59:00,146.7390616005,243.1066380912
2016-05-15 21:59:00,144.0271969323,224.2339365854
2016-05-15 22:59:00,153.2371751378,223.6143682378
2016-05-15 23:59:00,152.6784326425,233.0941863455
2016-05-16 00:59:00,153.701133591,225.3253878375
2016-05-16 01:59:00,166.9761030924,245.1240053376
2016-05-16 02:59:00,159.6767243743,250.7987615263
2016-05-16 03:59:00,160.9797235244,244.2444590987
2016-05-16 04:59:00,165.0690760616,252.3276767949
2016-05-16 05:59:00,176.5718140883,255.555798834
2016-05-16 06:59:00,191.6230946898,261.8981941382
2016-05-16 07:59:00,177.9851773035,274.1030815284
2016-05-16 08:59:00,182.7782403981,266.2464740416
2016-05-16 09:59:00,190.5890629712,270.856521672
2016-05-16 10:59:00,193.258477945,274.4564495804
2016-05-16 11:59:00,196.4963829948,279.8982820665
2016-05-16 12:59:00,222.2094299147,273.2842857496
2016-05-16 13:59:00,188.3416690654,314.1566103146
2016-05-16 14:59:00,197.9103544699,273.4446503928
2016-05-16 15:59:00,226.2515574883,288.1794873559
2016-05-16 16:59:00,252.9885835595,316.5813593599
2016-05-16 17:59:00,234.2337483209,343.1816900768
2016-05-16 18:59:00,209.7013906023,317.5902731976
2016-05-16 19:59:00,189.7519721331,305.527176951
2016-05-16 20:59:00,212.4212945829,280.1528281716
2016-05-16 21:59:00,199.8928777038,307.9101997544
2016-05-16 22:59:00,207.9479929133,286.6452481304
2016-05-16 23:59:00,207.6063581161,298.211821899
2016-05-17 00:59:00,204.7354634427,269.5254868703
2016-05-17 01:59:00,253.0095299778,291.682809623
2016-05-17 02:59:00,214.6279333553,342.7554384211
2016-05-17 03:59:00,212.0406369082,294.6291194264
2016-05-17 04:59:00,213.7705780355,297.5556484655
2016-05-17 05:59:00,218.0256668586,298.3261957059
2016-05-17 06:59:00,275.7613050689,299.5607837421
2016-05-17 07:59:00,245.4550984182,347.9168867138
2016-05-17 08:59:00,255.3022555309,307.0676508943
2016-05-17 09:59:00,251.9707795323,314.1481298598
2016-05-17 10:59:00,247.2024357815,319.0317386188
2016-05-17 11:59:00,259.4550470159,320.6421128235
2016-05-17 12:59:00,235.0392250596,312.8440566797
2016-05-17 13:59:00,234.7674270773,306.3760640553
2016-05-17 14:59:00,263.2948261918,300.3492983977
2016-05-17 15:59:00,257.2207161362,325.8298982622
2016-05-17 16:59:00,228.4046608137,317.2773183389
2016-05-17 17:59:00,211.0970902898,301.9163956787
2016-05-17 18:59:00,217.0433372399,282.5896259096
2016-05-17 19:59:00,239.4855816679,283.5542566998
2016-05-17 20:59:00,255.7602975848,300.6047760557
2016-05-17 21:59:00,221.2273024783,313.1657414301
2016-05-17 22:59:00,229.3707216191,283.556489853
2016-05-17 23:59:00,215.559748266,289.8218313588
2016-05-18 00:59:00,199.9595515667,272.5459253845
2016-05-18 01:59:00,196.5267977081,282.6763390866
2016-05-18 02:59:00,190.4366347287,263.6428272543
2016-05-18 03:59:00,181.7227550922,256.9521914451
