time,surface_partial_pressure_of_carbon_dioxide_in_sea_water,surface_partial_pressure_of_carbon_dioxide_in_air
2015-12-24 07:55:00,371.6040895633,394.6503541947
2015-12-24 08:54:00,375.1602139704,394.6907831027
2015-12-24 09:54:00,374.3104045015,394.0861791645
2015-12-24 10:54:00,373.4377724319,394.8133829646
2015-12-24 11:54:00,374.4570448502,394.3587059049
2015-12-24 12:54:00,375.3361707377,394.5364620567
2015-12-24 13:54:00,375.528596787,394.3482703203
2015-12-24 14:54:00,374.1024001426,394.6401015902
2015-12-24 15:54:00,374.0686528497,395.0318702736
2015-12-24 16:54:00,372.7774899252,395.0127331262
2015-12-24 17:54:00,371.7194807687,395.2149798586
2015-12-24 18:54:00,370.062302958,395.7257111612
2015-12-24 19:54:00,360.6539566028,395.9656001466
2015-12-24 20:54:00,368.4388655865,396.353957592
2015-12-24 21:54:00,367.7481974943,396.116512925
2015-12-24 22:54:00,366.8589590701,396.6397095292
2015-12-24 23:54:00,365.0396928201,398.1583690066
2015-12-25 00:54:00,358.0130321847,398.3913180277
2015-12-25 01:54:00,360.07413233,398.7651855133
2015-12-25 02:54:00,357.9494715848,398.765080637
2015-12-25 03:54:00,364.073775941,399.1881678993
2015-12-25 04:54:00,366.6616429531,399.1283209497
2015-12-25 05:54:00,367.8263015051,399.9337801927
2015-12-25 06:54:00,367.7410594347,400.1944085065
2015-12-25 07:54:00,361.356190202,400.8592270317
2015-12-25 08:54:00,369.0684917893,400.9401136249
2015-12-25 09:54:00,368.9759780135,401.3847529312
2015-12-25 10:54:00,364.6700934836,400.8436783001
2015-12-25 11:54:00,366.0096225019,400.7518023087
2015-12-25 12:54:00,365.9679832497,401.2845443471
2015-12-25 13:54:00,366.1718994161,401.980063489
2015-12-25 14:54:00,365.7905837925,402.3027612449
2015-12-25 15:54:00,367.1297427146,402.8271125928
2015-12-25 16:54:00,366.9756764537,403.1593765525
2015-12-25 17:54:00,362.4868821449,403.5927259491
2015-12-25 18:54:00,364.4949248842,403.793360822
2015-12-25 19:54:00,356.4806898868,404.2060437257
2015-12-25 20:54:00,363.0362660032,404.0749475758
2015-12-25 21:54:00,362.3768607616,404.3957372234
2015-12-25 22:54:00,367.1760253036,404.646053682
2015-12-25 23:54:00,368.006887902,404.9163574912
2015-12-26 00:54:00,368.2456136744,405.1150330602
2015-12-26 01:54:00,363.9408565672,405.5070913835
2015-12-26 02:54:00,363.4378820901,405.3650814399
2015-12-26 03:54:00,363.7122364778,405.4155013148
2015-12-26 04:54:00,364.0922773254,406.1276585603
2015-12-26 05:54:00,365.6801134962,407.5519096157
2015-12-26 06:54:00,360.7365326096,415.512204353
2015-12-26 07:54:00,344.4224648409,413.0740117568
2015-12-26 08:54:00,362.4902746936,409.6407688118
2015-12-26 09:54:00,363.0351968364,407.1898904125
2015-12-26 10:54:00,367.1753981961,408.6972966738
2015-12-26 11:54:00,368.2939078049,410.0180920918
2015-12-26 12:54:00,368.3775666859,409.6933800994
2015-12-26 13:54:00,369.4145351866,409.2948417532
2015-12-26 14:54:00,369.3363112372,408.8176515768
2015-12-26 15:54:00,370.7848370206,413.6961646681
2015-12-26 16:54:00,372.1829817419,413.1733947733
2015-12-26 17:54:00,373.906386216,412.764803516
2015-12-26 18:54:00,374.8784679387,412.6504953356
2015-12-26 19:54:00,368.7493180634,411.0508490293
2015-12-26 20:54:00,377.9062388628,409.8965187145
2015-12-26 21:54:00,377.4220913178,408.8880275409
2015-12-26 22:54:00,377.0330687831,407.6868244207
2015-12-26 23:54:00,377.9728150615,405.806348198
2015-12-27 00:54:00,377.5840289772,404.7867822433
2015-12-27 01:54:00,378.0606957809,404.159213854
2015-12-27 02:54:00,378.4142541876,404.4670486791
2015-12-27 03:54:00,378.3362632618,403.3613201067
2015-12-27 04:54:00,379.9183218192,402.9684122831
2015-12-27 05:54:00,379.5388292623,404.177160589
2015-12-27 06:54:00,379.4840138992,404.9197659185
2015-12-27 07:54:00,371.6947220166,405.1042524226
2015-12-27 08:54:00,380.096197604,403.5989226094
2015-12-27 09:54:00,380.4258608164,404.1217686259
2015-12-27 10:54:00,380.6745689064,403.9891305527
2015-12-27 11:54:00,381.3880493187,404.5956192376
2015-12-27 12:54:00,382.3623995943,403.5361643162
2015-12-27 13:54:00,383.459837706,403.1198042499
2015-12-27 14:54:00,384.0424479809,402.8062307791
2015-12-27 15:54:00,384.7742755709,403.1479546154
2015-12-27 16:54:00,385.4905454122,403.6798335727
2015-12-27 17:54:00,385.8066178688,403.8312579264
2015-12-27 18:54:00,383.9977280204,402.0313884798
2015-12-27 19:54:00,377.2584471037,402.0561743099
2015-12-27 20:54:00,384.8366641994,399.4484534928
2015-12-27 21:54:00,383.0631253941,399.5141253393
2015-12-27 22:54:00,383.8231385531,402.5330935398
2015-12-27 23:54:00,384.9819303945,403.4056056003
2015-12-28 00:54:00,383.6616532335,403.0383415048
2015-12-28 01:54:00,384.1272993941,402.8631022896
2015-12-28 02:54:00,384.8320414234,404.1259685386
2015-12-28 03:54:00,386.1809667736,404.4286856808
2015-12-28 04:54:00,386.820164076,404.6415220954
2015-12-28 05:54:00,386.1578186254,404.3497757704
2015-12-28 06:54:00,388.0688070565,404.7116237179
2015-12-28 07:54:00,381.4046008444,405.2853697845
2015-12-28 08:54:00,390.2983249719,405.7932946797
2015-12-28 09:54:00,390.4108684925,406.2869143163
2015-12-28 10:54:00,391.0837856732,407.6672663256
2015-12-28 11:54:00,392.3382028401,407.9879194461
2015-12-28 12:54:00,391.4279614552,404.148587428
2015-12-28 13:54:00,391.7202963511,403.7294998307
2015-12-28 14:54:00,390.5745366944,404.0711920827
2015-12-28 15:54:00,389.2634434027,404.0213631984
2015-12-28 16:54:00,388.553975793,405.3743446075
2015-12-28 17:54:00,387.5722818488,405.1647126868
2015-12-28 18:54:00,386.3599288593,404.7309637283
2015-12-28 19:54:00,378.4466513145,404.0326927615
2015-12-28 20:54:00,387.0176241193,405.0812465233
2015-12-28 21:54:00,386.6149080242,404.8413345059
2015-12-28 22:54:00,388.1904042273,405.6168747265
2015-12-28 23:54:00,389.2607088028,405.2343891793
2015-12-29 00:54:00,388.1649703923,406.1645972186
2015-12-29 01:54:00,385.4177940894,404.1068893688
2015-12-29 02:54:00,379.9904597418,403.0523379433
2015-12-29 03:54:00,372.7607670587,403.3738312261
2015-12-29 04:54:00,368.8864901171,407.729455694
2015-12-29 05:54:00,366.579615237,409.0411999242
2015-12-29 06:54:00,368.7947473751,411.3984258502
2015-12-29 07:54:00,362.5177851797,412.0419133652
2015-12-29 08:54:00,371.8758464238,411.6099829593
2015-12-29 09:54:00,372.5551614716,410.6324671648
2015-12-29 10:54:00,372.9740966911,415.2521987359
2015-12-29 11:54:00,374.1739417989,411.3848911608
2015-12-29 12:54:00,372.7165508403,413.8398527339
2015-12-29 13:54:00,374.5062847822,413.7448494778
2015-12-29 14:54:00,376.579409628,414.0263715843
2015-12-29 15:54:00,378.8199447597,413.48176357
2015-12-29 16:54:00,381.2089810017,416.043439485
2015-12-29 17:54:00,383.4832360117,415.4218853185
2015-12-29 18:54:00,384.490305535,414.9270091484
2015-12-29 19:54:00,373.0697288702,414.2197183189
2015-12-29 20:54:00,384.2520183952,412.1906880449
2015-12-29 21:54:00,386.1732187406,410.6758158677
2015-12-29 22:54:00,382.9068008608,410.0054623989
2015-12-29 23:54:00,384.6584046111,409.2679661337
2015-12-30 00:54:00,382.8891253393,408.9641434244
2015-12-30 01:54:00,381.4820537599,409.8364059164
2015-12-30 02:54:00,381.3383536201,410.2913380568
2015-12-30 03:54:00,381.4621987828,411.4814769143
2015-12-30 04:54:00,382.3328467253,408.5925054873
2015-12-30 05:54:00,382.5785392165,408.8432652596
2015-12-30 06:54:00,382.6858671217,409.3221852059
2015-12-30 07:54:00,374.176542753,409.8394731233
2015-12-30 08:54:00,384.6240165036,410.1467811493
2015-12-30 09:54:00,385.4082538312,410.3095315506
2015-12-30 10:54:00,384.5631562354,409.5903064311
2015-12-30 11:54:00,385.0663705897,408.4843541575
2015-12-30 12:54:00,387.1429153987,408.3706663955
2015-12-30 13:54:00,388.8684787674,409.0003646745
2015-12-30 14:54:00,389.5036564136,409.0219375899
2015-12-30 15:54:00,389.2189975875,409.8558417225
2015-12-30 16:54:00,389.1233619815,411.7491537924
2015-12-30 17:54:00,388.3185671793,411.3968557129
2015-12-30 18:54:00,388.0124530526,411.5274832719
2015-12-30 19:54:00,377.3670566384,411.089667651
2015-12-30 20:54:00,378.3116210215,409.8050918638
2015-12-30 21:54:00,376.7486258464,410.0180081336
2015-12-30 22:54:00,372.2208206541,408.58159968
2015-12-30 23:54:00,378.054387011,407.5807405709
2015-12-31 00:54:00,379.3144618527,408.3843098319
2015-12-31 01:54:00,380.8213600351,409.5342315229
2015-12-31 02:54:00,380.0778881213,408.8124425621
2015-12-31 03:54:00,375.7611063136,410.0139527719
2015-12-31 04:54:00,373.9330399978,410.8217840855
2015-12-31 05:54:00,374.657040738,412.2509020766
2015-12-31 06:54:00,370.696342901,412.3339461295
2015-12-31 07:54:00,352.6803876415,412.2733220909
2015-12-31 08:54:00,358.400152836,412.7540301396
2015-12-31 09:54:00,358.9403699592,413.375786992
2015-12-31 10:54:00,362.8702881268,413.3876225737
2015-12-31 11:54:00,363.4268683006,413.8164977228
2015-12-31 12:54:00,363.2850940319,413.6114995108
2015-12-31 13:54:00,365.4295309373,414.6824229252
2015-12-31 14:54:00,369.6816075883,415.451991733
2015-12-31 15:54:00,370.269800148,416.9223237122
2015-12-31 16:54:00,370.687265263,415.5685117121
2015-12-31 17:54:00,371.4928550868,416.2419153192
2015-12-31 18:54:00,365.0983153768,414.7927550444
2015-12-31 19:54:00,356.6009060504,414.7081729096
2015-12-31 20:54:00,358.5546063273,413.1554987114
2015-12-31 21:54:00,359.021129753,412.8565189107
2015-12-31 22:54:00,361.5289086274,413.1529790141
2015-12-31 23:54:00,362.8698117992,411.7347860113
2016-01-01 00:54:00,362.7446644461,413.2926472531
2016-01-01 01:54:00,361.4041039559,413.6122368065
2016-01-01 02:54:00,361.7584368232,413.2349008128
2016-01-01 03:54:00,360.2159614277,413.2341702367
2016-01-01 04:54:00,356.9307508841,414.8172556035
2016-01-01 05:54:00,354.5986957535,414.8699463557
2016-01-01 06:53:00,354.6713545522,416.2415061155
2016-01-01 06:54:00,354.4827751049,416.24456448
2016-01-01 07:54:00,345.6391561806,412.4121989139
2016-01-01 08:53:00,355.0736183074,411.8069465905
2016-01-01 08:54:00,354.8674400136,411.8053571414
2016-01-01 09:53:00,355.2900629164,408.2334816918
2016-01-01 09:54:00,355.1809153713,408.2273893638
2016-01-01 10:53:00,358.5429620035,409.637724289
2016-01-01 10:54:00,358.2563263323,409.6399910995
2016-01-01 11:53:00,360.866765359,411.1045785432
2016-01-01 11:54:00,360.7920714594,411.1074926071
2016-01-01 12:53:00,361.9597211942,412.0215750408
2016-01-01 12:54:00,361.794984315,412.0241266123
2016-01-01 13:53:00,364.7923760178,412.4417387191
2016-01-01 13:54:00,364.4974798209,412.4427852603
2016-01-01 14:53:00,367.4985967185,411.9359979523
2016-01-01 14:54:00,367.4897033943,411.9349901297
2016-01-01 15:53:00,367.1788335801,409.9336225359
2016-01-01 15:54:00,367.0792798985,409.9302308461
2016-01-01 16:53:00,366.0411115223,411.8028890258
2016-01-01 16:54:00,365.916604984,411.8069550177
2016-01-01 17:53:00,361.8945379965,412.9252929368
2016-01-01 17:54:00,361.4633296324,412.9275376917
2016-01-01 18:53:00,359.7611028868,408.325105158
2016-01-01 18:54:00,359.7875471432,408.316277468
2016-01-01 19:54:00,354.6570544453,407.822028467
2016-01-01 20:53:00,365.0243492475,406.0789292932
2016-01-01 20:54:00,364.947781185,406.0758198445
2016-01-01 21:53:00,362.6505057982,407.2703051055
2016-01-01 21:54:00,362.518864627,407.2724755004
2016-01-01 22:53:00,363.0337198783,406.6260591215
2016-01-01 22:54:00,362.8821089317,406.6249798613
2016-01-01 23:53:00,370.17609384,406.5536975639
2016-01-01 23:54:00,370.1011956164,406.5534620194
2016-01-02 00:53:00,374.0443601447,406.5632541476
2016-01-02 00:54:00,373.9060572415,406.563391615
2016-01-02 01:53:00,370.6455094991,407.0984035523
2016-01-02 01:54:00,370.6188831318,407.0996988017
2016-01-02 02:53:00,367.8789374126,409.5301235692
2016-01-02 02:54:00,367.7757268279,409.5339129827
2016-01-02 03:53:00,368.0354058722,409.9256893578
2016-01-02 03:54:00,367.912225512,409.9273561114
2016-01-02 04:53:00,370.4424294761,411.8584016108
2016-01-02 04:54:00,370.3525474957,411.862107259
2016-01-02 05:53:00,373.5319619212,416.7040298315
2016-01-02 05:54:00,373.4986686816,416.7136266486
2016-01-02 06:53:00,377.3489005058,412.4331565645
2016-01-02 06:54:00,377.2620157908,412.4253751011
2016-01-02 07:54:00,370.879417167,410.5899741641
2016-01-02 08:53:00,379.3788783,408.929446812
2016-01-02 08:54:00,379.1724278312,408.9263625324
2016-01-02 09:53:00,379.671030718,408.6014391755
2016-01-02 09:54:00,379.5651801135,408.6008262103
2016-01-02 10:53:00,382.5211880089,408.0046376864
2016-01-02 10:54:00,382.4308968665,408.003229688
2016-01-02 11:53:00,383.2246175672,408.3130242163
2016-01-02 11:54:00,383.1054219097,408.3137305798
2016-01-02 12:53:00,384.7344867999,408.5677519874
2016-01-02 12:54:00,384.7020910437,408.5673797253
2016-01-02 13:53:00,385.5236244757,408.0631837725
