,time,chlora,depth,chlora_dark,chlora_corr
2645,2018-06-26 21:35:19.630433792,1.2138,47.02576498191135,1.1781,0.3518329245227273
2644,2018-06-26 21:35:18.500916224,1.2138,47.14079412450948,1.1781,0.3518329245227273
2639,2018-06-26 21:35:12.853058560,1.1781,47.156645884187824,1.1423999999999999,0.3411713207493113
2638,2018-06-26 21:35:11.723760640,1.2019000000000002,47.17495025353142,1.1662000000000001,0.34827905659825537
2640,2018-06-26 21:35:13.982788608,1.2257,47.19115054241197,1.19,0.3553867924471993
2643,2018-06-26 21:35:17.371399680,1.2733,47.226650490823445,1.2376,0.3696022641450873
2641,2018-06-26 21:35:15.112290816,1.1543,47.23828791472421,1.1186,0.33406358490036736
2642,2018-06-26 21:35:16.241803776,1.2138,47.25886172390514,1.1781,0.3518329245227273
2637,2018-06-26 21:35:10.594470400,1.1543,47.26800481849773,1.1186,0.33406358490036736
2636,2018-06-26 21:35:09.465218560,1.1662,47.41591898939007,1.1304999999999998,0.3376174528248393
2635,2018-06-26 21:35:08.335972864,1.1662,47.5667272533468,1.1304999999999998,0.3376174528248393
2634,2018-06-26 21:35:07.206706688,1.2376,47.6692887167097,1.2019,0.35894066037167127
2630,2018-06-26 21:35:02.689883136,1.1543,47.67608958006032,1.1186,0.33406358490036736
2631,2018-06-26 21:35:03.818988544,1.1900000000000002,47.6798805393566,1.1543,0.3447251886737833
2632,2018-06-26 21:35:04.948250112,1.2138,47.703872358812006,1.1781,0.3518329245227273
2629,2018-06-26 21:35:01.560338432,1.2733,47.71024592494295,1.2376,0.3696022641450873
2633,2018-06-26 21:35:06.077472768,1.2257,47.71078814534466,1.19,0.3553867924471993
2628,2018-06-26 21:35:00.430795264,1.2019000000000002,47.77743000616098,1.1662000000000001,0.34827905659825537
2627,2018-06-26 21:34:59.301290496,1.1186,47.861215553387446,1.0829,0.32340198112695134
2626,2018-06-26 21:34:58.171712512,1.1662,47.94202671675806,1.1304999999999998,0.3376174528248393
2625,2018-06-26 21:34:57.042193408,1.1781,48.01480830874582,1.1423999999999999,0.3411713207493113
2624,2018-06-26 21:34:55.912672768,1.2852,48.07592458752227,1.2494999999999998,0.3731561320695592
2623,2018-06-26 21:34:54.783118848,1.1186,48.121728798968284,1.0829,0.32340198112695134
2622,2018-06-26 21:34:53.653582848,1.1543,48.145784121717895,1.1186,0.33406358490036736
2620,2018-06-26 21:34:51.394467840,1.1662,48.14670931907664,1.1304999999999998,0.3376174528248393
2621,2018-06-26 21:34:52.524030976,1.1305,48.15359299748199,1.0948,0.32695584905142333
2619,2018-06-26 21:34:50.264961024,1.1662,48.15627436166735,1.1304999999999998,0.3376174528248393
2618,2018-06-26 21:34:49.135442432,1.1781,48.20469477760844,1.1423999999999999,0.3411713207493113
2617,2018-06-26 21:34:48.005906944,1.1424,48.29851374397159,1.1067,0.3305097169758953
2616,2018-06-26 21:34:46.876406784,1.1424,48.4176222177308,1.1067,0.3305097169758953
2615,2018-06-26 21:34:45.746885632,1.0829,48.52711380206028,1.0472,0.3127403773535353
2611,2018-06-26 21:34:41.229498880,1.1067,48.58738849004144,1.071,0.31984811320247936
2610,2018-06-26 21:34:40.099955712,1.1662,48.59682262370492,1.1304999999999998,0.3376174528248393
2614,2018-06-26 21:34:44.617360384,1.1781,48.60063038221203,1.1423999999999999,0.3411713207493113
2612,2018-06-26 21:34:42.358333440,1.1067,48.60771165168349,1.071,0.31984811320247936
2613,2018-06-26 21:34:43.487832576,1.1543,48.62527594424173,1.1186,0.33406358490036736
2609,2018-06-26 21:34:38.970436608,1.1067,48.65394379204501,1.071,0.31984811320247936
2608,2018-06-26 21:34:37.840859648,1.0710000000000002,48.75634178512739,1.0353,0.3091865094290634
2607,2018-06-26 21:34:36.711332352,1.0710000000000002,48.88335606003741,1.0353,0.3091865094290634
2601,2018-06-26 21:34:29.934154240,1.1781,48.90670445332965,1.1423999999999999,0.3411713207493113
2602,2018-06-26 21:34:31.063693312,1.0948,48.939315798814974,1.0591,0.31629424527800737
2600,2018-06-26 21:34:28.804663296,1.2138,48.9518836928863,1.1781,0.3518329245227273
2606,2018-06-26 21:34:35.581779456,1.0472,49.000938980487234,1.0114999999999998,0.30207877358011936
2603,2018-06-26 21:34:32.193220608,1.0710000000000002,49.01406715013387,1.0353,0.3091865094290634
2604,2018-06-26 21:34:33.322733568,1.0948,49.0718643621337,1.0591,0.31629424527800737
2605,2018-06-26 21:34:34.452256768,1.2138,49.07473370856167,1.1781,0.3518329245227273
2599,2018-06-26 21:34:27.675158016,1.0710000000000002,49.07582052106104,1.0353,0.3091865094290634
2598,2018-06-26 21:34:26.545634304,1.1186,49.24647219026371,1.0829,0.32340198112695134
2597,2018-06-26 21:34:25.416078336,1.0234,49.41022377933638,0.9877000000000001,0.29497103773117545
2596,2018-06-26 21:34:24.286575104,1.0710000000000002,49.52597118342159,1.0353,0.3091865094290634
2592,2018-06-26 21:34:19.768414720,1.0472,49.54265369681208,1.0114999999999998,0.30207877358011936
2591,2018-06-26 21:34:18.638882816,1.0115,49.55429076534468,0.9758000000000001,0.29141716980670346
2593,2018-06-26 21:34:20.897976832,1.1305,49.55601203267285,1.0948,0.32695584905142333
2595,2018-06-26 21:34:23.157009920,1.0829,49.57755456506664,1.0472,0.3127403773535353
2594,2018-06-26 21:34:22.027456512,1.0115,49.57768138888798,0.9758000000000001,0.29141716980670346
2590,2018-06-26 21:34:17.509137920,1.0234,49.59918719597983,0.9877000000000001,0.29497103773117545
2589,2018-06-26 21:34:16.379606528,1.0115,49.66895019376824,0.9758000000000001,0.29141716980670346
2588,2018-06-26 21:34:15.250077696,1.0234,49.743756750496566,0.9877000000000001,0.29497103773117545
2587,2018-06-26 21:34:14.120546816,0.9996,49.80591576227764,0.9639000000000001,0.28786330188223147
2586,2018-06-26 21:34:12.991019008,1.0710000000000002,49.84826405131511,1.0353,0.3091865094290634
2583,2018-06-26 21:34:09.602903552,1.0115,49.86197597394744,0.9758000000000001,0.29141716980670346
2585,2018-06-26 21:34:11.861443584,1.0353,49.86488601481537,0.9996000000000002,0.29852490565564743
2584,2018-06-26 21:34:10.732150784,0.9877,49.86529615688835,0.9520000000000001,0.2843094339577594
2582,2018-06-26 21:34:08.473595392,1.0472,49.878500466298206,1.0114999999999998,0.30207877358011936
2581,2018-06-26 21:34:07.344324608,1.0234,49.929050320724606,0.9877000000000001,0.29497103773117545
2580,2018-06-26 21:34:06.215050752,1.0234,50.01606859907281,0.9877000000000001,0.29497103773117545
2579,2018-06-26 21:34:05.085766656,0.9758,50.1288513485677,0.9401,0.28075556603328744
2578,2018-06-26 21:34:03.956551168,0.9877,50.250086394933234,0.9520000000000001,0.2843094339577594
2577,2018-06-26 21:34:02.827291648,1.1067,50.355909431675975,1.071,0.31984811320247936
2572,2018-06-26 21:33:57.179639296,0.9401,50.42483846036938,0.9044000000000001,0.2700939622598715
2576,2018-06-26 21:34:01.697705984,0.9758,50.42704645800495,0.9401,0.28075556603328744
2573,2018-06-26 21:33:58.309172224,0.9282,50.43323219618,0.8925000000000001,0.2665400943353995
2571,2018-06-26 21:33:56.050106368,0.9401,50.44021842391914,0.9044000000000001,0.2700939622598715
2574,2018-06-26 21:33:59.438683648,0.9639,50.45361041964912,0.9282,0.27720169810881545
2575,2018-06-26 21:34:00.568222720,0.9044,50.459416692933615,0.8687,0.2594323584864555
2570,2018-06-26 21:33:54.920605184,1.0710000000000002,50.48219915205591,1.0353,0.3091865094290634
2569,2018-06-26 21:33:53.791063040,0.9282,50.53988800713533,0.8925000000000001,0.2665400943353995
2568,2018-06-26 21:33:52.661528064,0.9044,50.60187120522984,0.8687,0.2594323584864555
2567,2018-06-26 21:33:51.532035072,0.8687,50.66425186228618,0.8330000000000001,0.24877075471303953
2566,2018-06-26 21:33:50.402528256,0.8568,50.72355005860739,0.8211,0.2452168867885675
2565,2018-06-26 21:33:49.273033216,0.9044,50.787691288026735,0.8687,0.2594323584864555
2564,2018-06-26 21:33:48.143497216,0.9996,50.85518143035576,0.9639000000000001,0.28786330188223147
2563,2018-06-26 21:33:47.014008832,0.8806,50.92449204681972,0.8449000000000001,0.25232462263751154
2562,2018-06-26 21:33:45.884502016,0.9044,50.9922424673919,0.8687,0.2594323584864555
2561,2018-06-26 21:33:44.754988544,0.8568,51.05110983651946,0.8211,0.2452168867885675
2560,2018-06-26 21:33:43.625519616,0.9163,51.09311685626791,0.8806,0.2629862264109275
2559,2018-06-26 21:33:42.496015360,0.9163,51.12524175682992,0.8806,0.2629862264109275
2558,2018-06-26 21:33:41.366515712,0.8211,51.152175536759536,0.7854000000000001,0.23455528301515155
2557,2018-06-26 21:33:40.237025792,0.8211,51.18609646025626,0.7854000000000001,0.23455528301515155
2556,2018-06-26 21:33:39.107512832,0.8092,51.23498863257652,0.7735000000000001,0.23100141509067956
2555,2018-06-26 21:33:37.978044416,0.8449000000000001,51.29488005133345,0.8092000000000001,0.24166301886409555
2554,2018-06-26 21:33:36.848521216,0.8568,51.35902756774696,0.8211,0.2452168867885675
2553,2018-06-26 21:33:35.718992896,0.7854000000000001,51.41326612441368,0.7497000000000001,0.2238936792417356
2552,2018-06-26 21:33:34.589550592,0.8925000000000001,51.44962423603208,0.8568000000000001,0.25587849056198353
2551,2018-06-26 21:33:33.460004352,0.7973,51.47271039717041,0.7616,0.22744754716620758
2550,2018-06-26 21:33:32.330471424,0.8449000000000001,51.481792988562304,0.8092000000000001,0.24166301886409555
2549,2018-06-26 21:33:31.200945152,0.7854000000000001,51.49979000255208,0.7497000000000001,0.2238936792417356
2548,2018-06-26 21:33:30.071388672,0.7973,51.53305852371169,0.7616,0.22744754716620758
2547,2018-06-26 21:33:28.941893120,1.0472,51.59068696410515,1.0114999999999998,0.30207877358011936
2546,2018-06-26 21:33:27.812349440,0.8330000000000001,51.67029798871816,0.7973000000000001,0.23810915093962357
2545,2018-06-26 21:33:26.682856960,0.8211,51.76565515563864,0.7854000000000001,0.23455528301515155
2544,2018-06-26 21:33:25.553359872,0.7973,51.8613725738678,0.7616,0.22744754716620758
2543,2018-06-26 21:33:24.423880192,0.8211,51.9412179072571,0.7854000000000001,0.23455528301515155
2542,2018-06-26 21:33:23.294348288,0.8449000000000001,51.98858826042347,0.8092000000000001,0.24166301886409555
2541,2018-06-26 21:33:22.164798976,0.7854000000000001,52.01311455720376,0.7497000000000001,0.2238936792417356
2540,2018-06-26 21:33:21.035087872,0.8211,52.02378696904425,0.7854000000000001,0.23455528301515155
2539,2018-06-26 21:33:19.905598976,0.7497,52.03856724876693,0.7140000000000001,0.2132320754683196
2538,2018-06-26 21:33:18.776057856,0.7735000000000001,52.07308521225513,0.7378000000000001,0.2203398113172636
2537,2018-06-26 21:33:17.646538752,0.7616,52.13334878453892,0.7259000000000001,0.21678594339279159
2536,2018-06-26 21:33:16.517046784,0.7854000000000001,52.21246296678048,0.7497000000000001,0.2238936792417356
2535,2018-06-26 21:33:15.387537920,0.7616,52.29534322191873,0.7259000000000001,0.21678594339279159
2534,2018-06-26 21:33:14.258004992,0.7259000000000001,52.35860716832994,0.6902000000000001,0.20612433961937562
2533,2018-06-26 21:33:13.128446976,0.7973,52.39611303429247,0.7616,0.22744754716620758
2532,2018-06-26 21:33:11.998947840,0.7378,52.40929182993742,0.7021000000000001,0.2096782075438476
2531,2018-06-26 21:33:10.869679616,0.8092,52.4135471893858,0.7735000000000001,0.23100141509067956
2530,2018-06-26 21:33:09.740427264,0.7735000000000001,52.42634171937532,0.7378000000000001,0.2203398113172636
2529,2018-06-26 21:31:21.467364864,0.6188,57.08139579761204,0.5831000000000001,0.17413952829912768
2528,2018-06-26 21:31:20.338631680,0.5831000000000001,57.13380739598709,0.5474000000000001,0.1634779245257117
2527,2018-06-26 21:31:19.209121792,0.7021000000000001,57.19935062671463,0.6664000000000001,0.19901660377043162
2526,2018-06-26 21:31:18.079557632,0.5950000000000001,57.27200289232867,0.5593000000000001,0.1670317924501837
2525,2018-06-26 21:31:16.950083072,0.6188,57.339099498486455,0.5831000000000001,0.17413952829912768
2524,2018-06-26 21:31:15.821358080,0.5831000000000001,57.39372924571614,0.5474000000000001,0.1634779245257117
2523,2018-06-26 21:31:14.692633088,0.5831000000000001,57.43264220423577,0.5474000000000001,0.1634779245257117
2522,2018-06-26 21:31:13.563160576,0.6069,57.46159451646376,0.5712,0.17058566037465567
2521,2018-06-26 21:31:12.434375168,0.5712,57.49129813401509,0.5355000000000001,0.1599240566012397
2520,2018-06-26 21:31:11.305928192,0.5593,57.53925597374041,0.5236000000000001,0.15637018867676772
2519,2018-06-26 21:31:10.177473536,0.5593,57.609363375144326,0.5236000000000001,0.15637018867676772
2518,2018-06-26 21:31:09.048228352,0.6069,57.69255302518378,0.5712,0.17058566037465567
2517,2018-06-26 21:31:07.919816192,0.5474,57.77689052204385,0.5117,0.1528163207522957
2516,2018-06-26 21:31:06.790584320,0.5950000000000001,57.84717464524287,0.5593000000000001,0.1670317924501837
2515,2018-06-26 21:31:05.662139904,0.5831000000000001,57.89514384964917,0.5474000000000001,0.1634779245257117
2514,2018-06-26 21:31:04.533667840,0.5712,57.922491259465694,0.5355000000000001,0.1599240566012397
2513,2018-06-26 21:31:03.404459008,0.8211,57.933370740648414,0.7854000000000001,0.23455528301515155
2512,2018-06-26 21:31:02.276212224,0.5831000000000001,57.94446294317159,0.5474000000000001,0.1634779245257117
2511,2018-06-26 21:31:01.147268096,0.5712,57.96607736858041,0.5355000000000001,0.1599240566012397
2510,2018-06-26 21:31:00.018575360,0.5831000000000001,57.99655662322452,0.5474000000000001,0.1634779245257117
2509,2018-06-26 21:30:58.889003520,0.6664000000000001,58.04251787707426,0.6307000000000001,0.18835499999701566
2508,2018-06-26 21:30:57.759466496,0.5950000000000001,58.098149510191945,0.5593000000000001,0.1670317924501837
2507,2018-06-26 21:30:56.630724096,0.5593,58.16419969367889,0.5236000000000001,0.15637018867676772
