practical_salinity,Nitrate uMol L-1,time UTC,seawater_temperature °C,corr Nitrate umol L-1,depth (m),Date and Time,Date UTC,time UTC,Date Local,Time Local,,,
33.13094,20.39,2020-08-07T08:14:38Z,8.539638,20.74108,48.52226,8/7/20 8:14,8/7/20,8:14:38,8/7/20 1:14,1:14:38,,,
32.98307,20.36,2020-08-07T08:15:18Z,8.407553,20.92946,46.798717,8/7/20 8:15,8/7/20,8:15:18,8/7/20 1:15,1:15:18,,,
32.99638,20.02,2020-08-07T08:15:19Z,8.409509,20.97352,46.80141,8/7/20 8:15,8/7/20,8:15:19,8/7/20 1:15,1:15:19,,,
32.88612,18.88,2020-08-07T08:15:57Z,8.344401,19.802675,45.22881,8/7/20 8:15,8/7/20,8:15:57,8/7/20 1:15,1:15:57,,,
32.884186,19.34,2020-08-07T08:15:58Z,8.345991,19.57328,45.21586,8/7/20 8:15,8/7/20,8:15:58,8/7/20 1:15,1:15:58,,,
32.818134,18.31,2020-08-07T08:16:37Z,8.332488,18.580408,43.525997,8/7/20 8:16,8/7/20,8:16:37,8/7/20 1:16,1:16:37,,,
32.81682,17.85,2020-08-07T08:16:38Z,8.332982,18.64658,43.49633,8/7/20 8:16,8/7/20,8:16:38,8/7/20 1:16,1:16:38,,,
32.800102,18.51,2020-08-07T08:17:18Z,8.333978,18.654482,41.893726,8/7/20 8:17,8/7/20,8:17:18,8/7/20 1:17,1:17:18,,,
32.80158,17.82,2020-08-07T08:17:19Z,8.3350725,18.559557,41.883266,8/7/20 8:17,8/7/20,8:17:19,8/7/20 1:17,1:17:19,,,
32.78494,17.56,2020-08-07T08:17:57Z,8.33359,18.470596,40.114777,8/7/20 8:17,8/7/20,8:17:57,8/7/20 1:17,1:17:57,,,
32.78763,18.02,2020-08-07T08:17:58Z,8.333639,18.423204,40.108616,8/7/20 8:17,8/7/20,8:17:58,8/7/20 1:17,1:17:58,,,
32.786156,17.96,2020-08-07T08:18:37Z,8.334349,18.303112,38.506332,8/7/20 8:18,8/7/20,8:18:37,8/7/20 1:18,1:18:37,,,
32.786087,17.71,2020-08-07T08:18:38Z,8.334475,18.315975,38.456284,8/7/20 8:18,8/7/20,8:18:38,8/7/20 1:18,1:18:38,,,
32.774445,17.95,2020-08-07T08:19:18Z,8.335616,18.265066,36.79386,8/7/20 8:19,8/7/20,8:19:18,8/7/20 1:19,1:19:18,,,
32.774666,18.03,2020-08-07T08:19:19Z,8.335559,18.17494,36.76814,8/7/20 8:19,8/7/20,8:19:19,8/7/20 1:19,1:19:19,,,
32.74919,18.02,2020-08-07T08:19:58Z,8.349097,18.067928,35.273285,8/7/20 8:19,8/7/20,8:19:58,8/7/20 1:19,1:19:58,,,
32.749443,16.96,2020-08-07T08:19:59Z,8.349059,17.896807,35.217957,8/7/20 8:19,8/7/20,8:19:59,8/7/20 1:19,1:19:59,,,
32.73321,17.75,2020-08-07T08:20:38Z,8.356776,17.710592,33.561394,8/7/20 8:20,8/7/20,8:20:38,8/7/20 1:20,1:20:38,,,
32.73398,16.8,2020-08-07T08:20:39Z,8.35673,17.77345,33.56332,8/7/20 8:20,8/7/20,8:20:39,8/7/20 1:20,1:20:39,,,
32.705414,17.22,2020-08-07T08:21:19Z,8.366658,17.390694,31.727797,8/7/20 8:21,8/7/20,8:21:19,8/7/20 1:21,1:21:19,,,
32.70443,16.99,2020-08-07T08:21:20Z,8.36727,17.575968,31.66366,8/7/20 8:21,8/7/20,8:21:20,8/7/20 1:21,1:21:20,,,
32.688244,16.2,2020-08-07T08:21:58Z,8.386598,17.25055,30.147444,8/7/20 8:21,8/7/20,8:21:58,8/7/20 1:21,1:21:58,,,
32.6899,17.02,2020-08-07T08:21:59Z,8.384766,17.101458,30.162552,8/7/20 8:21,8/7/20,8:21:59,8/7/20 1:21,1:21:59,,,
32.63396,15.9,2020-08-07T08:22:38Z,8.445152,15.897274,28.477066,8/7/20 8:22,8/7/20,8:22:38,8/7/20 1:22,1:22:38,,,
32.634193,14.68,2020-08-07T08:22:39Z,8.445308,15.959325,28.442503,8/7/20 8:22,8/7/20,8:22:39,8/7/20 1:22,1:22:39,,,
32.574627,15.01,2020-08-07T08:23:19Z,8.455898,15.087944,26.735886,8/7/20 8:23,8/7/20,8:23:19,8/7/20 1:23,1:23:19,,,
32.576534,14.92,2020-08-07T08:23:20Z,8.456457,15.1683655,26.638746,8/7/20 8:23,8/7/20,8:23:20,8/7/20 1:23,1:23:20,,,
32.548588,14.61,2020-08-07T08:23:58Z,8.465307,14.705256,25.070446,8/7/20 8:23,8/7/20,8:23:58,8/7/20 1:23,1:23:58,,,
32.504856,13.52,2020-08-07T08:24:37Z,8.529538,13.522942,23.366272,8/7/20 8:24,8/7/20,8:24:37,8/7/20 1:24,1:24:37,,,
32.497692,13.53,2020-08-07T08:24:38Z,8.553935,13.555894,23.211357,8/7/20 8:24,8/7/20,8:24:38,8/7/20 1:24,1:24:38,,,
32.443375,10.38,2020-08-07T08:25:18Z,8.649675,11.063474,21.940046,8/7/20 8:25,8/7/20,8:25:18,8/7/20 1:25,1:25:18,,,
32.446484,11.26,2020-08-07T08:25:19Z,8.649916,11.106072,21.822695,8/7/20 8:25,8/7/20,8:25:19,8/7/20 1:25,1:25:19,,,
32.361675,9.18,2020-08-07T08:25:57Z,8.862976,9.501258,20.326733,8/7/20 8:25,8/7/20,8:25:57,8/7/20 1:25,1:25:57,,,
32.36404,9.79,2020-08-07T08:25:58Z,8.852444,9.541788,20.330786,8/7/20 8:25,8/7/20,8:25:58,8/7/20 1:25,1:25:58,,,
32.33341,8.58,2020-08-07T08:26:37Z,9.047079,8.997283,18.163372,8/7/20 8:26,8/7/20,8:26:37,8/7/20 1:26,1:26:37,,,
32.343163,8.6,2020-08-07T08:26:38Z,9.034189,8.9678335,18.285135,8/7/20 8:26,8/7/20,8:26:38,8/7/20 1:26,1:26:38,,,
32.354465,8.49,2020-08-07T08:27:17Z,9.234109,7.906256,16.666649,8/7/20 8:27,8/7/20,8:27:17,8/7/20 1:27,1:27:17,,,
32.326782,7.92,2020-08-07T08:27:18Z,9.294143,7.7707047,16.576706,8/7/20 8:27,8/7/20,8:27:18,8/7/20 1:27,1:27:18,,,
32.30428,7.83,2020-08-07T08:27:56Z,9.384411,7.514355,15.281219,8/7/20 8:27,8/7/20,8:27:56,8/7/20 1:27,1:27:56,,,
32.313248,7.14,2020-08-07T08:27:57Z,9.391313,7.5312395,15.164306,8/7/20 8:27,8/7/20,8:27:57,8/7/20 1:27,1:27:57,,,
32.283257,6.78,2020-08-07T08:28:35Z,9.59799,6.839278,13.659738,8/7/20 8:28,8/7/20,8:28:35,8/7/20 1:28,1:28:35,,,
32.272663,6.41,2020-08-07T08:28:36Z,9.596311,6.8456373,13.68318,8/7/20 8:28,8/7/20,8:28:36,8/7/20 1:28,1:28:36,,,
32.27496,6.02,2020-08-07T08:29:15Z,9.821292,5.6480756,12.325231,8/7/20 8:29,8/7/20,8:29:15,8/7/20 1:29,1:29:15,,,
32.346706,5.7,2020-08-07T08:29:16Z,9.88057,5.387534,11.825841,8/7/20 8:29,8/7/20,8:29:16,8/7/20 1:29,1:29:16,,,
32.952164,-0.73,2020-08-07T08:29:55Z,13.372613,-2.1579387,10.373962,8/7/20 8:29,8/7/20,8:29:55,8/7/20 1:29,1:29:55,,,
32.482697,-0.46,2020-08-07T08:29:56Z,14.244171,-2.471154,9.9882765,8/7/20 8:29,8/7/20,8:29:56,8/7/20 1:29,1:29:56,,,
32.25829,-0.85,2020-08-07T08:30:36Z,14.7403345,-0.21017762,9.048152,8/7/20 8:30,8/7/20,8:30:36,8/7/20 1:30,1:30:36,,,
32.262486,-1.82,2020-08-07T08:30:37Z,14.7275715,-0.4518986,9.199499,8/7/20 8:30,8/7/20,8:30:37,8/7/20 1:30,1:30:37,,,
32.25899,-1.03,2020-08-07T08:31:15Z,14.85836,-0.4279135,7.741549,8/7/20 8:31,8/7/20,8:31:15,8/7/20 1:31,1:31:15,,,
32.271694,-1.05,2020-08-07T08:31:16Z,14.856084,-0.3852174,7.56571,8/7/20 8:31,8/7/20,8:31:16,8/7/20 1:31,1:31:16,,,
33.97656,30.61,2020-08-07T20:41:11Z,7.3233924,32.132774,192.7165,8/7/20 20:41,8/7/20,20:41:11,8/7/20 13:41,13:41:11,,,
33.976696,30.87,2020-08-07T20:41:12Z,7.323454,32.136284,192.71729,8/7/20 20:41,8/7/20,20:41:12,8/7/20 13:41,13:41:12,,,
33.976574,30.46,2020-08-07T20:41:52Z,7.3242044,32.142387,192.7255,8/7/20 20:41,8/7/20,20:41:52,8/7/20 13:41,13:41:52,,,
33.976463,31.66,2020-08-07T20:41:53Z,7.324246,31.987318,192.72478,8/7/20 20:41,8/7/20,20:41:53,8/7/20 13:41,13:41:53,,,
33.976376,31.53,2020-08-07T20:42:31Z,7.3246083,32.06334,191.51277,8/7/20 20:42,8/7/20,20:42:31,8/7/20 13:42,13:42:31,,,
33.97648,30.83,2020-08-07T20:42:32Z,7.3246083,32.022892,191.46333,8/7/20 20:42,8/7/20,20:42:32,8/7/20 13:42,13:42:32,,,
33.97601,31.33,2020-08-07T20:43:11Z,7.328493,32.156574,189.54277,8/7/20 20:43,8/7/20,20:43:11,8/7/20 13:43,13:43:11,,,
33.97612,31.62,2020-08-07T20:43:12Z,7.3283715,32.04475,189.49387,8/7/20 20:43,8/7/20,20:43:12,8/7/20 13:43,13:43:12,,,
33.976112,30.81,2020-08-07T20:43:51Z,7.3316965,31.990988,187.57364,8/7/20 20:43,8/7/20,20:43:51,8/7/20 13:43,13:43:51,,,
33.975998,31.23,2020-08-07T20:43:52Z,7.33187,32.050797,187.52428,8/7/20 20:43,8/7/20,20:43:52,8/7/20 13:43,13:43:52,,,
33.975525,30.32,2020-08-07T20:44:32Z,7.338454,31.984999,185.60435,8/7/20 20:44,8/7/20,20:44:32,8/7/20 13:44,13:44:32,,,
33.975388,31.19,2020-08-07T20:44:33Z,7.338512,32.07601,185.55402,8/7/20 20:44,8/7/20,20:44:33,8/7/20 13:44,13:44:33,,,
33.97295,30.5,2020-08-07T20:45:12Z,7.3526516,31.896572,183.6392,8/7/20 20:45,8/7/20,20:45:12,8/7/20 13:45,13:45:12,,,
33.974342,30.69,2020-08-07T20:45:13Z,7.351861,32.067513,183.58977,8/7/20 20:45,8/7/20,20:45:13,8/7/20 13:45,13:45:13,,,
33.973183,31.35,2020-08-07T20:45:52Z,7.3657413,31.908106,181.65723,8/7/20 20:45,8/7/20,20:45:52,8/7/20 13:45,13:45:52,,,
33.972294,30.23,2020-08-07T20:45:53Z,7.36555,31.935476,181.60522,8/7/20 20:45,8/7/20,20:45:53,8/7/20 13:45,13:45:53,,,
33.970695,30.59,2020-08-07T20:46:32Z,7.3840303,31.839087,179.69339,8/7/20 20:46,8/7/20,20:46:32,8/7/20 13:46,13:46:32,,,
33.970543,31.22,2020-08-07T20:46:33Z,7.384001,31.864355,179.64272,8/7/20 20:46,8/7/20,20:46:33,8/7/20 13:46,13:46:33,,,
33.970284,31.08,2020-08-07T20:47:12Z,7.3864994,31.80366,177.75044,8/7/20 20:47,8/7/20,20:47:12,8/7/20 13:47,13:47:12,,,
33.970375,31.04,2020-08-07T20:47:13Z,7.3864865,31.997955,177.70164,8/7/20 20:47,8/7/20,20:47:13,8/7/20 13:47,13:47:13,,,
33.970345,30.72,2020-08-07T20:47:52Z,7.387125,31.86152,175.77248,8/7/20 20:47,8/7/20,20:47:52,8/7/20 13:47,13:47:52,,,
33.970444,30.89,2020-08-07T20:47:53Z,7.3871737,31.78161,175.72575,8/7/20 20:47,8/7/20,20:47:53,8/7/20 13:47,13:47:53,,,
33.97046,31.18,2020-08-07T20:48:33Z,7.386282,31.94905,173.80661,8/7/20 20:48,8/7/20,20:48:33,8/7/20 13:48,13:48:33,,,
33.970333,31.07,2020-08-07T20:48:34Z,7.3863163,31.95812,173.76115,8/7/20 20:48,8/7/20,20:48:34,8/7/20 13:48,13:48:34,,,
33.970505,31.12,2020-08-07T20:49:13Z,7.385533,31.972229,171.86298,8/7/20 20:49,8/7/20,20:49:13,8/7/20 13:49,13:49:13,,,
33.97068,30.9,2020-08-07T20:49:14Z,7.385443,31.823772,171.81305,8/7/20 20:49,8/7/20,20:49:14,8/7/20 13:49,13:49:14,,,
33.971214,31.25,2020-08-07T20:49:53Z,7.3911276,31.783552,169.88095,8/7/20 20:49,8/7/20,20:49:53,8/7/20 13:49,13:49:53,,,
33.971203,31.28,2020-08-07T20:49:54Z,7.3919053,31.750778,169.83311,8/7/20 20:49,8/7/20,20:49:54,8/7/20 13:49,13:49:54,,,
33.970398,30.47,2020-08-07T20:50:34Z,7.403931,31.762053,167.92001,8/7/20 20:50,8/7/20,20:50:34,8/7/20 13:50,13:50:34,,,
33.97029,31.37,2020-08-07T20:50:35Z,7.402885,31.762802,167.86989,8/7/20 20:50,8/7/20,20:50:35,8/7/20 13:50,13:50:35,,,
33.96607,30.46,2020-08-07T20:51:14Z,7.4273314,31.585987,166.03082,8/7/20 20:51,8/7/20,20:51:14,8/7/20 13:51,13:51:14,,,
33.965244,30.81,2020-08-07T20:51:15Z,7.4253283,31.61249,165.9831,8/7/20 20:51,8/7/20,20:51:15,8/7/20 13:51,13:51:15,,,
33.965115,30.61,2020-08-07T20:51:54Z,7.4489093,31.602121,164.12149,8/7/20 20:51,8/7/20,20:51:54,8/7/20 13:51,13:51:54,,,
33.96536,30.12,2020-08-07T20:51:55Z,7.4483714,31.606115,164.07672,8/7/20 20:51,8/7/20,20:51:55,8/7/20 13:51,13:51:55,,,
33.965824,30.62,2020-08-07T20:52:35Z,7.451621,31.561089,162.22986,8/7/20 20:52,8/7/20,20:52:35,8/7/20 13:52,13:52:35,,,
33.965137,31.65,2020-08-07T20:52:36Z,7.452052,31.582952,162.18317,8/7/20 20:52,8/7/20,20:52:36,8/7/20 13:52,13:52:36,,,
33.963627,31.42,2020-08-07T20:53:14Z,7.458425,31.412748,160.36977,8/7/20 20:53,8/7/20,20:53:14,8/7/20 13:53,13:53:14,,,
33.96463,30,2020-08-07T20:53:15Z,7.4588103,31.499939,160.31735,8/7/20 20:53,8/7/20,20:53:15,8/7/20 13:53,13:53:15,,,
33.964783,30.11,2020-08-07T20:53:55Z,7.455002,31.460413,158.45355,8/7/20 20:53,8/7/20,20:53:55,8/7/20 13:53,13:53:55,,,
33.964737,30.99,2020-08-07T20:53:56Z,7.455255,31.653446,158.40358,8/7/20 20:53,8/7/20,20:53:56,8/7/20 13:53,13:53:56,,,
33.964046,30.8,2020-08-07T20:54:34Z,7.458144,31.454504,156.60654,8/7/20 20:54,8/7/20,20:54:34,8/7/20 13:54,13:54:34,,,
33.96398,31.13,2020-08-07T20:54:35Z,7.4581084,31.602188,156.55945,8/7/20 20:54,8/7/20,20:54:35,8/7/20 13:54,13:54:35,,,
33.96319,31.15,2020-08-07T20:55:14Z,7.4610796,31.480381,154.69005,8/7/20 20:55,8/7/20,20:55:14,8/7/20 13:55,13:55:14,,,
33.963223,30.15,2020-08-07T20:55:15Z,7.461034,31.644148,154.64165,8/7/20 20:55,8/7/20,20:55:15,8/7/20 13:55,13:55:15,,,
33.962715,30.93,2020-08-07T20:55:54Z,7.465022,31.583214,152.8036,8/7/20 20:55,8/7/20,20:55:54,8/7/20 13:55,13:55:54,,,
33.96267,30.26,2020-08-07T20:55:55Z,7.4650216,31.37754,152.75677,8/7/20 20:55,8/7/20,20:55:55,8/7/20 13:55,13:55:55,,,
33.96198,31.25,2020-08-07T20:56:35Z,7.4700856,31.656763,150.90831,8/7/20 20:56,8/7/20,20:56:35,8/7/20 13:56,13:56:35,,,
33.96159,31.26,2020-08-07T20:56:36Z,7.4707274,31.744524,150.86243,8/7/20 20:56,8/7/20,20:56:36,8/7/20 13:56,13:56:36,,,
33.961235,30.53,2020-08-07T20:57:14Z,7.4734535,31.694996,149.04387,8/7/20 20:57,8/7/20,20:57:14,8/7/20 13:57,13:57:14,,,
33.961258,30.54,2020-08-07T20:57:15Z,7.4734535,31.652248,149.00006,8/7/20 20:57,8/7/20,20:57:15,8/7/20 13:57,13:57:15,,,
33.960762,30.74,2020-08-07T20:57:54Z,7.4759293,31.644123,147.15662,8/7/20 20:57,8/7/20,20:57:54,8/7/20 13:57,13:57:54,,,
33.960808,31.46,2020-08-07T20:57:55Z,7.476111,31.774115,147.10672,8/7/20 20:57,8/7/20,20:57:55,8/7/20 13:57,13:57:55,,,
33.960777,31.02,2020-08-07T20:58:35Z,7.4781857,31.591488,145.24724,8/7/20 20:58,8/7/20,20:58:35,8/7/20 13:58,13:58:35,,,
33.96079,30.94,2020-08-07T20:58:36Z,7.478201,31.806139,145.19955,8/7/20 20:58,8/7/20,20:58:36,8/7/20 13:58,13:58:36,,,
33.96144,31.5,2020-08-07T20:59:14Z,7.483114,31.66315,143.39503,8/7/20 20:59,8/7/20,20:59:14,8/7/20 13:59,13:59:14,,,
33.9616,30.77,2020-08-07T20:59:15Z,7.483418,31.718538,143.34355,8/7/20 20:59,8/7/20,20:59:15,8/7/20 13:59,13:59:15,,,
33.96547,31.09,2020-08-07T20:59:54Z,7.5033813,31.578163,141.48582,8/7/20 20:59,8/7/20,20:59:54,8/7/20 13:59,13:59:54,,,
33.96608,30.75,2020-08-07T20:59:55Z,7.505745,31.62525,141.43391,8/7/20 20:59,8/7/20,20:59:55,8/7/20 13:59,13:59:55,,,
33.94915,30.86,2020-08-07T21:00:35Z,7.6545486,31.439575,139.58115,8/7/20 21:00,8/7/20,21:00:35,8/7/20 14:00,14:00:35,,,
33.949017,31.14,2020-08-07T21:00:36Z,7.6545486,31.296743,139.53476,8/7/20 21:00,8/7/20,21:00:36,8/7/20 14:00,14:00:36,,,
33.939674,30.03,2020-08-07T21:01:14Z,7.687911,30.71615,137.71494,8/7/20 21:01,8/7/20,21:01:14,8/7/20 14:01,14:01:14,,,
33.943394,30.1,2020-08-07T21:01:15Z,7.684284,30.824842,137.66943,8/7/20 21:01,8/7/20,21:01:15,8/7/20 14:01,14:01:15,,,
33.93644,29.92,2020-08-07T21:01:54Z,7.715555,30.786325,135.79802,8/7/20 21:01,8/7/20,21:01:54,8/7/20 14:01,14:01:54,,,
33.936054,31.08,2020-08-07T21:01:56Z,7.713729,30.833437,135.75768,8/7/20 21:01,8/7/20,21:01:56,8/7/20 14:01,14:01:56,,,
33.929913,30,2020-08-07T21:02:34Z,7.7629967,30.542164,133.96603,8/7/20 21:02,8/7/20,21:02:34,8/7/20 14:02,14:02:34,,,
33.928757,30.32,2020-08-07T21:02:35Z,7.763822,30.503403,133.91644,8/7/20 21:02,8/7/20,21:02:35,8/7/20 14:02,14:02:35,,,
33.91278,29.92,2020-08-07T21:03:13Z,7.780034,30.392591,132.07779,8/7/20 21:03,8/7/20,21:03:13,8/7/20 14:03,14:03:13,,,
33.93133,29.05,2020-08-07T21:03:14Z,7.7645655,30.444765,132.0313,8/7/20 21:03,8/7/20,21:03:14,8/7/20 14:03,14:03:14,,,
33.928547,29.84,2020-08-07T21:03:54Z,7.7816486,30.434439,130.17094,8/7/20 21:03,8/7/20,21:03:54,8/7/20 14:03,14:03:54,,,
33.92704,29.62,2020-08-07T21:03:55Z,7.78555,30.42909,130.12402,8/7/20 21:03,8/7/20,21:03:55,8/7/20 14:03,14:03:55,,,
33.907856,28.92,2020-08-07T21:04:34Z,7.8948517,30.104034,128.2983,8/7/20 21:04,8/7/20,21:04:34,8/7/20 14:04,14:04:34,,,
33.907513,28.8,2020-08-07T21:04:35Z,7.896155,30.223793,128.25456,8/7/20 21:04,8/7/20,21:04:35,8/7/20 14:04,14:04:35,,,
33.90664,28.54,2020-08-07T21:05:14Z,7.902697,30.18805,126.469215,8/7/20 21:05,8/7/20,21:05:14,8/7/20 14:05,14:05:14,,,
33.906494,29.32,2020-08-07T21:05:15Z,7.902452,30.196438,126.42596,8/7/20 21:05,8/7/20,21:05:15,8/7/20 14:05,14:05:15,,,
33.907967,29.8,2020-08-07T21:05:55Z,7.8905587,30.082542,124.64262,8/7/20 21:05,8/7/20,21:05:55,8/7/20 14:05,14:05:55,,,
33.908463,30.21,2020-08-07T21:05:56Z,7.8898525,30.26565,124.59522,8/7/20 21:05,8/7/20,21:05:56,8/7/20 14:05,14:05:56,,,
33.90154,29.12,2020-08-07T21:06:34Z,7.906358,30.121082,122.839005,8/7/20 21:06,8/7/20,21:06:34,8/7/20 14:06,14:06:34,,,
33.901474,29.06,2020-08-07T21:06:35Z,7.9064474,30.2839,122.79195,8/7/20 21:06,8/7/20,21:06:35,8/7/20 14:06,14:06:35,,,
33.901123,29.52,2020-08-07T21:07:14Z,7.907023,29.955896,121.010025,8/7/20 21:07,8/7/20,21:07:14,8/7/20 14:07,14:07:14,,,
33.901115,28.99,2020-08-07T21:07:15Z,7.9071164,30.053078,120.96686,8/7/20 21:07,8/7/20,21:07:15,8/7/20 14:07,14:07:15,,,
33.902252,28.99,2020-08-07T21:07:55Z,7.9038935,29.70488,119.19006,8/7/20 21:07,8/7/20,21:07:55,8/7/20 14:07,14:07:55,,,
33.90226,29.37,2020-08-07T21:07:56Z,7.9034023,29.792595,119.149284,8/7/20 21:07,8/7/20,21:07:56,8/7/20 14:07,14:07:56,,,
33.901325,27.9,2020-08-07T21:08:34Z,7.910771,29.673176,117.406494,8/7/20 21:08,8/7/20,21:08:34,8/7/20 14:08,14:08:34,,,
33.900204,28.71,2020-08-07T21:08:35Z,7.913708,29.850266,117.35602,8/7/20 21:08,8/7/20,21:08:35,8/7/20 14:08,14:08:35,,,
33.898453,28.78,2020-08-07T21:09:14Z,7.9198403,29.63852,115.5647,8/7/20 21:09,8/7/20,21:09:14,8/7/20 14:09,14:09:14,,,
33.89912,28.94,2020-08-07T21:09:15Z,7.9199104,29.652987,115.52285,8/7/20 21:09,8/7/20,21:09:15,8/7/20 14:09,14:09:15,,,
33.89645,29.07,2020-08-07T21:09:55Z,7.938176,29.642254,113.734314,8/7/20 21:09,8/7/20,21:09:55,8/7/20 14:09,14:09:55,,,
33.894634,28.67,2020-08-07T21:10:34Z,7.943993,29.704329,111.94736,8/7/20 21:10,8/7/20,21:10:34,8/7/20 14:10,14:10:34,,,
33.89473,27.86,2020-08-07T21:10:35Z,7.944071,29.610466,111.901405,8/7/20 21:10,8/7/20,21:10:35,8/7/20 14:10,14:10:35,,,
33.878426,28.52,2020-08-07T21:11:15Z,7.938035,29.543556,110.111855,8/7/20 21:11,8/7/20,21:11:15,8/7/20 14:11,14:11:15,,,
33.87732,28.93,2020-08-07T21:11:16Z,7.937564,29.678902,110.06112,8/7/20 21:11,8/7/20,21:11:16,8/7/20 14:11,14:11:16,,,
33.84177,29.11,2020-08-07T21:11:54Z,7.8897247,29.765926,108.32648,8/7/20 21:11,8/7/20,21:11:54,8/7/20 14:11,14:11:54,,,
33.841885,28.89,2020-08-07T21:11:55Z,7.8887224,29.807955,108.28297,8/7/20 21:11,8/7/20,21:11:55,8/7/20 14:11,14:11:55,,,
33.837944,28.43,2020-08-07T21:12:34Z,7.9023786,29.633484,106.49875,8/7/20 21:12,8/7/20,21:12:34,8/7/20 14:12,14:12:34,,,
33.83769,28.86,2020-08-07T21:12:35Z,7.903672,29.551683,106.44419,8/7/20 21:12,8/7/20,21:12:35,8/7/20 14:12,14:12:35,,,
33.839424,28.32,2020-08-07T21:13:15Z,7.9526114,29.373104,104.66012,8/7/20 21:13,8/7/20,21:13:15,8/7/20 14:13,14:13:15,,,
33.84098,28.16,2020-08-07T21:13:16Z,7.963566,29.368906,104.6102,8/7/20 21:13,8/7/20,21:13:16,8/7/20 14:13,14:13:16,,,
33.83299,28.17,2020-08-07T21:13:55Z,8.078475,28.83987,102.826584,8/7/20 21:13,8/7/20,21:13:55,8/7/20 14:13,14:13:55,,,
33.830963,27.85,2020-08-07T21:13:56Z,8.078296,28.831379,102.78895,8/7/20 21:13,8/7/20,21:13:56,8/7/20 14:13,14:13:56,,,
33.83622,27.37,2020-08-07T21:14:35Z,8.069403,28.49344,100.97471,8/7/20 21:14,8/7/20,21:14:35,8/7/20 14:14,14:14:35,,,
33.83439,27.85,2020-08-07T21:14:36Z,8.074925,28.54043,100.93115,8/7/20 21:14,8/7/20,21:14:36,8/7/20 14:14,14:14:36,,,
33.82051,26.85,2020-08-07T21:15:16Z,8.191083,27.555685,99.176476,8/7/20 21:15,8/7/20,21:15:16,8/7/20 14:15,14:15:16,,,
33.810703,26.46,2020-08-07T21:15:17Z,8.204896,27.50597,99.13124,8/7/20 21:15,8/7/20,21:15:17,8/7/20 14:15,14:15:17,,,
33.76823,26.26,2020-08-07T21:15:56Z,8.337482,27.148945,97.3636,8/7/20 21:15,8/7/20,21:15:56,8/7/20 14:15,14:15:56,,,
33.77106,26.28,2020-08-07T21:16:35Z,8.330335,27.034206,95.56315,8/7/20 21:16,8/7/20,21:16:35,8/7/20 14:16,14:16:35,,,
33.77018,26.43,2020-08-07T21:16:36Z,8.332137,27.114399,95.51009,8/7/20 21:16,8/7/20,21:16:36,8/7/20 14:16,14:16:36,,,
33.754486,26.67,2020-08-07T21:17:16Z,8.366575,26.958633,93.733284,8/7/20 21:17,8/7/20,21:17:16,8/7/20 14:17,14:17:16,,,
33.753708,26.46,2020-08-07T21:17:17Z,8.367643,26.970322,93.687004,8/7/20 21:17,8/7/20,21:17:17,8/7/20 14:17,14:17:17,,,
33.74124,25.71,2020-08-07T21:17:55Z,8.400326,26.717646,91.924614,8/7/20 21:17,8/7/20,21:17:55,8/7/20 14:17,14:17:55,,,
33.740944,25.9,2020-08-07T21:17:56Z,8.400821,26.67065,91.88585,8/7/20 21:17,8/7/20,21:17:56,8/7/20 14:17,14:17:56,,,
33.741043,25.85,2020-08-07T21:18:35Z,8.400139,26.713982,90.126236,8/7/20 21:18,8/7/20,21:18:35,8/7/20 14:18,14:18:35,,,
33.741558,25.47,2020-08-07T21:18:36Z,8.4004545,26.556427,90.07882,8/7/20 21:18,8/7/20,21:18:36,8/7/20 14:18,14:18:36,,,
33.73675,26.23,2020-08-07T21:19:15Z,8.4125395,26.609383,88.42675,8/7/20 21:19,8/7/20,21:19:15,8/7/20 14:19,14:19:15,,,
33.73665,26.17,2020-08-07T21:19:16Z,8.41413,26.443184,88.391754,8/7/20 21:19,8/7/20,21:19:16,8/7/20 14:19,14:19:16,,,
33.7248,25.62,2020-08-07T21:19:55Z,8.442705,26.275522,86.6234,8/7/20 21:19,8/7/20,21:19:55,8/7/20 14:19,14:19:55,,,
33.722603,25.48,2020-08-07T21:19:56Z,8.44487,26.397123,86.58756,8/7/20 21:19,8/7/20,21:19:56,8/7/20 14:19,14:19:56,,,
33.721313,25.79,2020-08-07T21:20:36Z,8.455038,26.014318,84.86636,8/7/20 21:20,8/7/20,21:20:36,8/7/20 14:20,14:20:36,,,
33.71999,25.43,2020-08-07T21:20:37Z,8.458413,26.086967,84.81264,8/7/20 21:20,8/7/20,21:20:37,8/7/20 14:20,14:20:37,,,
33.701653,24.75,2020-08-07T21:21:15Z,8.4866085,25.967215,83.09665,8/7/20 21:21,8/7/20,21:21:15,8/7/20 14:21,14:21:15,,,
33.70136,25.31,2020-08-07T21:21:16Z,8.486765,26.08279,83.07247,8/7/20 21:21,8/7/20,21:21:16,8/7/20 14:21,14:21:16,,,
33.67871,25.34,2020-08-07T21:21:55Z,8.5148115,25.67916,81.42166,8/7/20 21:21,8/7/20,21:21:55,8/7/20 14:21,14:21:55,,,
33.67859,25.02,2020-08-07T21:21:56Z,8.51446,25.676758,81.3741,8/7/20 21:21,8/7/20,21:21:56,8/7/20 14:21,14:21:56,,,
33.67093,24.71,2020-08-07T21:22:36Z,8.522615,25.54239,79.636925,8/7/20 21:22,8/7/20,21:22:36,8/7/20 14:22,14:22:36,,,
