practical_salinity,Nitrate uMol L-1,time UTC,seawater_temperature °C,corr Nitrate umol L-1,depth (m),Date and Time,Date UTC,time UTC,Date Local,Time Local,,,
33.987793,29.84,2020-08-04T07:21:09Z,7.2264304,32.275375,194.24272,8/4/20 7:21,8/4/20,7:21:09,8/4/20 0:21,0:21:09,,,
33.9883,30.53,2020-08-04T07:21:10Z,7.2255054,32.14361,194.24527,8/4/20 7:21,8/4/20,7:21:10,8/4/20 0:21,0:21:10,,,
33.988323,30.06,2020-08-04T07:21:49Z,7.2260766,32.053997,194.25728,8/4/20 7:21,8/4/20,7:21:49,8/4/20 0:21,0:21:49,,,
33.988243,30.71,2020-08-04T07:21:50Z,7.2258534,32.20106,194.2557,8/4/20 7:21,8/4/20,7:21:50,8/4/20 0:21,0:21:50,,,
33.988594,30.44,2020-08-04T07:22:29Z,7.2242484,32.017357,193.01735,8/4/20 7:22,8/4/20,7:22:29,8/4/20 0:22,0:22:29,,,
33.98858,30.3,2020-08-04T07:22:30Z,7.2241344,32.13472,192.96782,8/4/20 7:22,8/4/20,7:22:30,8/4/20 0:22,0:22:30,,,
33.988552,30.85,2020-08-04T07:23:08Z,7.2257314,32.14004,191.07475,8/4/20 7:23,8/4/20,7:23:08,8/4/20 0:23,0:23:08,,,
33.988518,30.47,2020-08-04T07:23:09Z,7.2258105,31.968208,191.0257,8/4/20 7:23,8/4/20,7:23:09,8/4/20 0:23,0:23:09,,,
33.98774,30.44,2020-08-04T07:23:49Z,7.235824,31.898201,189.0828,8/4/20 7:23,8/4/20,7:23:49,8/4/20 0:23,0:23:49,,,
33.987682,30.35,2020-08-04T07:23:50Z,7.2357016,31.73539,189.0356,8/4/20 7:23,8/4/20,7:23:50,8/4/20 0:23,0:23:50,,,
33.9855,30.12,2020-08-04T07:24:29Z,7.29165,31.572746,187.10092,8/4/20 7:24,8/4/20,7:24:29,8/4/20 0:24,0:24:29,,,
33.984566,29.49,2020-08-04T07:24:30Z,7.293757,31.530457,187.05247,8/4/20 7:24,8/4/20,7:24:30,8/4/20 0:24,0:24:30,,,
33.98574,30.05,2020-08-04T07:25:09Z,7.333898,31.566635,185.16661,8/4/20 7:25,8/4/20,7:25:09,8/4/20 0:25,0:25:09,,,
33.985634,29.44,2020-08-04T07:25:10Z,7.3349223,31.41989,185.11896,8/4/20 7:25,8/4/20,7:25:10,8/4/20 0:25,0:25:10,,,
33.982346,29.57,2020-08-04T07:25:49Z,7.358401,31.413143,183.22179,8/4/20 7:25,8/4/20,7:25:49,8/4/20 0:25,0:25:49,,,
33.981693,30.16,2020-08-04T07:25:50Z,7.357568,31.573227,183.17276,8/4/20 7:25,8/4/20,7:25:50,8/4/20 0:25,0:25:50,,,
33.979584,30.17,2020-08-04T07:26:28Z,7.3790245,31.40991,181.2793,8/4/20 7:26,8/4/20,7:26:28,8/4/20 0:26,0:26:28,,,
33.979702,29.62,2020-08-04T07:26:29Z,7.3783665,31.405424,181.22476,8/4/20 7:26,8/4/20,7:26:29,8/4/20 0:26,0:26:29,,,
33.979546,29.42,2020-08-04T07:27:09Z,7.381979,31.210356,179.26442,8/4/20 7:27,8/4/20,7:27:09,8/4/20 0:27,0:27:09,,,
33.97947,30.08,2020-08-04T07:27:10Z,7.3822837,31.365976,179.21346,8/4/20 7:27,8/4/20,7:27:10,8/4/20 0:27,0:27:10,,,
33.978786,29.86,2020-08-04T07:27:50Z,7.3864737,31.139526,177.25511,8/4/20 7:27,8/4/20,7:27:50,8/4/20 0:27,0:27:50,,,
33.97878,30.08,2020-08-04T07:27:51Z,7.3866386,31.144304,177.20781,8/4/20 7:27,8/4/20,7:27:51,8/4/20 0:27,0:27:51,,,
33.97669,29.24,2020-08-04T07:28:30Z,7.407052,31.01699,175.30307,8/4/20 7:28,8/4/20,7:28:30,8/4/20 0:28,0:28:30,,,
33.976734,29.84,2020-08-04T07:28:31Z,7.406822,31.051773,175.25575,8/4/20 7:28,8/4/20,7:28:31,8/4/20 0:28,0:28:31,,,
33.97392,29.31,2020-08-04T07:29:10Z,7.441581,30.927889,173.36517,8/4/20 7:29,8/4/20,7:29:10,8/4/20 0:29,0:29:10,,,
33.974712,30.02,2020-08-04T07:29:11Z,7.441013,31.056046,173.31601,8/4/20 7:29,8/4/20,7:29:11,8/4/20 0:29,0:29:11,,,
33.97414,29.41,2020-08-04T07:29:50Z,7.4507246,31.10133,171.39436,8/4/20 7:29,8/4/20,7:29:50,8/4/20 0:29,0:29:50,,,
33.97538,28.96,2020-08-04T07:29:51Z,7.450522,31.019644,171.34625,8/4/20 7:29,8/4/20,7:29:51,8/4/20 0:29,0:29:51,,,
33.973026,29.71,2020-08-04T07:30:29Z,7.4652557,31.070137,169.47285,8/4/20 7:30,8/4/20,7:30:29,8/4/20 0:30,0:30:29,,,
33.972916,30.22,2020-08-04T07:30:30Z,7.465325,31.179209,169.42744,8/4/20 7:30,8/4/20,7:30:30,8/4/20 0:30,0:30:30,,,
33.969685,29.7,2020-08-04T07:31:10Z,7.5081105,31.01919,167.52997,8/4/20 7:31,8/4/20,7:31:10,8/4/20 0:31,0:31:10,,,
33.967575,29.45,2020-08-04T07:31:11Z,7.5131545,31.05472,167.48537,8/4/20 7:31,8/4/20,7:31:11,8/4/20 0:31,0:31:11,,,
33.966267,30.13,2020-08-04T07:31:12Z,7.51568,31.078669,167.4392,8/4/20 7:31,8/4/20,7:31:12,8/4/20 0:31,0:31:12,,,
33.96479,29.01,2020-08-04T07:31:52Z,7.521797,31.093401,165.54095,8/4/20 7:31,8/4/20,7:31:52,8/4/20 0:31,0:31:52,,,
33.96485,29.29,2020-08-04T07:31:53Z,7.5217366,31.095356,165.49342,8/4/20 7:31,8/4/20,7:31:53,8/4/20 0:31,0:31:53,,,
33.96476,29.47,2020-08-04T07:32:32Z,7.5240307,31.051212,163.67004,8/4/20 7:32,8/4/20,7:32:32,8/4/20 0:32,0:32:32,,,
33.964783,29.93,2020-08-04T07:32:33Z,7.5243773,31.070236,163.62206,8/4/20 7:32,8/4/20,7:32:33,8/4/20 0:32,0:32:33,,,
33.96269,29.86,2020-08-04T07:33:12Z,7.5380983,30.950474,161.79814,8/4/20 7:33,8/4/20,7:33:12,8/4/20 0:33,0:33:12,,,
33.962837,29.23,2020-08-04T07:33:13Z,7.538443,30.898909,161.7514,8/4/20 7:33,8/4/20,7:33:13,8/4/20 0:33,0:33:13,,,
33.958652,28.87,2020-08-04T07:33:51Z,7.5649867,30.999336,159.90897,8/4/20 7:33,8/4/20,7:33:51,8/4/20 0:33,0:33:51,,,
33.95874,29.75,2020-08-04T07:33:52Z,7.564694,31.015484,159.86314,8/4/20 7:33,8/4/20,7:33:52,8/4/20 0:33,0:33:52,,,
33.95951,30,2020-08-04T07:34:32Z,7.562333,30.951496,157.96558,8/4/20 7:34,8/4/20,7:34:32,8/4/20 0:34,0:34:32,,,
33.95973,28.67,2020-08-04T07:34:33Z,7.5630913,31.025654,157.91829,8/4/20 7:34,8/4/20,7:34:33,8/4/20 0:34,0:34:33,,,
33.959152,28.86,2020-08-04T07:34:34Z,7.5638943,31.217619,157.87126,8/4/20 7:34,8/4/20,7:34:34,8/4/20 0:34,0:34:34,,,
33.958183,29.89,2020-08-04T07:35:14Z,7.573353,30.934511,155.9871,8/4/20 7:35,8/4/20,7:35:14,8/4/20 0:35,0:35:14,,,
33.95805,29.78,2020-08-04T07:35:15Z,7.574218,31.104664,155.93826,8/4/20 7:35,8/4/20,7:35:15,8/4/20 0:35,0:35:15,,,
33.949482,29.34,2020-08-04T07:35:54Z,7.63447,30.899734,154.09352,8/4/20 7:35,8/4/20,7:35:54,8/4/20 0:35,0:35:54,,,
33.949493,29.86,2020-08-04T07:35:55Z,7.633804,30.79287,154.04527,8/4/20 7:35,8/4/20,7:35:55,8/4/20 0:35,0:35:55,,,
33.94962,29.64,2020-08-04T07:36:34Z,7.6441407,30.93739,152.21326,8/4/20 7:36,8/4/20,7:36:34,8/4/20 0:36,0:36:34,,,
33.949352,29.53,2020-08-04T07:36:35Z,7.6456604,30.88683,152.1673,8/4/20 7:36,8/4/20,7:36:35,8/4/20 0:36,0:36:35,,,
33.947826,29.49,2020-08-04T07:37:14Z,7.659023,30.773159,150.31552,8/4/20 7:37,8/4/20,7:37:14,8/4/20 0:37,0:37:14,,,
33.94791,29.66,2020-08-04T07:37:15Z,7.6588917,30.791641,150.26752,8/4/20 7:37,8/4/20,7:37:15,8/4/20 0:37,0:37:15,,,
33.947453,29.64,2020-08-04T07:37:53Z,7.6622767,30.679585,148.43626,8/4/20 7:37,8/4/20,7:37:53,8/4/20 0:37,0:37:53,,,
33.94758,29.4,2020-08-04T07:37:54Z,7.662125,30.670294,148.3869,8/4/20 7:37,8/4/20,7:37:54,8/4/20 0:37,0:37:54,,,
33.946625,29.17,2020-08-04T07:38:34Z,7.6795487,30.592485,146.49437,8/4/20 7:38,8/4/20,7:38:34,8/4/20 0:38,0:38:34,,,
33.946846,29.03,2020-08-04T07:38:35Z,7.679963,30.646236,146.44849,8/4/20 7:38,8/4/20,7:38:35,8/4/20 0:38,0:38:35,,,
33.94594,28.93,2020-08-04T07:39:14Z,7.682196,30.49137,144.61378,8/4/20 7:39,8/4/20,7:39:14,8/4/20 0:39,0:39:14,,,
33.94633,29.53,2020-08-04T07:39:15Z,7.6819844,30.469011,144.56955,8/4/20 7:39,8/4/20,7:39:15,8/4/20 0:39,0:39:15,,,
33.94689,28.9,2020-08-04T07:39:54Z,7.7180324,30.344814,142.70628,8/4/20 7:39,8/4/20,7:39:54,8/4/20 0:39,0:39:54,,,
33.946846,28.49,2020-08-04T07:39:55Z,7.7218356,30.22315,142.65907,8/4/20 7:39,8/4/20,7:39:55,8/4/20 0:39,0:39:55,,,
33.941124,28.48,2020-08-04T07:40:34Z,7.764664,30.280132,140.83253,8/4/20 7:40,8/4/20,7:40:34,8/4/20 0:40,0:40:34,,,
33.94095,28.17,2020-08-04T07:40:35Z,7.765002,30.229383,140.7882,8/4/20 7:40,8/4/20,7:40:35,8/4/20 0:40,0:40:35,,,
33.93704,29.03,2020-08-04T07:41:13Z,7.7776804,29.938929,138.94005,8/4/20 7:41,8/4/20,7:41:13,8/4/20 0:41,0:41:13,,,
33.937057,28.9,2020-08-04T07:41:14Z,7.7777963,30.111807,138.89133,8/4/20 7:41,8/4/20,7:41:14,8/4/20 0:41,0:41:14,,,
33.937805,28.77,2020-08-04T07:41:53Z,7.774308,30.069918,137.06685,8/4/20 7:41,8/4/20,7:41:53,8/4/20 0:41,0:41:53,,,
33.937935,28.77,2020-08-04T07:41:54Z,7.7743697,30.137627,137.01811,8/4/20 7:41,8/4/20,7:41:54,8/4/20 0:41,0:41:54,,,
33.937122,29.01,2020-08-04T07:42:34Z,7.7759686,30.14664,135.11897,8/4/20 7:42,8/4/20,7:42:34,8/4/20 0:42,0:42:34,,,
33.93715,28.59,2020-08-04T07:42:35Z,7.776089,30.139856,135.07146,8/4/20 7:42,8/4/20,7:42:35,8/4/20 0:42,0:42:35,,,
33.929718,27.78,2020-08-04T07:43:15Z,7.7894125,29.978718,133.17337,8/4/20 7:43,8/4/20,7:43:15,8/4/20 0:43,0:43:15,,,
33.929455,28.51,2020-08-04T07:43:16Z,7.7898903,29.850828,133.13019,8/4/20 7:43,8/4/20,7:43:16,8/4/20 0:43,0:43:16,,,
33.926846,28.55,2020-08-04T07:43:55Z,7.7998695,30.095242,131.30336,8/4/20 7:43,8/4/20,7:43:55,8/4/20 0:43,0:43:55,,,
33.926876,28.8,2020-08-04T07:43:56Z,7.799726,30.1542,131.25667,8/4/20 7:43,8/4/20,7:43:56,8/4/20 0:43,0:43:56,,,
33.922993,28.17,2020-08-04T07:44:35Z,7.814534,29.952858,129.44926,8/4/20 7:44,8/4/20,7:44:35,8/4/20 0:44,0:44:35,,,
33.922543,28.01,2020-08-04T07:44:36Z,7.816016,30.112604,129.4063,8/4/20 7:44,8/4/20,7:44:36,8/4/20 0:44,0:44:36,,,
33.91864,28.19,2020-08-04T07:45:15Z,7.8203373,30.03953,127.63642,8/4/20 7:45,8/4/20,7:45:15,8/4/20 0:45,0:45:15,,,
33.91807,29.11,2020-08-04T07:45:16Z,7.8207393,30.083979,127.59205,8/4/20 7:45,8/4/20,7:45:16,8/4/20 0:45,0:45:16,,,
33.91523,28.64,2020-08-04T07:45:54Z,7.8275785,30.033377,125.834274,8/4/20 7:45,8/4/20,7:45:54,8/4/20 0:45,0:45:54,,,
33.91582,28.54,2020-08-04T07:45:55Z,7.8279333,29.936047,125.78861,8/4/20 7:45,8/4/20,7:45:55,8/4/20 0:45,0:45:55,,,
33.909073,28.99,2020-08-04T07:46:35Z,7.878342,29.854155,123.97566,8/4/20 7:46,8/4/20,7:46:35,8/4/20 0:46,0:46:35,,,
33.90892,28.86,2020-08-04T07:46:36Z,7.8793764,29.910604,123.930214,8/4/20 7:46,8/4/20,7:46:36,8/4/20 0:46,0:46:36,,,
33.908775,28.17,2020-08-04T07:47:16Z,7.8900933,29.797218,122.11544,8/4/20 7:47,8/4/20,7:47:16,8/4/20 0:47,0:47:16,,,
33.9088,27.93,2020-08-04T07:47:17Z,7.889901,29.855188,122.07271,8/4/20 7:47,8/4/20,7:47:17,8/4/20 0:47,0:47:17,,,
33.904842,28.65,2020-08-04T07:47:56Z,7.931723,29.719723,120.30164,8/4/20 7:47,8/4/20,7:47:56,8/4/20 0:47,0:47:56,,,
33.904686,28.34,2020-08-04T07:47:57Z,7.931885,29.78215,120.25676,8/4/20 7:47,8/4/20,7:47:57,8/4/20 0:47,0:47:57,,,
33.902332,28.24,2020-08-04T07:48:36Z,7.9431906,29.790224,118.48382,8/4/20 7:48,8/4/20,7:48:36,8/4/20 0:48,0:48:36,,,
33.902493,28.98,2020-08-04T07:48:37Z,7.943182,29.7408,118.4362,8/4/20 7:48,8/4/20,7:48:37,8/4/20 0:48,0:48:37,,,
33.9009,28.95,2020-08-04T07:49:16Z,7.946618,29.84469,116.67121,8/4/20 7:49,8/4/20,7:49:16,8/4/20 0:49,0:49:16,,,
33.900936,28.6,2020-08-04T07:49:17Z,7.9466405,29.73335,116.625854,8/4/20 7:49,8/4/20,7:49:17,8/4/20 0:49,0:49:17,,,
33.8979,28.51,2020-08-04T07:49:55Z,7.981585,29.527756,114.875626,8/4/20 7:49,8/4/20,7:49:55,8/4/20 0:49,0:49:55,,,
33.897324,28.55,2020-08-04T07:49:56Z,7.986568,29.603935,114.82288,8/4/20 7:49,8/4/20,7:49:56,8/4/20 0:49,0:49:56,,,
33.882896,27.32,2020-08-04T07:50:35Z,8.066763,29.063713,113.06356,8/4/20 7:50,8/4/20,7:50:35,8/4/20 0:50,0:50:35,,,
33.883244,27.55,2020-08-04T07:50:36Z,8.066666,29.056057,113.019844,8/4/20 7:50,8/4/20,7:50:36,8/4/20 0:50,0:50:36,,,
33.883923,28.04,2020-08-04T07:51:15Z,8.054719,28.956179,111.22917,8/4/20 7:51,8/4/20,7:51:15,8/4/20 0:51,0:51:15,,,
33.88378,28.04,2020-08-04T07:51:16Z,8.053424,29.145864,111.18913,8/4/20 7:51,8/4/20,7:51:16,8/4/20 0:51,0:51:16,,,
33.884487,27.55,2020-08-04T07:51:55Z,8.055858,29.021198,109.40884,8/4/20 7:51,8/4/20,7:51:55,8/4/20 0:51,0:51:55,,,
33.884117,27.4,2020-08-04T07:51:56Z,8.056255,29.103704,109.36165,8/4/20 7:51,8/4/20,7:51:56,8/4/20 0:51,0:51:56,,,
33.882034,27.56,2020-08-04T07:52:34Z,8.068533,28.991943,107.61118,8/4/20 7:52,8/4/20,7:52:34,8/4/20 0:52,0:52:34,,,
33.881416,27.94,2020-08-04T07:52:35Z,8.068292,29.04409,107.569664,8/4/20 7:52,8/4/20,7:52:35,8/4/20 0:52,0:52:35,,,
33.8709,27.1,2020-08-04T07:53:15Z,8.115977,28.668276,105.76864,8/4/20 7:53,8/4/20,7:53:15,8/4/20 0:53,0:53:15,,,
33.87168,27.6,2020-08-04T07:53:16Z,8.113329,28.627123,105.72903,8/4/20 7:53,8/4/20,7:53:16,8/4/20 0:53,0:53:16,,,
33.86671,26.39,2020-08-04T07:53:55Z,8.141631,28.453909,103.942055,8/4/20 7:53,8/4/20,7:53:55,8/4/20 0:53,0:53:55,,,
33.866478,27.06,2020-08-04T07:53:56Z,8.141599,28.484442,103.89185,8/4/20 7:53,8/4/20,7:53:56,8/4/20 0:53,0:53:56,,,
33.863853,27.43,2020-08-04T07:54:35Z,8.147668,28.27203,102.1225,8/4/20 7:54,8/4/20,7:54:35,8/4/20 0:54,0:54:35,,,
33.863613,27.09,2020-08-04T07:54:36Z,8.148055,28.300905,102.07712,8/4/20 7:54,8/4/20,7:54:36,8/4/20 0:54,0:54:36,,,
33.863674,27.52,2020-08-04T07:55:15Z,8.145971,28.374172,100.34085,8/4/20 7:55,8/4/20,7:55:15,8/4/20 0:55,0:55:15,,,
33.86377,26.69,2020-08-04T07:55:16Z,8.145987,28.30026,100.290085,8/4/20 7:55,8/4/20,7:55:16,8/4/20 0:55,0:55:16,,,
33.862625,27.24,2020-08-04T07:55:55Z,8.151326,28.296293,98.45011,8/4/20 7:55,8/4/20,7:55:55,8/4/20 0:55,0:55:55,,,
33.86237,26.61,2020-08-04T07:55:56Z,8.151569,28.3359,98.41016,8/4/20 7:55,8/4/20,7:55:56,8/4/20 0:55,0:55:56,,,
33.858776,27.67,2020-08-04T07:56:35Z,8.1763525,28.42277,96.63981,8/4/20 7:56,8/4/20,7:56:35,8/4/20 0:56,0:56:35,,,
33.858326,26.03,2020-08-04T07:56:36Z,8.181618,28.340897,96.5883,8/4/20 7:56,8/4/20,7:56:36,8/4/20 0:56,0:56:36,,,
33.84721,26.42,2020-08-04T07:57:16Z,8.243457,27.926756,94.80657,8/4/20 7:57,8/4/20,7:57:16,8/4/20 0:57,0:57:16,,,
33.847313,26.32,2020-08-04T07:57:17Z,8.244025,27.697199,94.75248,8/4/20 7:57,8/4/20,7:57:17,8/4/20 0:57,0:57:17,,,
33.849464,26.05,2020-08-04T07:57:56Z,8.230292,27.460917,92.98467,8/4/20 7:57,8/4/20,7:57:56,8/4/20 0:57,0:57:56,,,
33.849907,26.29,2020-08-04T07:57:57Z,8.229657,27.649885,92.94607,8/4/20 7:57,8/4/20,7:57:57,8/4/20 0:57,0:57:57,,,
33.846745,26.04,2020-08-04T07:58:35Z,8.246419,27.371767,91.149796,8/4/20 7:58,8/4/20,7:58:35,8/4/20 0:58,0:58:35,,,
33.847103,25.78,2020-08-04T07:58:36Z,8.246373,27.42271,91.10562,8/4/20 7:58,8/4/20,7:58:36,8/4/20 0:58,0:58:36,,,
33.844894,26.16,2020-08-04T07:59:16Z,8.260851,27.286915,89.393654,8/4/20 7:59,8/4/20,7:59:16,8/4/20 0:59,0:59:16,,,
33.843838,25.71,2020-08-04T07:59:17Z,8.261855,27.317055,89.35532,8/4/20 7:59,8/4/20,7:59:17,8/4/20 0:59,0:59:17,,,
33.842186,25.47,2020-08-04T07:59:56Z,8.26607,27.346558,87.63984,8/4/20 7:59,8/4/20,7:59:56,8/4/20 0:59,0:59:56,,,
33.842167,26.6,2020-08-04T07:59:57Z,8.265883,27.430029,87.59584,8/4/20 7:59,8/4/20,7:59:57,8/4/20 0:59,0:59:57,,,
33.841076,26.5,2020-08-04T08:00:36Z,8.271435,27.246983,85.895294,8/4/20 8:00,8/4/20,8:00:36,8/4/20 1:00,1:00:36,,,
33.84089,26.28,2020-08-04T08:00:37Z,8.271883,27.24609,85.85197,8/4/20 8:00,8/4/20,8:00:37,8/4/20 1:00,1:00:37,,,
33.838448,25.52,2020-08-04T08:01:16Z,8.276872,27.260738,84.18526,8/4/20 8:01,8/4/20,8:01:16,8/4/20 1:01,1:01:16,,,
33.837524,26.12,2020-08-04T08:01:17Z,8.277282,27.38326,84.14608,8/4/20 8:01,8/4/20,8:01:17,8/4/20 1:01,1:01:17,,,
33.830544,25.55,2020-08-04T08:01:56Z,8.298038,27.186644,82.35313,8/4/20 8:01,8/4/20,8:01:56,8/4/20 1:01,1:01:56,,,
33.837933,25.64,2020-08-04T08:01:56Z,8.281541,26.988579,82.39691,8/4/20 8:01,8/4/20,8:01:56,8/4/20 1:01,1:01:56,,,
33.822945,24.85,2020-08-04T08:02:36Z,8.3039665,26.937256,80.657425,8/4/20 8:02,8/4/20,8:02:36,8/4/20 1:02,1:02:36,,,
33.820957,25.28,2020-08-04T08:02:37Z,8.307747,27.13827,80.59826,8/4/20 8:02,8/4/20,8:02:37,8/4/20 1:02,1:02:37,,,
33.804752,25.59,2020-08-04T08:03:17Z,8.327059,26.933165,78.84475,8/4/20 8:03,8/4/20,8:03:17,8/4/20 1:03,1:03:17,,,
33.80457,25.78,2020-08-04T08:03:18Z,8.327283,26.879715,78.79771,8/4/20 8:03,8/4/20,8:03:18,8/4/20 1:03,1:03:18,,,
33.804756,25.54,2020-08-04T08:03:19Z,8.327721,26.803648,78.75299,8/4/20 8:03,8/4/20,8:03:19,8/4/20 1:03,1:03:19,,,
33.754395,25.66,2020-08-04T08:03:59Z,8.39389,26.694035,76.99434,8/4/20 8:03,8/4/20,8:03:59,8/4/20 1:03,1:03:59,,,
33.75022,24.96,2020-08-04T08:04:00Z,8.400237,26.633818,76.946014,8/4/20 8:04,8/4/20,8:04:00,8/4/20 1:04,1:04:00,,,
33.74523,25.33,2020-08-04T08:04:39Z,8.4039545,26.631947,75.28465,8/4/20 8:04,8/4/20,8:04:39,8/4/20 1:04,1:04:39,,,
33.74444,25.28,2020-08-04T08:04:40Z,8.404602,26.584648,75.249695,8/4/20 8:04,8/4/20,8:04:40,8/4/20 1:04,1:04:40,,,
33.7295,24.6,2020-08-04T08:05:19Z,8.427382,26.581966,73.52012,8/4/20 8:05,8/4/20,8:05:19,8/4/20 1:05,1:05:19,,,
33.730343,25.6,2020-08-04T08:05:20Z,8.426325,26.551584,73.48576,8/4/20 8:05,8/4/20,8:05:20,8/4/20 1:05,1:05:20,,,
33.713768,25.72,2020-08-04T08:05:59Z,8.443462,26.503115,71.76226,8/4/20 8:05,8/4/20,8:05:59,8/4/20 1:05,1:05:59,,,
33.7105,25.05,2020-08-04T08:06:00Z,8.44612,26.6782,71.7203,8/4/20 8:06,8/4/20,8:06:00,8/4/20 1:06,1:06:00,,,
33.671726,25.36,2020-08-04T08:06:38Z,8.480047,26.38191,70.08763,8/4/20 8:06,8/4/20,8:06:38,8/4/20 1:06,1:06:38,,,
33.670452,24.85,2020-08-04T08:06:39Z,8.480526,26.51039,70.04046,8/4/20 8:06,8/4/20,8:06:39,8/4/20 1:06,1:06:39,,,
33.643745,24.97,2020-08-04T08:07:19Z,8.480801,26.429026,68.279434,8/4/20 8:07,8/4/20,8:07:19,8/4/20 1:07,1:07:19,,,
33.64519,24.29,2020-08-04T08:07:20Z,8.480662,26.551313,68.23349,8/4/20 8:07,8/4/20,8:07:20,8/4/20 1:07,1:07:20,,,
33.644505,25.27,2020-08-04T08:07:21Z,8.480531,26.491262,68.18548,8/4/20 8:07,8/4/20,8:07:21,8/4/20 1:07,1:07:21,,,
33.624325,24.57,2020-08-04T08:08:01Z,8.464538,25.706324,66.389755,8/4/20 8:08,8/4/20,8:08:01,8/4/20 1:08,1:08:01,,,
33.62289,24.94,2020-08-04T08:08:02Z,8.464839,25.669838,66.3613,8/4/20 8:08,8/4/20,8:08:02,8/4/20 1:08,1:08:02,,,
33.57421,23.75,2020-08-04T08:08:41Z,8.422611,25.946682,64.65397,8/4/20 8:08,8/4/20,8:08:41,8/4/20 1:08,1:08:41,,,
33.577366,24.74,2020-08-04T08:08:42Z,8.42116,25.916412,64.60774,8/4/20 8:08,8/4/20,8:08:42,8/4/20 1:08,1:08:42,,,
33.55284,24.15,2020-08-04T08:09:21Z,8.406852,25.838047,62.887352,8/4/20 8:09,8/4/20,8:09:21,8/4/20 1:09,1:09:21,,,
33.55267,24.69,2020-08-04T08:09:22Z,8.406631,26.012672,62.83359,8/4/20 8:09,8/4/20,8:09:22,8/4/20 1:09,1:09:22,,,
33.55015,24.42,2020-08-04T08:10:01Z,8.405289,25.876152,61.09988,8/4/20 8:10,8/4/20,8:10:01,8/4/20 1:10,1:10:01,,,
33.55011,24.03,2020-08-04T08:10:02Z,8.405289,25.993275,61.05681,8/4/20 8:10,8/4/20,8:10:02,8/4/20 1:10,1:10:02,,,
33.535904,24.44,2020-08-04T08:10:41Z,8.396491,25.824795,59.391685,8/4/20 8:10,8/4/20,8:10:41,8/4/20 1:10,1:10:41,,,
33.53569,24.02,2020-08-04T08:10:42Z,8.396499,25.973001,59.349133,8/4/20 8:10,8/4/20,8:10:42,8/4/20 1:10,1:10:42,,,
33.516087,24.02,2020-08-04T08:11:20Z,8.392991,25.949848,57.665665,8/4/20 8:11,8/4/20,8:11:20,8/4/20 1:11,1:11:20,,,
33.514286,24.21,2020-08-04T08:11:21Z,8.393055,25.897966,57.615818,8/4/20 8:11,8/4/20,8:11:21,8/4/20 1:11,1:11:21,,,
33.45821,23.44,2020-08-04T08:12:01Z,8.435292,25.353594,55.886806,8/4/20 8:12,8/4/20,8:12:01,8/4/20 1:12,1:12:01,,,
33.457443,23.72,2020-08-04T08:12:02Z,8.434924,25.302053,55.845657,8/4/20 8:12,8/4/20,8:12:02,8/4/20 1:12,1:12:02,,,
33.445602,24.02,2020-08-04T08:12:41Z,8.436881,25.434656,54.18591,8/4/20 8:12,8/4/20,8:12:41,8/4/20 1:12,1:12:41,,,
33.446552,24.06,2020-08-04T08:12:42Z,8.436027,25.529442,54.164192,8/4/20 8:12,8/4/20,8:12:42,8/4/20 1:12,1:12:42,,,
33.392994,23.23,2020-08-04T08:13:20Z,8.469876,25.29967,52.477802,8/4/20 8:13,8/4/20,8:13:20,8/4/20 1:13,1:13:20,,,
33.392696,23.32,2020-08-04T08:13:21Z,8.470339,25.390764,52.435764,8/4/20 8:13,8/4/20,8:13:21,8/4/20 1:13,1:13:21,,,
33.361828,22.32,2020-08-04T08:14:01Z,8.519016,23.780964,50.729023,8/4/20 8:14,8/4/20,8:14:01,8/4/20 1:14,1:14:01,,,
33.362076,22.62,2020-08-04T08:14:02Z,8.5198765,23.951498,50.68409,8/4/20 8:14,8/4/20,8:14:02,8/4/20 1:14,1:14:02,,,
33.32721,22.33,2020-08-04T08:14:41Z,8.524597,23.952627,49.10968,8/4/20 8:14,8/4/20,8:14:41,8/4/20 1:14,1:14:41,,,
33.32641,22.85,2020-08-04T08:14:42Z,8.525356,23.989351,49.07438,8/4/20 8:14,8/4/20,8:14:42,8/4/20 1:14,1:14:42,,,
33.28906,21.94,2020-08-04T08:15:21Z,8.548362,23.217867,47.40091,8/4/20 8:15,8/4/20,8:15:21,8/4/20 1:15,1:15:21,,,
33.28825,22.21,2020-08-04T08:15:22Z,8.547592,23.159424,47.351673,8/4/20 8:15,8/4/20,8:15:22,8/4/20 1:15,1:15:22,,,
33.228214,21.02,2020-08-04T08:16:01Z,8.597021,22.935177,45.708282,8/4/20 8:16,8/4/20,8:16:01,8/4/20 1:16,1:16:01,,,
33.227867,20.89,2020-08-04T08:16:02Z,8.597198,22.904888,45.69279,8/4/20 8:16,8/4/20,8:16:02,8/4/20 1:16,1:16:02,,,
33.171825,20.45,2020-08-04T08:16:41Z,8.631969,21.887802,44.08056,8/4/20 8:16,8/4/20,8:16:41,8/4/20 1:16,1:16:41,,,
33.17055,20.81,2020-08-04T08:16:42Z,8.631632,21.861364,44.041786,8/4/20 8:16,8/4/20,8:16:42,8/4/20 1:16,1:16:42,,,
33.121346,20.22,2020-08-04T08:17:21Z,8.570237,21.602638,42.384468,8/4/20 8:17,8/4/20,8:17:21,8/4/20 1:17,1:17:21,,,
