practical_salinity,nitrate_concentration,time,seawater_temperature,salinity_corrected_nitrate,depth
1,\u00b5Mol L-1,UTC,\u00baC,\u00b5mol L-1,m
33.610775,25.88,2020-08-17T21:25:06Z,8.020975,26.121365,73.08908
33.608063,25.31,2020-08-17T21:25:46Z,8.019487,26.112658,71.329
33.607975,26.08,2020-08-17T21:25:47Z,8.019415,25.962648,71.285446
33.603848,24.63,2020-08-17T21:26:26Z,8.018623,25.80611,69.647316
33.60213,25.53,2020-08-17T21:26:27Z,8.018548,25.882753,69.59734
33.57968,24.97,2020-08-17T21:27:05Z,8.011139,25.749651,67.90816
33.572784,25.39,2020-08-17T21:27:06Z,8.010846,25.751822,67.857285
33.5328,25.54,2020-08-17T21:27:45Z,8.015418,25.287663,66.12027
33.53095,24.93,2020-08-17T21:27:46Z,8.016098,25.275377,66.06861
33.470196,24.55,2020-08-17T21:28:26Z,7.9964576,25.06701,64.39227
33.469982,24.84,2020-08-17T21:28:27Z,7.996541,25.24172,64.34298
33.44722,23.92,2020-08-17T21:29:05Z,7.986696,24.339191,62.65082
33.446312,24.09,2020-08-17T21:29:06Z,7.9860125,24.467064,62.602894
33.30648,24.26,2020-08-17T21:29:45Z,7.918744,24.277784,60.921974
33.30494,23.5,2020-08-17T21:29:46Z,7.9120007,24.15139,60.846577
33.28599,23.53,2020-08-17T21:30:26Z,7.8882594,23.347418,59.2137
33.28871,22.79,2020-08-17T21:30:27Z,7.8884225,23.31018,59.171555
33.240154,23.24,2020-08-17T21:31:06Z,7.876756,23.362186,57.35118
33.240116,22.9,2020-08-17T21:31:07Z,7.8762126,23.447765,57.30826
33.20108,23.18,2020-08-17T21:31:45Z,7.8682947,22.995962,55.652737
33.200134,22.75,2020-08-17T21:31:46Z,7.8681407,23.03117,55.591667
33.1929,22.32,2020-08-17T21:32:26Z,7.8669624,22.850807,53.841164
33.19116,22.31,2020-08-17T21:32:27Z,7.867086,22.750048,53.795845
33.174255,21.95,2020-08-17T21:33:05Z,7.8665204,22.676035,52.140915
33.175045,23.26,2020-08-17T21:33:06Z,7.8665447,22.59841,52.12
33.097385,21.85,2020-08-17T21:33:45Z,7.8704915,22.086725,50.48959
33.093525,21.66,2020-08-17T21:33:46Z,7.871476,22.089277,50.461
33.089806,21.24,2020-08-17T21:34:25Z,7.8732834,21.745302,48.8553
33.086174,21.1,2020-08-17T21:34:27Z,7.8734403,21.786713,48.792236
33.078396,21.48,2020-08-17T21:35:06Z,7.87577,21.618162,47.02024
33.078094,21.19,2020-08-17T21:35:07Z,7.8760285,21.65197,47.00551
33.07022,21.24,2020-08-17T21:35:46Z,7.8786063,21.63074,45.296356
33.069263,21.54,2020-08-17T21:35:47Z,7.878772,21.488638,45.248627
33.052982,20.58,2020-08-17T21:36:25Z,7.8853683,21.5175,43.697235
33.05498,21.23,2020-08-17T21:36:26Z,7.8850937,21.549389,43.708515
33.02355,20.23,2020-08-17T21:37:06Z,7.8955026,21.074621,42.092606
33.01964,21.41,2020-08-17T21:37:07Z,7.895936,21.16632,42.037952
33.005997,21.0,2020-08-17T21:37:46Z,7.9044623,20.816406,40.367245
33.00715,20.71,2020-08-17T21:37:47Z,7.9042373,20.928276,40.353275
32.992676,20.71,2020-08-17T21:38:26Z,7.9109025,20.963444,38.6241
32.99305,20.29,2020-08-17T21:38:27Z,7.9109406,20.887133,38.61319
32.983967,20.82,2020-08-17T21:39:05Z,7.915083,20.862164,37.0421
32.98382,20.67,2020-08-17T21:39:06Z,7.915171,20.684725,37.01644
32.92674,20.57,2020-08-17T21:39:46Z,7.9430294,20.986385,35.34659
32.921104,20.52,2020-08-17T21:39:47Z,7.946914,20.755314,35.303406
32.890186,19.27,2020-08-17T21:40:25Z,7.9653974,19.610153,33.773106
32.888824,19.78,2020-08-17T21:40:26Z,7.965793,19.840528,33.708527
32.854893,19.67,2020-08-17T21:41:05Z,7.9874206,19.285442,32.134945
32.854725,19.22,2020-08-17T21:41:06Z,7.986978,19.391743,32.115593
32.830048,20.07,2020-08-17T21:41:46Z,8.0043955,19.094585,30.275513
32.832306,19.0,2020-08-17T21:41:47Z,8.002832,19.218699,30.2674
32.804817,18.38,2020-08-17T21:42:25Z,8.026494,18.758682,28.710522
32.800823,18.64,2020-08-17T21:42:26Z,8.031181,19.019846,28.573463
32.779285,19.33,2020-08-17T21:43:06Z,8.057383,18.814177,26.973763
32.78025,18.14,2020-08-17T21:43:07Z,8.056342,18.830584,26.937283
32.726963,18.85,2020-08-17T21:43:47Z,8.105349,18.172935,25.312782
32.73024,18.9,2020-08-17T21:43:48Z,8.10289,18.139494,25.325996
32.680626,17.35,2020-08-17T21:44:26Z,8.148439,17.569262,23.63089
32.68169,18.01,2020-08-17T21:44:27Z,8.146894,17.585016,23.62386
32.665943,16.5,2020-08-17T21:45:06Z,8.412883,16.61348,21.8454
32.645805,17.85,2020-08-17T21:45:07Z,8.412246,16.85117,21.780653
32.60179,13.93,2020-08-17T21:45:47Z,8.5967,13.653318,20.341682
32.646248,14.29,2020-08-17T21:45:48Z,8.579063,14.004115,20.30351
32.72624,13.22,2020-08-17T21:46:26Z,9.129473,12.078537,18.644669
32.725605,12.51,2020-08-17T21:46:27Z,9.171215,11.951795,18.521072
32.755775,11.69,2020-08-17T21:47:07Z,9.419686,11.568411,16.923122
32.864212,11.84,2020-08-17T21:47:08Z,9.481337,11.181187,16.804922
32.706257,10.69,2020-08-17T21:47:46Z,9.863075,10.34564,15.368596
32.744247,10.66,2020-08-17T21:47:47Z,9.854571,10.442087,15.25932
32.758217,9.7,2020-08-17T21:48:27Z,10.363294,8.613495,13.612653
32.792004,8.59,2020-08-17T21:48:28Z,10.408582,8.270876,13.515156
32.66483,6.71,2020-08-17T21:49:08Z,10.535168,6.5227814,12.229998
32.689053,6.79,2020-08-17T21:49:09Z,10.520458,6.537291,12.114094
32.70548,3.08,2020-08-17T21:49:47Z,10.922699,3.5931075,10.2197695
32.7051,3.76,2020-08-17T21:49:48Z,10.947848,3.6191008,10.29783
