FID,time,profile,depth,segment,distance,start_latitude,start_longitude,start_time,bottom_depth,ctd_bottle_closure_time,ctd_pressure,ctd_depth,ctd_latitude,ctd_longitude,ctd_temperature_1,ctd_temperature_2,ctd_conductivity_1,ctd_conductivity_2,ctd_salinity_1,ctd_salinity_2,ctd_oxygen,ctd_oxygen_saturation,ctd_fluorescence,ctd_beam_attenuation,ctd_beam_transmission,ctd_ph,discrete_oxygen,discrete_chlorophyll,discrete_phaeopigment,discrete_fofa_ratio,discrete_phosphate,discrete_silicate,discrete_nitrate,discrete_nitrite,discrete_ammonium,discrete_salinity,geom,source,source_id
f8e4f1f5-b978-5fd9-ad4f-b7f73d2cf2b4.76,2020-08-12T00:49:20,9,575.888,0,823572.3125,44.374167,-124.9625,2020-08-12T00:49:20,5000,2020-08-12T01:16:31,581.383,575.888,44.37414,-124.96256,4.7917,4.7913,3.285534,3.286389,34.2179,34.2282,16.023864,319.12455,0.0018,0.2314,94.3794,7.651,30.816461,0.02695,0.14902,1.15082,3.012679,91.820272,41.044391,0.054413,0.112918,34.217543,POINT (-124.9625 44.37416667),ooi.ocdi.ocdi,Cabled-11_TN382_Discrete_Summary
f8e4f1f5-b978-5fd9-ad4f-b7f73d2cf2b4.77,2020-08-12T00:49:20,9,550.780029,0,823572.3125,44.374167,-124.9625,2020-08-12T00:49:20,5000,2020-08-12T01:18:46,556.001,550.78,44.37414,-124.96256,4.978,4.9776,3.298297,3.299183,34.1874,34.1981,20.619337,317.77583,-0.0046,0.1786,95.6332,7.654,,,,,2.992437,84.438546,40.736987,0.023481,0.022723,34.188718,POINT (-124.9625 44.37416667),ooi.ocdi.ocdi,Cabled-11_TN382_Discrete_Summary
f8e4f1f5-b978-5fd9-ad4f-b7f73d2cf2b4.78,2020-08-12T00:49:20,9,500.681,0,823572.3125,44.374167,-124.9625,2020-08-12T00:49:20,5000,2020-08-12T01:21:57,505.366,500.681,44.37414,-124.96255,5.4558,5.4552,3.332732,3.333625,34.1213,34.132,34.160128,314.337934,-0.0181,0.1765,95.6831,7.669,28.097288,0.018748,0.113951,1.13913,2.841183,75.045324,39.399653,0.011513,0.000009,34.126377,POINT (-124.9625 44.37416667),ooi.ocdi.ocdi,Cabled-11_TN382_Discrete_Summary
f8e4f1f5-b978-5fd9-ad4f-b7f73d2cf2b4.79,2020-08-12T00:49:20,9,351.709991,0,823572.3125,44.374167,-124.9625,2020-08-12T00:49:20,5000,2020-08-12T01:30:20,354.872,351.71,44.37412,-124.96257,6.3425,6.3419,3.398981,3.399888,34.0507,34.0614,55.489553,308.02664,-0.0112,0.1696,95.8472,7.709,52.176735,0.034501,0.284104,1.10664,2.603122,59.650998,36.440461,0.050421,0.00001,34.053472,POINT (-124.9625 44.37416667),ooi.ocdi.ocdi,Cabled-11_TN382_Discrete_Summary
f8e4f1f5-b978-5fd9-ad4f-b7f73d2cf2b4.80,2020-08-12T00:49:20,9,400.847992,0,823572.3125,44.374167,-124.9625,2020-08-12T00:49:20,5000,2020-08-12T01:27:02,404.501,400.848,44.37414,-124.96256,5.9764,5.976,3.370525,3.371459,34.0741,34.085,47.129276,310.616003,-0.0007,0.1153,97.1597,7.694,,0.018748,0.110489,1.142857,,,,,,,POINT (-124.9625 44.37416667),ooi.ocdi.ocdi,Cabled-11_TN382_Discrete_Summary
f8e4f1f5-b978-5fd9-ad4f-b7f73d2cf2b4.81,2020-08-13T05:33:00.893,12,575.888,0,883415.5,44.63723,-124.30585,2020-08-13T05:33:00.893,5000,2020-08-13T06:03:15.8,16.856692,,,,8.765248,,3.465194,,32.630727,,,,,,,,221.438708,3.50116,0.500579,1.861592,,,,,,32.823105,POINT (-124.3058499 44.63723014),ooi.ocdi.ocdi,Cabled-11_TN382_Discrete_Summary
f8e4f1f5-b978-5fd9-ad4f-b7f73d2cf2b4.82,2020-08-13T05:33:00.893,12,575.888,0,883422.375,44.637183,-124.305794,2020-08-13T05:33:00.893,5000,2020-08-13T05:38:00.893,79.22715,,,,7.43435,,3.476205,,33.955228,,,,,,,,61.368478,0.208519,0.934218,1.179696,,,,,,33.946119,POINT (-124.3057942 44.63718268),ooi.ocdi.ocdi,Cabled-11_TN382_Discrete_Summary
f8e4f1f5-b978-5fd9-ad4f-b7f73d2cf2b4.83,2020-08-13T05:33:00.893,12,575.888,0,883422.375,44.637183,-124.305794,2020-08-13T05:33:00.893,5000,2020-08-13T05:38:00.893,79.22715,,,,7.43435,,3.476205,,33.955228,,,,,,,,57.03525,,,,,,,,,,POINT (-124.3057942 44.63718268),ooi.ocdi.ocdi,Cabled-11_TN382_Discrete_Summary
f8e4f1f5-b978-5fd9-ad4f-b7f73d2cf2b4.84,2020-08-13T05:33:00.893,12,575.888,0,883429.25,44.63723,-124.30585,2020-08-13T05:33:00.893,5000,2020-08-13T06:03:15.8,16.856692,,,,8.765248,,3.465194,,32.630727,,,,,,,,215.862148,,,,,,,,,,POINT (-124.3058499 44.63723014),ooi.ocdi.ocdi,Cabled-11_TN382_Discrete_Summary
f8e4f1f5-b978-5fd9-ad4f-b7f73d2cf2b4.85,2020-08-20T20:52:49,10,575.888,0,950579.875,44.571333,-125.146667,2020-08-20T20:52:49,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-125.1466667 44.57133333),ooi.ocdi.ocdi,Cabled-11_TN382_Discrete_Summary
