time,chlora,depth
2018-06-26 20:42:40.853238784,0.0119,190.55388577467733
2018-06-26 20:42:41.981931520,0.0357,190.5508528300979
2018-06-26 20:42:43.110592000,0.0357,190.5480322603444
2018-06-26 20:42:44.239273984,0.059500000000000004,190.54563247613757
2018-06-26 20:42:45.367962112,0.0357,190.54218366206553
2018-06-26 20:42:46.496616960,0.0119,190.53883298820455
2018-06-26 20:42:47.625259008,0.0357,190.53762643704553
2018-06-26 20:42:48.753944064,0.0238,190.5372245768468
2018-06-26 20:42:49.882605568,0.059500000000000004,190.53789502359132
2018-06-26 20:42:51.011310080,0.059500000000000004,190.53857121524743
2018-06-26 20:42:52.139976192,0.0476,190.54138829774143
2018-06-26 20:42:53.268639232,0.0119,190.54593077386488
2018-06-26 20:42:54.397305856,0.0476,190.54960398103253
2018-06-26 20:42:55.526036992,0.0357,190.55110930341868
2018-06-26 20:42:56.654720000,0.0357,190.55500336007677
2018-06-26 20:42:57.783408128,0.0357,190.5585200271129
2018-06-26 20:42:58.912094208,0.0357,190.55972457894708
2018-06-26 20:43:00.040764416,0.0,190.5595290800951
2018-06-26 20:43:01.169399296,0.0238,190.5566506266918
2018-06-26 20:43:02.298086400,0.0357,190.52963452809942
2018-06-26 20:43:03.426312192,0.0238,190.4737768497092
2018-06-26 20:43:04.554741248,0.0357,190.41333277239798
2018-06-26 20:43:05.683184128,0.0357,190.35697134405902
2018-06-26 20:43:06.811587584,0.0119,190.29968100558463
2018-06-26 20:43:07.939972096,0.0119,190.24091327590313
2018-06-26 20:43:09.068379648,0.0357,190.18434142231612
2018-06-26 20:43:10.196768256,0.0238,190.1274473159153
2018-06-26 20:43:11.325218816,0.0357,190.07190343251796
2018-06-26 20:43:12.453615616,0.0119,190.0166733729343
2018-06-26 20:43:13.582268416,0.0238,189.9605052257543
2018-06-26 20:43:14.710936576,0.0119,189.90601638633055
2018-06-26 20:43:15.839592448,0.0476,189.8522376791077
2018-06-26 20:43:16.968244736,0.0238,189.79831918801295
2018-06-26 20:43:18.096896512,0.0476,189.74475859223998
2018-06-26 20:43:19.225569792,0.0,189.69348985819917
2018-06-26 20:43:20.354239488,0.0238,189.64206904454213
2018-06-26 20:43:21.482922496,0.0238,189.58964723285501
2018-06-26 20:43:22.611611136,0.0238,189.53972696277833
2018-06-26 20:43:23.740296704,0.0238,189.48620151872723
2018-06-26 20:43:24.868997632,0.0357,189.4315415822236
2018-06-26 20:43:25.997728768,0.0476,189.37492342368142
2018-06-26 20:43:27.126307840,0.0476,189.31691740033094
2018-06-26 20:43:28.254972928,0.0238,189.2565830402379
2018-06-26 20:43:29.383636992,0.0357,189.19647334299134
2018-06-26 20:43:30.512309248,0.0476,189.13648755064386
2018-06-26 20:43:31.640939008,0.0238,189.07707706262087
2018-06-26 20:43:32.769602560,0.0238,189.01990692817952
2018-06-26 20:43:33.898264064,0.0119,188.96518006455562
2018-06-26 20:43:35.026956800,0.0476,188.91101479314815
2018-06-26 20:43:36.155652096,0.0119,188.8574886455808
2018-06-26 20:43:37.284344320,0.0119,188.80566149461805
2018-06-26 20:43:38.413030912,0.0238,188.75397797737688
2018-06-26 20:43:39.541702144,0.0476,188.70072079566629
2018-06-26 20:43:40.670407168,0.0357,188.64712863299496
2018-06-26 20:43:41.799072256,0.0476,188.5927073678266
2018-06-26 20:43:42.927741952,0.0357,188.5369225329251
2018-06-26 20:43:44.056438272,0.0119,188.4812394338304
2018-06-26 20:43:45.185071616,0.0238,188.42524679218025
2018-06-26 20:43:46.313763840,0.0357,188.36689316243604
2018-06-26 20:43:47.442454528,0.0357,188.3103664911935
2018-06-26 20:43:48.571125760,0.0476,188.25397646163364
2018-06-26 20:43:49.699816448,0.0476,188.19758202208155
2018-06-26 20:43:50.828477440,0.0238,188.14168444462854
2018-06-26 20:43:51.957163520,0.0357,188.0877205247823
2018-06-26 20:43:53.085866496,0.0119,188.03342998096537
2018-06-26 20:43:54.214562304,0.059500000000000004,187.98005328845485
2018-06-26 20:43:55.343188992,0.0,187.92728145815192
2018-06-26 20:43:56.471889408,0.0238,187.8732577675462
2018-06-26 20:43:57.600575488,0.0357,187.8180610135418
2018-06-26 20:43:58.729232896,0.0476,187.7621400708117
2018-06-26 20:43:59.857942528,0.0714,187.70403962089244
2018-06-26 20:44:00.986611200,0.059500000000000004,187.64527140990356
2018-06-26 20:44:02.115272192,0.0476,187.58727274591217
2018-06-26 20:44:03.243500544,0.0476,187.52968592740586
2018-06-26 20:44:04.371918848,0.0238,187.47321515284276
2018-06-26 20:44:05.500333056,0.0238,187.4204047732177
2018-06-26 20:44:06.628723712,0.0476,187.36766487543477
2018-06-26 20:44:07.757092864,0.0238,187.3148979144822
2018-06-26 20:44:08.885494784,0.0238,187.26267165364817
2018-06-26 20:44:10.013864960,0.0119,187.20774639358808
2018-06-26 20:44:11.142246400,0.0476,187.1518023348646
2018-06-26 20:44:12.270658048,0.0476,187.09472858969352
2018-06-26 20:44:13.399344128,0.0476,187.038229627985
2018-06-26 20:44:14.528075264,0.0357,186.9807863023986
2018-06-26 20:44:15.656808960,0.059500000000000004,186.92439785713546
2018-06-26 20:44:16.785480192,0.0357,186.86802674676184
2018-06-26 20:44:17.914131968,0.0476,186.81108256325157
2018-06-26 20:44:19.042793984,0.0476,186.75600492481075
2018-06-26 20:44:20.171431424,0.0238,186.69926249240325
2018-06-26 20:44:21.300096512,0.059500000000000004,186.6425171236805
2018-06-26 20:44:22.428795392,0.0119,186.5873036104793
2018-06-26 20:44:23.557557248,0.059500000000000004,186.53314505429563
2018-06-26 20:44:24.686177280,0.0476,186.47861584196676
2018-06-26 20:44:25.814870528,0.0238,186.42581797422525
2018-06-26 20:44:26.943578112,0.0357,186.3742545715875
2018-06-26 20:44:28.072258560,0.059500000000000004,186.32388229162032
2018-06-26 20:44:29.200962560,0.059500000000000004,186.27346898779462
2018-06-26 20:44:30.329659392,0.0119,186.22005541337566
2018-06-26 20:44:31.458337280,0.0119,186.1659486843062
2018-06-26 20:44:32.587018240,0.0238,186.1093231467567
2018-06-26 20:44:33.715697152,0.0357,186.05103171750144
2018-06-26 20:44:34.844407808,0.0238,185.99056242165378
2018-06-26 20:44:35.973064192,0.0238,185.93002114789914
2018-06-26 20:44:37.101741568,0.0119,185.87158818372603
2018-06-26 20:44:38.230439424,0.0357,185.81309655355778
2018-06-26 20:44:39.359115776,0.0476,185.75433081676567
2018-06-26 20:44:40.487825920,0.0238,185.69916927592251
2018-06-26 20:44:41.619103744,0.0238,185.6445730178199
2018-06-26 20:44:42.747775488,0.0238,185.58929526329067
2018-06-26 20:44:43.876436480,0.0476,185.53584197838873
2018-06-26 20:44:45.005127680,0.0476,185.4798523652003
2018-06-26 20:44:46.133792768,0.0238,185.42387449311838
2018-06-26 20:44:47.262482944,0.0119,185.3686986227311
2018-06-26 20:44:48.391160832,0.059500000000000004,185.31136822992548
2018-06-26 20:44:49.519822848,0.0119,185.25499199243905
2018-06-26 20:44:50.648468992,0.0476,185.19890580983989
2018-06-26 20:44:51.777107968,0.0119,185.14414959264406
2018-06-26 20:44:52.905738752,0.0476,185.09074601057742
2018-06-26 20:44:54.034406400,0.0714,185.03727775311975
2018-06-26 20:44:55.163056128,0.0476,184.98330608329186
2018-06-26 20:44:56.291714048,0.0238,184.93127986859957
2018-06-26 20:44:57.420368896,0.0238,184.8775060634035
2018-06-26 20:44:58.549026816,0.0,184.82411023709494
2018-06-26 20:44:59.677691904,0.0357,184.76919541732732
2018-06-26 20:45:00.806331904,0.0476,184.7126266310342
2018-06-26 20:45:01.934993408,0.0476,184.6544310056517
2018-06-26 20:45:03.063188480,0.0357,184.59543630428774
2018-06-26 20:45:04.191636480,0.0238,184.53544289304708
2018-06-26 20:45:05.320044544,0.0238,184.47649276250772
2018-06-26 20:45:06.448426496,0.059500000000000004,184.418916421849
2018-06-26 20:45:07.576819200,0.0357,184.36196459976702
2018-06-26 20:45:08.705230336,0.0357,184.30801088143298
2018-06-26 20:45:09.833645568,0.0476,184.25551407795027
2018-06-26 20:45:10.962082304,0.059500000000000004,184.20576832736108
2018-06-26 20:45:12.090481664,0.0238,184.1565978117775
2018-06-26 20:45:13.219146752,0.0476,184.1056231094624
2018-06-26 20:45:14.347808768,0.0119,184.05608555922657
2018-06-26 20:45:15.476477440,0.0119,184.00233143664397
2018-06-26 20:45:16.605140480,0.0476,183.94907334167505
2018-06-26 20:45:17.733816832,0.0357,183.89312867169784
2018-06-26 20:45:18.862478848,0.0476,183.83452633309068
2018-06-26 20:45:19.991137280,0.0238,183.7745487131267
2018-06-26 20:45:21.119856640,0.0357,183.7145883255508
2018-06-26 20:45:22.248528896,0.0476,183.65368624646266
2018-06-26 20:45:23.377198592,0.0476,183.59355413239058
2018-06-26 20:45:24.505892864,0.059500000000000004,183.5340057503489
2018-06-26 20:45:25.634590720,0.0476,183.47763085856292
2018-06-26 20:45:26.763309056,0.0357,183.42123456206772
2018-06-26 20:45:27.892016128,0.0357,183.36541646641106
2018-06-26 20:45:29.020692480,0.0238,183.31298094385434
2018-06-26 20:45:30.149383168,0.0476,183.26177251376203
2018-06-26 20:45:31.278068224,0.0357,183.210199573865
2018-06-26 20:45:32.406739456,0.0238,183.15965468440723
2018-06-26 20:45:33.535451136,0.0476,183.106715005468
2018-06-26 20:45:34.664141312,0.0238,183.0530612028235
2018-06-26 20:45:35.792813056,0.0238,183.00073276840305
2018-06-26 20:45:36.921520128,0.059500000000000004,182.94773313378076
2018-06-26 20:45:38.050202624,0.0238,182.89170187554257
2018-06-26 20:45:39.178875392,0.0357,182.83512358632956
2018-06-26 20:45:40.307549696,0.059500000000000004,182.77776027096937
2018-06-26 20:45:41.436225536,0.0119,182.72030920592402
2018-06-26 20:45:42.564929536,0.0238,182.6649268925507
2018-06-26 20:45:43.693540864,0.0476,182.60854657484268
2018-06-26 20:45:44.822186496,0.0119,182.55216429479222
2018-06-26 20:45:45.950852608,0.0238,182.49456533522346
2018-06-26 20:45:47.079505408,0.0238,182.43729080947406
2018-06-26 20:45:48.208171520,0.0238,182.38004249594155
2018-06-26 20:45:49.336857600,0.059500000000000004,182.32245355558308
2018-06-26 20:45:50.465565696,0.0357,182.26721063409644
2018-06-26 20:45:51.594279424,0.0238,182.21175916870138
2018-06-26 20:45:52.722964480,0.0357,182.1568641936779
2018-06-26 20:45:53.851631616,0.0238,182.1042919637863
2018-06-26 20:45:54.980313088,0.059500000000000004,182.0502942906642
2018-06-26 20:45:56.109016064,0.0357,181.99710287595465
2018-06-26 20:45:57.237707776,0.059500000000000004,181.94340633727046
2018-06-26 20:45:58.366395904,0.0,181.88838154050922
2018-06-26 20:45:59.495026688,0.0238,181.83189874549745
2018-06-26 20:46:00.623666688,0.0476,181.7743378126537
2018-06-26 20:46:01.752346624,0.0476,181.7155533215761
2018-06-26 20:46:02.880560640,0.0476,181.65492832878905
2018-06-26 20:46:04.008971264,0.0238,181.59428916235484
2018-06-26 20:46:05.137382912,0.0357,181.53635667377546
2018-06-26 20:46:06.265792000,0.0357,181.47905937669793
2018-06-26 20:46:07.394200064,0.0357,181.42265024588957
2018-06-26 20:46:08.522598912,0.0238,181.37108954545874
2018-06-26 20:46:09.650973696,0.0357,181.32039641910583
2018-06-26 20:46:10.779384320,0.0357,181.27201157113606
2018-06-26 20:46:11.907791872,0.0357,181.2239762644173
2018-06-26 20:46:13.036492288,0.059500000000000004,181.17509208494016
2018-06-26 20:46:14.165170176,0.0357,181.12302105511438
2018-06-26 20:46:15.293871616,0.0,181.06926764552597
2018-06-26 20:46:16.422551040,0.0476,181.0130173899108
2018-06-26 20:46:17.551252480,0.0714,180.95457727655057
2018-06-26 20:46:18.679926272,0.0357,180.8943673628856
2018-06-26 20:46:19.808632320,0.0238,180.8355839372668
2018-06-26 20:46:20.937299968,0.0238,180.77740811399437
2018-06-26 20:46:22.065959424,0.0238,180.7212769917715
2018-06-26 20:46:23.194618880,0.059500000000000004,180.66609582916692
2018-06-26 20:46:24.323290112,0.0476,180.61196010104078
2018-06-26 20:46:25.451993600,0.0119,180.55902881156265
2018-06-26 20:46:26.580652032,0.059500000000000004,180.50502317014448
2018-06-26 20:46:27.709320704,0.0476,180.45033129869938
2018-06-26 20:46:28.838011392,0.0238,180.39544332196186
2018-06-26 20:46:29.966717440,0.0357,180.34142354879745
2018-06-26 20:46:31.095388672,0.0119,180.28700676322222
2018-06-26 20:46:32.224031744,0.0476,180.23213819272277
2018-06-26 20:46:33.352732672,0.0238,180.17591163725288
2018-06-26 20:46:34.481384960,0.0476,180.11979896054982
2018-06-26 20:46:35.610067968,0.0238,180.0648225276721
2018-06-26 20:46:36.738723840,0.0238,180.00604546277978
2018-06-26 20:46:37.867391488,0.0714,179.94725612052505
2018-06-26 20:46:38.996053504,0.0238,179.88781700234148
2018-06-26 20:46:40.124756992,0.0357,179.8270221727556
2018-06-26 20:46:41.253388800,0.0476,179.76678593643342
2018-06-26 20:46:42.382050816,0.0238,179.70683234292477
2018-06-26 20:46:43.510728704,0.0357,179.6483587697642
2018-06-26 20:46:44.639453184,0.0238,179.59225709686325
2018-06-26 20:46:45.768115200,0.0238,179.5374893856916
2018-06-26 20:46:46.896794624,0.0238,179.48406070033562
2018-06-26 20:46:48.025498624,0.0357,179.43197794697997
2018-06-26 20:46:49.154191872,0.0357,179.38204699658266
2018-06-26 20:46:50.282890240,0.0238,179.33189487039843
2018-06-26 20:46:51.411580928,0.0357,179.2804537836998
2018-06-26 20:46:52.540222976,0.0476,179.23028231460376
2018-06-26 20:46:53.668926976,0.0357,179.1798449453896
2018-06-26 20:46:54.797570048,0.0238,179.12587439980905
2018-06-26 20:46:55.926258176,0.0119,179.07164607987886
2018-06-26 20:46:57.054924288,0.0238,179.0156078614158
2018-06-26 20:46:58.183582208,0.0238,178.95645997894297
2018-06-26 20:46:59.312279040,0.0238,178.89748366522772
2018-06-26 20:47:00.440988672,0.0119,178.83767029641598
2018-06-26 20:47:01.569704448,0.0476,178.7801749800556
2018-06-26 20:47:02.698323968,0.0238,178.72287511937265
2018-06-26 20:47:03.826727424,0.0476,178.66720013467085
2018-06-26 20:47:04.955123200,0.0357,178.61444425857795
2018-06-26 20:47:06.083546624,0.0357,178.56241472957407
2018-06-26 20:47:07.211950592,0.0238,178.50996817616644
2018-06-26 20:47:08.340338688,0.059500000000000004,178.45721059182978
2018-06-26 20:47:09.468759552,0.0357,178.40319219143606
2018-06-26 20:47:10.597141504,0.0119,178.3478038732379
2018-06-26 20:47:11.725543424,0.0357,178.29143368159916
2018-06-26 20:47:12.854223872,0.0357,178.23404642967515
2018-06-26 20:47:13.982921728,0.0357,178.17590318190253
2018-06-26 20:47:15.111582720,0.0238,178.11912411855965
2018-06-26 20:47:16.240289792,0.0357,178.06457260640715
2018-06-26 20:47:17.368948736,0.0238,178.0095588802923
2018-06-26 20:47:18.497638912,0.0238,177.9557417505774
2018-06-26 20:47:19.626322944,0.0476,177.90106842402224
2018-06-26 20:47:20.755017728,0.059500000000000004,177.84789342376365
2018-06-26 20:47:21.883686400,0.0119,177.79496247531375
2018-06-26 20:47:23.012348928,0.0238,177.74205763406948
2018-06-26 20:47:24.141046784,0.0714,177.6872667242218
2018-06-26 20:47:25.269773824,0.0357,177.63304257140229
2018-06-26 20:47:26.398498304,0.0357,177.57800023849526
2018-06-26 20:47:27.527138304,0.0238,177.52177285889124
2018-06-26 20:47:28.655777792,0.0119,177.46602331747488
2018-06-26 20:47:29.784465920,0.0357,177.40928461435755
2018-06-26 20:47:30.913163264,0.0,177.35298766909068
2018-06-26 20:47:32.041854464,0.0238,177.29611818134438
2018-06-26 20:47:33.170514944,0.059500000000000004,177.2405657600789
2018-06-26 20:47:34.299228160,0.0119,177.18539462053283
2018-06-26 20:47:35.427945984,0.0357,177.13025114187022
2018-06-26 20:47:36.556624384,0.0357,177.07577122646717
2018-06-26 20:47:37.685283328,0.0357,177.02060156842023
2018-06-26 20:47:38.813969920,0.0476,176.96376470956562
2018-06-26 20:47:39.942683136,0.0357,176.90619093049088
2018-06-26 20:47:41.071383552,0.0119,176.84935250371385
2018-06-26 20:47:42.200053760,0.0476,176.7920838288041
2018-06-26 20:47:43.328739840,0.0238,176.73353141821266
2018-06-26 20:47:44.457411072,0.0238,176.67703538913705
2018-06-26 20:47:45.586043392,0.0238,176.62110118552332
2018-06-26 20:47:46.714744320,0.0119,176.56745993942607
2018-06-26 20:47:47.843400704,0.0119,176.51419572247198
2018-06-26 20:47:48.972067328,0.0357,176.46147852792097
2018-06-26 20:47:50.100717568,0.0476,176.41066685097354
2018-06-26 20:47:51.229396992,0.0119,176.35848527093918
2018-06-26 20:47:52.358047744,0.0238,176.3036592302646
2018-06-26 20:47:53.486717952,0.0357,176.24943834546207
2018-06-26 20:47:54.615388160,0.059500000000000004,176.19255012128917
2018-06-26 20:47:55.744071680,0.059500000000000004,176.1341627078443
2018-06-26 20:47:56.872773632,0.0238,176.07555108796672
2018-06-26 20:47:58.001395200,0.0,176.01558913514612
2018-06-26 20:47:59.130078720,0.0357,175.95796158943762
2018-06-26 20:48:00.258782720,0.0119,175.89975960735953
2018-06-26 20:48:01.387449856,0.0238,175.844139491838
2018-06-26 20:48:02.516145664,0.0119,175.7901661898473
2018-06-26 20:48:03.644375552,0.0476,175.7362503080813
2018-06-26 20:48:04.772761600,0.0238,175.68227994741693
2018-06-26 20:48:05.901178880,0.0119,175.62940318389008
2018-06-26 20:48:07.029540864,0.0476,175.57714113510016
2018-06-26 20:48:08.157963264,0.0357,175.52356300595184
2018-06-26 20:48:09.286358528,0.0119,175.46960750826156
2018-06-26 20:48:10.414728192,0.0476,175.41671618601805
2018-06-26 20:48:11.543158784,0.0357,175.36274993493905
2018-06-26 20:48:12.671570432,0.0238,175.30907225947104
2018-06-26 20:48:13.800229888,0.0238,175.25585128144374
2018-06-26 20:48:14.928879104,0.0476,175.2016591861229
2018-06-26 20:48:16.057508352,0.0357,175.14638392935052
2018-06-26 20:48:17.186206208,0.059500000000000004,175.08927341755629
2018-06-26 20:48:18.314864640,0.0476,175.03170717209545
2018-06-26 20:48:19.443496960,0.0119,174.972952508302
2018-06-26 20:48:20.572188160,0.0119,174.91276801065464
2018-06-26 20:48:21.700875264,0.0357,174.8519579695166
2018-06-26 20:48:22.829547520,0.0119,174.79244343731781
2018-06-26 20:48:23.958218240,0.0238,174.73366441106012
2018-06-26 20:48:25.086882816,0.0476,174.67637907689988
2018-06-26 20:48:26.215528448,0.0476,174.6217821174361
2018-06-26 20:48:27.344196096,0.0476,174.5678231712865
2018-06-26 20:48:28.472883712,0.0357,174.51720842278243
2018-06-26 20:48:29.601536512,0.0476,174.4660735892415
2018-06-26 20:48:30.730251776,0.0357,174.41761365423258
2018-06-26 20:48:31.858937856,0.0357,174.36983117108446
2018-06-26 20:48:32.987604480,0.0357,174.31938498111086
2018-06-26 20:48:34.116311040,0.0357,174.26781667111163
2018-06-26 20:48:35.245018112,0.0357,174.21532463742432
2018-06-26 20:48:36.373728768,0.0238,174.15939905821452
2018-06-26 20:48:37.502387200,0.0238,174.1004137265615
2018-06-26 20:48:38.631071744,0.0119,174.0389932406579
2018-06-26 20:48:39.759740928,0.0357,173.97779961540863
2018-06-26 20:48:40.888418816,0.0357,173.91741759970643
2018-06-26 20:48:42.017068032,0.0238,173.85772022198552
2018-06-26 20:48:43.145737216,0.0357,173.80093823332183
2018-06-26 20:48:44.274409472,0.0238,173.74741090014086
2018-06-26 20:48:45.403054080,0.0357,173.6957190627564
2018-06-26 20:48:46.531734016,0.0357,173.64430589226203
2018-06-26 20:48:47.660393472,0.0238,173.5939345747222
2018-06-26 20:48:48.789035008,0.0238,173.5418363123533
2018-06-26 20:48:49.917715968,0.0238,173.4877962322575
2018-06-26 20:48:51.046400512,0.0357,173.43433314298326
2018-06-26 20:48:52.175067648,0.0357,173.3770018886146
2018-06-26 20:48:53.303736320,0.0238,173.3191940240329
2018-06-26 20:48:54.432433152,0.0119,173.26117784751239
2018-06-26 20:48:55.561155072,0.0357,173.20297720076962
2018-06-26 20:48:56.689826304,0.0119,173.14571345243462
2018-06-26 20:48:57.818509312,0.0476,173.08843171755618
2018-06-26 20:48:58.947178496,0.0357,173.03025760521194
2018-06-26 20:49:00.075883520,0.059500000000000004,172.97413739416464
2018-06-26 20:49:01.204572672,0.0357,172.9189581430032
2018-06-26 20:49:02.333250560,0.0357,172.8647892347766
2018-06-26 20:49:03.461446144,0.0119,172.80970860068433
2018-06-26 20:49:04.589807616,0.0476,172.75476286616754
2018-06-26 20:49:05.718185472,0.0357,172.70116613502364
2018-06-26 20:49:06.846614528,0.0357,172.6469256414981
2018-06-26 20:49:07.974996480,0.0357,172.59119519821067
2018-06-26 20:49:09.103386624,0.0357,172.53678625563845
2018-06-26 20:49:10.231800320,0.0,172.48100383122303
2018-06-26 20:49:11.360221696,0.0238,172.4235995841898
2018-06-26 20:49:12.488603648,0.0357,172.3683064953795
2018-06-26 20:49:13.617304576,0.0357,172.31168731094968
2018-06-26 20:49:14.745939968,0.0357,172.25449109864564
2018-06-26 20:49:15.874580992,0.0119,172.19860925765178
2018-06-26 20:49:17.003261952,0.0238,172.14345838481938
2018-06-26 20:49:18.131951616,0.0476,172.09067118821744
2018-06-26 20:49:19.260642816,0.0357,172.0362798018444
2018-06-26 20:49:20.389310976,0.0357,171.98327071398973
2018-06-26 20:49:21.517969920,0.0357,171.9292888883152
2018-06-26 20:49:22.646599680,0.0119,171.8750496422051
2018-06-26 20:49:23.775267328,0.0357,171.81904299200656
2018-06-26 20:49:24.903944192,0.0476,171.76091428399369
2018-06-26 20:49:26.032638976,0.0238,171.7021430065035
2018-06-26 20:49:27.161304064,0.0238,171.64335376180844
2018-06-26 20:49:28.289981440,0.0357,171.5845839024434
2018-06-26 20:49:29.418661888,0.0357,171.52579134281004
2018-06-26 20:49:30.547308032,0.0238,171.4675522889554
2018-06-26 20:49:31.676002816,0.0357,171.41177160482212
2018-06-26 20:49:32.804647936,0.0119,171.3555107086992
2018-06-26 20:49:33.933325312,0.0238,171.30303426969698
2018-06-26 20:49:35.061976576,0.0238,171.25063947803682
2018-06-26 20:49:36.190647808,0.0119,171.19937113313708
2018-06-26 20:49:37.319312384,0.059500000000000004,171.14898868364392
2018-06-26 20:49:38.447972352,0.0119,171.098640053791
2018-06-26 20:49:39.576625152,0.0357,171.047864570931
2018-06-26 20:49:40.705294336,0.0357,170.99508137557208
2018-06-26 20:49:41.833965056,0.0238,170.94181734365765
2018-06-26 20:49:42.962667520,0.0476,170.88659366971925
2018-06-26 20:49:44.091343872,0.0357,170.83020061341836
2018-06-26 20:49:45.220005376,0.0476,170.77117665089446
2018-06-26 20:49:46.348689408,0.0476,170.71225015586123
2018-06-26 20:49:47.477406720,0.0357,170.65568237340688
2018-06-26 20:49:48.606078464,0.0,170.59833780710224
2018-06-26 20:49:49.734755328,0.0476,170.54307628990128
2018-06-26 20:49:50.863452672,0.0357,170.4903260727311
2018-06-26 20:49:51.992104448,0.0357,170.4381917971878
2018-06-26 20:49:53.120786944,0.0357,170.38583576522592
2018-06-26 20:49:54.249426944,0.0357,170.3330745710082
2018-06-26 20:49:55.378072576,0.059500000000000004,170.2792592068271
2018-06-26 20:49:56.506776576,0.0357,170.2261941838081
2018-06-26 20:49:57.635463680,0.0476,170.1707342295973
2018-06-26 20:49:58.764146688,0.0476,170.11393798470436
2018-06-26 20:49:59.892787712,0.0238,170.0569324740252
2018-06-26 20:50:01.021483008,0.0357,169.99852820377993
2018-06-26 20:50:02.150159360,0.0476,169.94019419815092
2018-06-26 20:50:03.278374400,0.0357,169.88454001196664
2018-06-26 20:50:04.406760960,0.0357,169.83045931195437
2018-06-26 20:50:05.535157248,0.0476,169.7768250235354
2018-06-26 20:50:06.663518720,0.0238,169.72613997636884
2018-06-26 20:50:07.791905792,0.0238,169.67689976471422
2018-06-26 20:50:08.920289792,0.0238,169.6253476354044
2018-06-26 20:50:10.048662016,0.0119,169.57448200432944
2018-06-26 20:50:11.177052672,0.0476,169.52038942223956
2018-06-26 20:50:12.305459712,0.0357,169.46464154484266
2018-06-26 20:50:13.434158080,0.0357,169.40681838087949
2018-06-26 20:50:14.562894336,0.0357,169.3459569828507
2018-06-26 20:50:15.691581440,0.0357,169.28392794043697
2018-06-26 20:50:16.820221440,0.059500000000000004,169.2239856054928
2018-06-26 20:50:17.948859392,0.0357,169.16641209206864
2018-06-26 20:50:19.077510144,0.0,169.1117025231447
2018-06-26 20:50:20.206194176,0.0357,169.06059399538609
2018-06-26 20:50:21.334902784,0.0357,169.01217724111345
2018-06-26 20:50:22.463573504,0.0357,168.96450366362322
2018-06-26 20:50:23.592234496,0.0119,168.91779237366066
2018-06-26 20:50:24.720894464,0.0238,168.87090825417928
2018-06-26 20:50:25.849565696,0.0238,168.8215571257635
2018-06-26 20:50:26.978232320,0.0357,168.76998518274317
2018-06-26 20:50:28.106854912,0.0476,168.7169467200481
2018-06-26 20:50:29.235551744,0.0357,168.66211675252407
2018-06-26 20:50:30.364224000,0.0238,168.60593076907145
2018-06-26 20:50:31.492858880,0.0476,168.54849388494574
2018-06-26 20:50:32.621514752,0.0476,168.4921116717684
2018-06-26 20:50:33.750184448,0.0357,168.4357613264408
2018-06-26 20:50:34.878846464,0.0357,168.37939845822828
2018-06-26 20:50:36.007574016,0.0357,168.32427544480294
2018-06-26 20:50:37.136227840,0.0238,168.27029481685722
2018-06-26 20:50:38.264883200,0.0119,168.21990550940376
2018-06-26 20:50:39.393573888,0.0119,168.16867542975962
2018-06-26 20:50:40.522236928,0.0119,168.118581118745
